Время (мс),Сигнал (В) 
1020359, -0.0131574
1020369, -0.0140682
1020379, -0.0132828
1020389, -0.0140885
1020399, -0.0132938
1020409, -0.0141297
1020419, -0.0133568
1020429, -0.0141865
1020439, -0.0133731
1020449, -0.0142562
1020459, -0.0132954
1020469, -0.0140508
1020479, -0.0131352
1020489, -0.0141332
1020499, -0.0133269
1020509, -0.0141654
1020519, -0.0132312
1020529, -0.014017
1020539, -0.013238
1020550, -0.0141546
1020562, -0.013359
1020574, -0.0141517
1020588, -0.013264
1020601, -0.0139323
1020616, -0.0132094
1020632, -0.0141241
1020648, -0.0134516
1020664, -0.0141573
1020681, -0.0133321
1020699, -0.014125
1020717, -0.0133259
1020735, -0.014048
1020759, -0.0132769
1020786, -0.0141194
1020817, -0.0131983
1020848, -0.0140035
1020884, -0.0131765
1020919, -0.0141455
1020960, -0.0133967
1021005, -0.0142834
1021048, -0.0133406
1021094, -0.0141531
1021139, -0.0133172
1021187, -0.0141061
1021236, -0.013372
1021287, -0.014147
1021338, -0.0132697
1021392, -0.0139787
1021442, -0.0132431
1021487, -0.0140822
1021528, -0.0132913
1021564, -0.0140457
1021595, -0.0132237
1021624, -0.0140403
1021644, -0.0133327
1021663, -0.0141445
1021685, -0.0134432
1021703, -0.0142457
1021720, -0.0132942
1021739, -0.0141224
1021757, -0.0133138
1021778, -0.0141662
1021799, -0.0133501
1021821, -0.0141809
1021842, -0.0133601
1021872, -0.0140988
1021902, -0.0133149
1021933, -0.0139407
1021963, -0.0133331
1021993, -0.0141892
1022027, -0.0133814
1022060, -0.0138708
1022093, -0.0131392
1022128, -0.0141141
1022159, -0.0134099
1022191, -0.0141739
1022221, -0.0133872
1022253, -0.0141159
1022284, -0.0133673
1022316, -0.0142432
1022349, -0.0134174
1022383, -0.0140813
1022417, -0.0132753
1022452, -0.0140072
1022487, -0.0132234
1022527, -0.0140371
1022566, -0.0133678
1022599, -0.0141771
1022648, -0.0133817
1022689, -0.0140912
1022726, -0.0133519
1022758, -0.0140285
1022785, -0.013406
1022812, -0.0141547
1022838, -0.0135022
1022865, -0.0140868
1022891, -0.0131674
1022916, -0.0139652
1022941, -0.0134241
1022967, -0.014158
1022993, -0.0134051
1023020, -0.0141145
1023048, -0.0132315
1023075, -0.0141156
1023104, -0.0133356
1023133, -0.014117
1023163, -0.0134802
1023195, -0.0141278
1023226, -0.013293
1023255, -0.0139797
1023285, -0.0132786
1023315, -0.0140714
1023346, -0.0134414
1023377, -0.0141671
1023411, -0.0134256
1023445, -0.0140364
1023490, -0.013326
1023529, -0.0140868
1023562, -0.0134563
1023595, -0.0141053
1023628, -0.0133993
1023662, -0.0140243
1023695, -0.0133262
1023727, -0.0140138
1023761, -0.0134278
1023793, -0.0140132
1023826, -0.0133299
1023858, -0.0141184
1023891, -0.0133563
1023924, -0.0141167
1023956, -0.0134006
1023994, -0.0140163
1024029, -0.0133476
1024063, -0.014032
1024097, -0.0133871
1024135, -0.0141379
1024168, -0.0134741
1024202, -0.013997
1024236, -0.0133885
1024269, -0.0140401
1024302, -0.013419
1024335, -0.0141893
1024373, -0.0134168
1024409, -0.0140029
1024445, -0.0132455
1024480, -0.0140107
1024511, -0.0133518
1024542, -0.0140941
1024572, -0.0133999
1024603, -0.0141138
1024633, -0.0133515
1024665, -0.0141177
1024695, -0.0134396
1024729, -0.0142681
1024759, -0.0135683
1024787, -0.0141267
1024814, -0.0133048
1024842, -0.0138537
1024868, -0.0133232
1024893, -0.0141089
1024917, -0.0134568
1024945, -0.0139986
1024972, -0.0132925
1024999, -0.0140568
1025027, -0.0133973
1025057, -0.0140608
1025086, -0.0134948
1025115, -0.0141248
1025143, -0.0133918
1025172, -0.0140731
1025202, -0.0133397
1025233, -0.0141269
1025264, -0.0133577
1025296, -0.0141072
1025327, -0.0134334
1025359, -0.0140437
1025391, -0.0133614
1025422, -0.0140122
1025454, -0.0134117
1025485, -0.0140251
1025519, -0.0133225
1025555, -0.0138439
1025588, -0.0133672
1025620, -0.0141378
1025651, -0.0134254
1025683, -0.0140661
1025714, -0.0133748
1025745, -0.0141585
1025776, -0.0134632
1025815, -0.0141979
1025850, -0.0135204
1025886, -0.0142058
1025923, -0.0133217
1025957, -0.0138781
1025989, -0.0132356
1026021, -0.0140208
1026052, -0.0134117
1026080, -0.0139596
1026108, -0.0133018
1026136, -0.0140738
1026166, -0.0134624
1026195, -0.0140477
1026223, -0.0134344
1026251, -0.0141301
1026278, -0.0134788
1026306, -0.0140687
1026333, -0.01338
1026361, -0.0141293
1026388, -0.0135042
1026417, -0.0140565
1026446, -0.0133091
1026477, -0.0140755
1026506, -0.0132987
1026534, -0.0139533
1026564, -0.0133798
1026593, -0.014022
1026624, -0.0134681
1026655, -0.0139812
1026685, -0.0133609
1026715, -0.0141933
1026745, -0.0135333
1026776, -0.0141067
1026809, -0.0134525
1026839, -0.0141468
1026870, -0.0134743
1026900, -0.0140173
1026931, -0.0133794
1026962, -0.0141288
1026992, -0.0134111
1027024, -0.014013
1027060, -0.0132352
1027095, -0.0140588
1027127, -0.0133829
1027160, -0.014111
1027193, -0.0133261
1027226, -0.0140401
1027258, -0.0134814
1027290, -0.0141656
1027322, -0.0134717
1027354, -0.0141901
1027387, -0.0134623
1027419, -0.0140682
1027449, -0.0133149
1027480, -0.0139866
1027511, -0.0134268
1027542, -0.0139644
1027572, -0.0132239
1027602, -0.0139388
1027631, -0.0134085
1027660, -0.0141248
1027690, -0.0134976
1027719, -0.014232
1027751, -0.0135362
1027779, -0.0141708
1027807, -0.0133306
1027836, -0.0140844
1027865, -0.0134052
1027895, -0.0141208
1027925, -0.0133479
1027955, -0.014006
1027985, -0.0132465
1028016, -0.0139944
1028047, -0.0133109
1028077, -0.0141752
1028107, -0.0134015
1028140, -0.0141338
1028173, -0.0134056
1028203, -0.0140926
1028234, -0.0134854
1028264, -0.0141508
1028295, -0.0134921
1028325, -0.0141269
1028355, -0.0133271
1028385, -0.013999
1028417, -0.0133139
1028448, -0.014049
1028480, -0.0133797
