Время (мс),Сигнал (В) 
544125, -0.00295655
544135, -0.0037963
544145, -0.0029481
544155, -0.00380772
544165, -0.0029434
544175, -0.00379731
544185, -0.0029525
544195, -0.00378821
544205, -0.00295006
544215, -0.00377132
544225, -0.00295553
544235, -0.00381974
544245, -0.00295107
544255, -0.00380594
544265, -0.00296196
544276, -0.00379101
544288, -0.00294376
544304, -0.00380273
544326, -0.00307308
544349, -0.00380671
544373, -0.00295869
544398, -0.0037969
544424, -0.00297814
544452, -0.00378994
544481, -0.00294298
544510, -0.00377382
544542, -0.00294738
544572, -0.00375062
544602, -0.00295738
544633, -0.00374485
544665, -0.00297487
544714, -0.00377001
544771, -0.0029754
544828, -0.00378024
544890, -0.00298581
544954, -0.00378631
545022, -0.00297273
545097, -0.00376418
545193, -0.00303816
545253, -0.00377459
545283, -0.00298183
545312, -0.00377465
545340, -0.00296392
545368, -0.0037869
545396, -0.00297558
545425, -0.00376935
545453, -0.00295553
545480, -0.00376662
545510, -0.00298337
545538, -0.00380624
545568, -0.00299414
545596, -0.00377322
545625, -0.00296797
545655, -0.00378958
545684, -0.0030033
545713, -0.00378958
545744, -0.00297386
545773, -0.00377019
545803, -0.00298772
545834, -0.00376061
545865, -0.00299111
545896, -0.0038317
545927, -0.00297552
545958, -0.00376055
545989, -0.00301728
546039, -0.0037414
546088, -0.00297035
546147, -0.00376596
546204, -0.00314012
546260, -0.00376138
546316, -0.00297992
546363, -0.00376489
546410, -0.00296928
546440, -0.00375651
546470, -0.00299253
546500, -0.00375847
546530, -0.0029798
546560, -0.0038242
546589, -0.00298111
546619, -0.00375942
546650, -0.00300931
546680, -0.00378429
546710, -0.00299128
546741, -0.00375894
546773, -0.00301246
546804, -0.00386197
546832, -0.00300223
546861, -0.00376448
546891, -0.00300889
546922, -0.00376043
546951, -0.002987
546980, -0.00377048
547010, -0.00296351
547039, -0.00389826
547084, -0.00298165
547129, -0.00375627
547170, -0.0029873
547212, -0.00379475
547253, -0.00301442
547301, -0.0037546
547351, -0.00302549
547400, -0.00376965
547451, -0.00297808
547493, -0.00378518
547537, -0.00298147
547563, -0.00376495
547589, -0.00298789
547632, -0.0037477
547658, -0.00299575
547684, -0.00374378
547711, -0.00298141
547737, -0.00376198
547781, -0.00299378
547807, -0.00375764
547833, -0.00297427
547861, -0.00375543
547907, -0.00297969
547934, -0.0037543
547963, -0.00299581
547991, -0.00377477
548020, -0.00297177
548047, -0.00375615
548074, -0.00296696
548124, -0.00376335
548173, -0.00316921
548205, -0.00378191
548253, -0.00299128
548300, -0.00375972
548347, -0.00298706
548395, -0.00376787
548443, -0.0029992
548491, -0.00376935
548537, -0.00298064
548586, -0.00377304
548619, -0.0029845
548653, -0.00377167
548685, -0.00302686
548717, -0.00377846
548749, -0.00298296
548781, -0.00376126
548814, -0.00298926
548846, -0.00375662
548878, -0.00298218
548910, -0.0037474
548942, -0.0029914
548973, -0.00379345
549005, -0.00297992
549036, -0.00376858
549067, -0.00301246
549098, -0.00378559
549128, -0.00298807
549160, -0.00379672
549191, -0.00299325
549227, -0.00375972
549259, -0.00298159
549294, -0.00376299
549345, -0.00297897
549395, -0.00376501
549444, -0.00297742
549477, -0.00376959
549526, -0.00296791
549578, -0.00376626
549631, -0.00301954
549664, -0.00377209
549696, -0.00298659
549729, -0.00376091
549761, -0.00302174
549793, -0.00378185
549826, -0.00298938
549858, -0.00377852
549893, -0.00299842
549926, -0.00382081
549958, -0.00296226
549990, -0.00376525
550023, -0.00295649
550054, -0.00377953
550085, -0.00325356
550116, -0.00375692
550146, -0.00295125
550178, -0.00377512
550207, -0.00296594
550237, -0.00376436
550267, -0.00302454
550297, -0.00379416
550327, -0.00299824
550370, -0.00378262
550413, -0.00297516
550454, -0.00380838
550494, -0.00294417
550535, -0.00377227
550577, -0.00296541
550624, -0.00377364
550672, -0.00311644
550715, -0.0037734
550760, -0.00295857
550802, -0.00376424
550832, -0.00296713
550863, -0.00391783
550892, -0.00297267
550929, -0.0038386
550957, -0.0029801
550993, -0.00379707
551018, -0.00300705
551054, -0.00379523
551091, -0.0029914
551118, -0.00378208
551145, -0.00296119
551185, -0.00380784
551212, -0.00295821
551240, -0.003801
551268, -0.00296696
