Время (мс)	Сигнал (В)
122314	-0.00359935
122324	-0.00277066
122334	-0.00361012
122344	-0.00276465
122354	-0.00360494
122364	-0.0028007
122374	-0.00360791
122384	-0.00277072
122394	-0.00357871
122404	-0.00276114
122420	-0.0035981
122427	-0.00277732
122435	-0.0035984
122444	-0.00275656
122454	-0.00359941
122464	-0.0027869
122474	-0.00361785
122488	-0.00280736
122506	-0.00361053
122529	-0.00276417
122556	-0.0035536
122586	-0.00274918
122618	-0.00356735
122652	-0.00277066
122687	-0.00360803
122722	-0.0027728
122758	-0.00363671
122798	-0.00277393
122835	-0.00359881
122876	-0.00278803
122915	-0.00361327
122959	-0.00276007
123022	-0.00361624
123092	-0.00278005
123162	-0.00359994
123237	-0.00277369
123313	-0.00359001
123387	-0.00277173
123430	-0.00359733
123463	-0.0027882
123493	-0.00359471
123520	-0.002775
123548	-0.00361232
123576	-0.00276947
123603	-0.00358567
123631	-0.00277863
123661	-0.00361612
123691	-0.00277143
123721	-0.00358121
123751	-0.00278487
123780	-0.00361559
123812	-0.00277678
123845	-0.00361755
123878	-0.00277577
123909	-0.00363665
123942	-0.00280355
123973	-0.00362326
124003	-0.00277405
124036	-0.00358525
124068	-0.00276399
124101	-0.00358263
124134	-0.00274591
124168	-0.00361083
124200	-0.00278428
124233	-0.00360512
124288	-0.002775
124347	-0.00360708
124399	-0.00279832
124453	-0.00359114
124507	-0.00277286
124543	-0.00358638
124576	-0.00277577
124609	-0.00358085
124641	-0.00278178
124676	-0.00361541
124709	-0.00278463
124742	-0.00360613
124775	-0.00279142
124807	-0.00361803
124841	-0.00279165
124873	-0.00359768
124907	-0.00276435
124939	-0.00358858
124971	-0.00277155
125004	-0.00359465
125036	-0.00277434
125068	-0.00362118
125101	-0.00277601
125134	-0.00360542
125169	-0.00279029
125201	-0.00362047
125234	-0.00277066
125268	-0.00362064
125302	-0.00278487
125336	-0.00362273
125372	-0.00278446
125409	-0.00360167
125444	-0.00277898
125503	-0.00361362
125559	-0.00277672
125596	-0.00363349
125634	-0.0027954
125671	-0.00360928
125706	-0.00277886
125741	-0.00360922
125778	-0.00277916
125812	-0.00361642
125846	-0.00278053
125879	-0.00358745
125913	-0.00275513
125948	-0.00357984
125981	-0.00274978
126015	-0.00358971
126048	-0.00280319
126081	-0.00362344
126114	-0.00277768
126147	-0.00360601
126181	-0.00278981
126213	-0.00360803
126248	-0.00278654
126281	-0.00358971
126313	-0.0027562
126345	-0.00360661
126379	-0.0027888
126411	-0.00361006
126450	-0.00280712
126495	-0.00361702
126530	-0.00278939
126564	-0.00360637
126597	-0.00275888
126633	-0.00361255
126688	-0.00278695
126725	-0.00359554
126761	-0.00277571
126795	-0.00361374
126831	-0.0027637
126866	-0.00361089
126900	-0.00276191
126935	-0.00359453
126970	-0.00278321
127009	-0.00362392
127044	-0.00278939
127081	-0.00360363
127118	-0.00278553
127152	-0.00360274
127186	-0.00279635
127219	-0.00359614
127251	-0.00275477
127285	-0.0035658
127319	-0.00276435
127353	-0.00361291
127386	-0.00279665
127420	-0.00361624
127453	-0.00278547
127486	-0.00360321
127522	-0.00277595
127560	-0.00359435
127595	-0.00278321
127631	-0.00361523
127665	-0.00278226
127702	-0.00358632
127736	-0.00277643
127771	-0.00359822
127805	-0.00277321
127841	-0.0035906
127878	-0.00277149
127913	-0.00360869
127947	-0.00277892
127980	-0.00361071
128014	-0.00278463
128049	-0.00360625
128084	-0.00274817
128121	-0.0035793
128155	-0.00277726
128189	-0.00359935
128224	-0.00278636
128260	-0.00358257
128294	-0.00279522
128329	-0.00361172
128363	-0.00277512
128398	-0.00361922
128433	-0.00277773
128469	-0.00359637
128505	-0.00275442
128540	-0.00358323
128579	-0.00277191
128613	-0.00360952
128649	-0.00275971
128683	-0.00359602
128719	-0.00279635
128755	-0.00361208
128790	-0.00278493
128824	-0.00359518
128859	-0.00278475
128893	-0.00361071
128930	-0.00277506
128968	-0.00361773
129007	-0.00277107
129042	-0.00360577
129079	-0.00276173
129113	-0.00358293
129148	-0.00275989
129184	-0.00359275
129219	-0.00279832
129255	-0.0035862
129291	-0.00280296
129325	-0.0036
129360	-0.00276994
129396	-0.00360101
129432	-0.00279237
129467	-0.00360791
129503	-0.0028007
129539	-0.00361148
129575	-0.00278648
129611	-0.0035962
129647	-0.00278297
129682	-0.00361868
129720	-0.00277762
129754	-0.00359846
129790	-0.0027515
129827	-0.00356514
129860	-0.00276851
129894	-0.00359037
129927	-0.00277565
129962	-0.00358632
129998	-0.00276578
130033	-0.00361969
130069	-0.00278237
130103	-0.0036
130140	-0.00277922
130175	-0.00360821
130209	-0.00279885
130245	-0.00358912
130279	-0.00278107
130315	-0.00360238
130349	-0.00277226
130383	-0.00361285
130420	-0.0027697
130455	-0.00358882
130490	-0.00279552
130524	-0.0036022
130560	-0.00280302
130594	-0.00360875
130628	-0.00279945
130663	-0.00358656
130697	-0.00277803
130731	-0.00362273
130766	-0.00278743
130800	-0.00361309
130834	-0.00278035
130870	-0.00361012
130905	-0.00279082
130940	-0.00359507
130977	-0.00278654
131011	-0.00360304
131049	-0.00279326
131085	-0.00359138
131121	-0.00278606
131156	-0.00360208
131193	-0.00278089
131228	-0.00357056
131263	-0.00276732
131299	-0.00361012
131335	-0.00278571
131370	-0.00360857
131404	-0.0027772
131440	-0.00361696
131489	-0.00278577
131531	-0.00360161
131564	-0.00278809
131598	-0.0035887
131634	-0.00275483
131670	-0.00358192
131703	-0.00276114
131736	-0.0036022
131769	-0.00276738
131803	-0.00359626
131839	-0.00279058
131872	-0.00361238
131905	-0.00275799
131940	-0.00360661
131976	-0.00280772
132013	-0.00359768
132047	-0.00278321
132082	-0.00359715
132116	-0.00278571
132151	-0.00362082
132188	-0.00278672
132224	-0.00360256
132260	-0.00278565
132296	-0.00361017
132331	-0.00277173
132367	-0.00359536
132404	-0.00278642
132441	-0.00358299
132475	-0.00278713
132509	-0.00362225
132544	-0.002786
132577	-0.00359102
132612	-0.00276352
132648	-0.00361951
132687	-0.00276584
132721	-0.0036229
132758	-0.00278184
132793	-0.00362035
132830	-0.00280248
132866	-0.00362076
132901	-0.00277595
132938	-0.00360708
132972	-0.00275352
133009	-0.00361481
133043	-0.00276185
133078	-0.00359744
133113	-0.00278404
133150	-0.00361487
133185	-0.00279243
133222	-0.0036229
133260	-0.00279088
133296	-0.00361071
133333	-0.00277393
133367	-0.00359905
133402	-0.00279766
133437	-0.00358781
133473	-0.0027882
133508	-0.0035953
133543	-0.00279469
133580	-0.00363355
133614	-0.00277881
133648	-0.00362261
133683	-0.00277333
133717	-0.00363754
