Время (мс) Сигнал (В)
148939	-0.00250666
148949	-0.00235509
148959	-0.00249000
148969	-0.00232582
148979	-0.00260380
148989	-0.00233808
148999	-0.00250023
149009	-0.00231785
149019	-0.00250559
149029	-0.00231125
149039	-0.00251296
149049	-0.00237460
149059	-0.00250963
149069	-0.00233843
149079	-0.00250339
149089	-0.00242855
149101	-0.00251130
149109	-0.00233028
149119	-0.00250018
149129	-0.00233546
149139	-0.00251957
149149	-0.00236984
149159	-0.00250719
149169	-0.00232077
149182	-0.00252284
149193	-0.00235664
149205	-0.00248007
149219	-0.00232939
149232	-0.00252242
149250	-0.00234052
149263	-0.00250279
149277	-0.00236984
149294	-0.00252349
149310	-0.00234510
149331	-0.00251106
149354	-0.00232850
149379	-0.00251760
149405	-0.00234932
149433	-0.00248566
149461	-0.00231256
149492	-0.00253527
149525	-0.00233421
149559	-0.00248441
149596	-0.00234147
149632	-0.00269969
149673	-0.00232374
149699	-0.00249571
149725	-0.00232392
149751	-0.00255359
149778	-0.00234349
149806	-0.00251695
149835	-0.00233082
149864	-0.00250821
149894	-0.00233326
149923	-0.00269428
149955	-0.00233956
149986	-0.00250012
150019	-0.00233373
150049	-0.00255294
150077	-0.00233974
150106	-0.00257739
150135	-0.00234355
150162	-0.00250202
150189	-0.00242237
150214	-0.00248483
150242	-0.00234135
150266	-0.00250696
150288	-0.00233992
150311	-0.00250125
150333	-0.00237264
150354	-0.00250029
150376	-0.00233647
150397	-0.00249286
150419	-0.00231613
150443	-0.00250196
150465	-0.00246109
150486	-0.00250012
150508	-0.00234492
150531	-0.00250041
150552	-0.00242344
150573	-0.00249316
150594	-0.00233130
150616	-0.00248745
150639	-0.00246555
150659	-0.00251511
150683	-0.00234575
150704	-0.00250600
150727	-0.00235402
150747	-0.00252885
150768	-0.00235676
150788	-0.00249155
150808	-0.00233915
150829	-0.00249036
150849	-0.00235396
150869	-0.00249744
150888	-0.00234956
150909	-0.00250255
150930	-0.00237300
150950	-0.00250137
150986	-0.00236568
151023	-0.00251183
151056	-0.00235057
151089	-0.00256442
151124	-0.00234641
151158	-0.00253129
151197	-0.00234426
151234	-0.00260160
151274	-0.00233290
151306	-0.00250749
151336	-0.00236253
151367	-0.00247067
151398	-0.00244777
151425	-0.00250339
151453	-0.00234587
151482	-0.00249940
151513	-0.00248507
