	30 V	
2122734	-0.00271464
2122834	-0.00271761
2122934	-0.00271315
2123034	-0.00269976
2123134	-0.00271315
2123234	-0.00271018
2123333	-0.00271018
2123433	-0.0027072
2123533	-0.00270869
2123633	-0.00271315
2123734	-0.0027072
2123834	-0.00271761
2123934	-0.00270869
2124033	-0.00270125
2124133	-0.00271166
2124233	-0.00270125
2124334	-0.00270571
2124433	-0.00270423
2124534	-0.00270125
2124634	-0.00271018
2124734	-0.00270274
2124834	-0.00271018
2124934	-0.00270571
2125034	-0.00269828
2125134	-0.00270274
2125234	-0.00270423
2125334	-0.00271315
2125433	-0.00269679
2125534	-0.00269233
2125634	-0.0027072
2125734	-0.00270274
2125834	-0.00271315
2125934	-0.0026953
2126034	-0.00269679
2126134	-0.00271018
2126234	-0.00270274
2126334	-0.00271464
2126434	-0.0026953
2126534	-0.00269679
2126634	-0.00270423
2126734	-0.00270423
2126834	-0.00271166
2126934	-0.00270423
2127033	-0.00268786
2127134	-0.00270274
2127234	-0.00270571
2127334	-0.00270423
2127434	-0.00269381
2127534	-0.00268935
2127634	-0.00270125
2127734	-0.00269233
2127834	-0.00270274
2127934	-0.00269233
2128033	-0.00269233
2128133	-0.00270274
2128234	-0.00269679
2128334	-0.00270571
2128434	-0.00269381
2128534	-0.0026953
2128634	-0.00270423
2128734	-0.00269679
2128833	-0.00270274
2128934	-0.00269233
2129034	-0.00268786
2129134	-0.00269679
2129234	-0.00270571
2129334	-0.00270869
2129434	-0.00269976
2129534	-0.00268786
2129634	-0.00269828
2129734	-0.00269679
2129834	-0.00270423
2129934	-0.00268935
2130034	-0.00269233
2130134	-0.00269828
2130234	-0.0026953
2130334	-0.00269976
2130433	-0.00269976
2130534	-0.00268638
2130634	-0.0026953
2130735	-0.00269233
2130834	-0.00269976
2130934	-0.0026834
2131034	-0.00268043
2131134	-0.00268935
2131234	-0.00268935
2131334	-0.00269381
2131434	-0.00268489
2131533	-0.00267448
