Время (мс)	Сигнал (В)
8466234	-0.00499653
8466335	-0.00498535
8466435	-0.00499017
8466535	-0.0049888
8466635	-0.00498809
8466735	-0.00498249
8466835	-0.00498761
8466935	-0.00498553
8467035	-0.00498416
8467134	-0.00499171
8467234	-0.00497559
8467334	-0.00498606
8467435	-0.00498529
8467534	-0.00498291
8467634	-0.00498654
8467734	-0.00498499
8467835	-0.00498374
8467934	-0.00498422
8468034	-0.00497916
8468134	-0.0049863
8468234	-0.0049819
8468334	-0.00498666
8468434	-0.00497881
8468534	-0.00498006
8468634	-0.00498749
8468734	-0.00497821
8468834	-0.00498838
8468934	-0.00498416
8469034	-0.00497506
8469134	-0.00497666
8469234	-0.00497268
8469334	-0.00497988
8469434	-0.00498285
8469534	-0.00498535
8469634	-0.00498303
8469734	-0.00497976
8469834	-0.00498255
8469934	-0.00497791
8470034	-0.0049891
8470134	-0.00497327
8470234	-0.00498767
8470334	-0.00498737
8470434	-0.00498184
8470534	-0.00499308
8470634	-0.00498202
8470734	-0.00498678
8470834	-0.00498922
8470934	-0.00498315
8471034	-0.00497994
8471134	-0.00498642
8471234	-0.0049813
8471334	-0.00497762
8471435	-0.0049844
8471535	-0.00497898
8471635	-0.00497898
8471735	-0.00497833
8471835	-0.00498922
8471935	-0.00498321
8472035	-0.00499457
8472134	-0.00498243
8472235	-0.00498987
8472334	-0.00498559
8472435	-0.00498017
8472534	-0.00498202
8472634	-0.00498541
8472734	-0.00497756
8472834	-0.00498107
8472934	-0.004986
8473035	-0.00497809
8473134	-0.00498809
8473234	-0.00498095
8473334	-0.00498505
8473434	-0.00498071
8473534	-0.00498666
8473634	-0.00498196
8473734	-0.00497875
8473834	-0.00498006
8473934	-0.00498012
8474034	-0.00498196
8474134	-0.00498172
8474234	-0.00497964
8474334	-0.00498339
8474434	-0.00498684
8474534	-0.00498589
8474634	-0.00499445
8474734	-0.0049753
8474834	-0.00498267
8474934	-0.00497982
8475034	-0.00497744
8475134	-0.00497643
8475234	-0.00498035
8475334	-0.00498446
8475434	-0.00498398
8475534	-0.00497881
8475634	-0.00497982
8475734	-0.00497696
