	39.9 V	
2107750	-0.00311179
2107850	-0.00310882
2107950	-0.00311031
2108050	-0.00310882
2108150	-0.00309543
2108250	-0.00310584
2108350	-0.00310287
2108450	-0.00310436
2108550	-0.00310138
2108650	-0.00309097
2108750	-0.00310138
2108850	-0.00311328
2108950	-0.00310138
2109050	-0.00310138
2109150	-0.00309246
2109250	-0.00310287
2109350	-0.00310138
2109450	-0.00310584
2109550	-0.00310882
2109650	-0.003088
2109750	-0.00309692
2109850	-0.00310584
2109950	-0.00310138
2110050	-0.00310138
2110150	-0.00309097
2110250	-0.00309394
2110349	-0.00309543
2110449	-0.00310287
2110550	-0.00309543
2110650	-0.00309246
2110749	-0.00310138
2110849	-0.00309097
2110949	-0.00308948
2111049	-0.00308651
2111150	-0.00308205
2111250	-0.003088
2111350	-0.00309543
2111450	-0.00309841
2111549	-0.00309543
2111650	-0.00308353
2111750	-0.00309097
2111850	-0.00308502
2111950	-0.00309543
2112050	-0.00308948
2112150	-0.00308056
2112250	-0.003088
2112349	-0.00308651
2112450	-0.00309841
2112550	-0.00308651
2112650	-0.00307758
2112750	-0.0030761
2112850	-0.00308056
2112950	-0.00309543
2113050	-0.00308502
2113150	-0.00307758
2113249	-0.00308353
2113349	-0.00309097
