Время (мс)	Сигнал (В)
1887469	-0.00363241
1887569	-0.0036339
1887669	-0.00363985
1887769	-0.00362944
1887869	-0.00362646
1887969	-0.00362349
1888069	-0.00362944
1888168	-0.00363241
1888268	-0.00363985
1888368	-0.00361902
1888468	-0.0036339
1888568	-0.00363687
1888668	-0.0036339
1888768	-0.00364431
1888868	-0.00362349
1888968	-0.00363241
1889068	-0.0036339
1889168	-0.00363539
1889269	-0.00363985
1889369	-0.00362944
1889469	-0.0036339
1889569	-0.00363687
1889669	-0.00364431
1889769	-0.00362646
1889869	-0.00362646
1889969	-0.00363092
1890069	-0.00363836
1890169	-0.00363985
1890269	-0.00363836
1890369	-0.00362051
1890469	-0.0036339
1890569	-0.00364729
1890669	-0.00363985
1890768	-0.0036458
1890868	-0.00363241
1890968	-0.00363241
1891068	-0.00364877
1891169	-0.00363985
1891269	-0.00364282
1891369	-0.00362795
1891469	-0.00363539
1891569	-0.0036458
1891669	-0.0036458
1891769	-0.00363539
1891869	-0.0036339
1891969	-0.0036458
1892068	-0.0036458
1892168	-0.00364134
1892269	-0.00363985
1892369	-0.00363092
1892469	-0.00364134
1892569	-0.00364877
1892669	-0.00363687
1892769	-0.00364877
1892869	-0.00363836
1892969	-0.00363539
1893069	-0.0036458
