Время (мс)	Сигнал (В)
1866626	-0.00396709
1866725	-0.00398494
1866825	-0.00397007
1866925	-0.00398643
1867026	-0.00397155
1867126	-0.00397155
1867226	-0.00397602
1867325	-0.00397602
1867425	-0.00398494
1867525	-0.00395817
1867625	-0.00398197
1867726	-0.00397899
1867826	-0.00398494
1867925	-0.00398643
1868025	-0.00396412
1868125	-0.00398345
1868225	-0.00397453
1868325	-0.00398048
1868425	-0.00397602
1868525	-0.00396709
1868625	-0.00398197
1868725	-0.00398197
1868825	-0.00398197
1868925	-0.00398494
1869026	-0.00397007
1869126	-0.00397602
1869226	-0.00399535
1869326	-0.00398792
1869425	-0.00398494
1869525	-0.00397602
1869625	-0.0039894
1869725	-0.00399387
1869825	-0.00399387
1869925	-0.00398494
1870025	-0.00397453
1870126	-0.00398792
1870225	-0.00398643
1870325	-0.00399387
1870425	-0.0039894
1870525	-0.00398643
1870626	-0.0039894
1870726	-0.00398792
1870825	-0.00399387
1870925	-0.00399535
1871025	-0.00398345
1871125	-0.00399089
1871225	-0.00399684
1871325	-0.00399833
1871425	-0.0040013
1871525	-0.00399089
1871625	-0.0040013
1871725	-0.00399833
1871825	-0.00400577
1871926	-0.00399535
1872026	-0.00398792
1872125	-0.00400725
1872225	-0.00399982
1872325	-0.00400428
1872425	-0.00399684
1872525	-0.0039894
1872626	-0.00400577
1872726	-0.00399833
1872826	-0.00401172
1872925	-0.00400279
1873025	-0.00399684
1873125	-0.00401023
