	40.7 V
143103	-0.00337536
143138	-0.00262436
143169	-0.00337881
143200	-0.00263293
143235	-0.00337185
143267	-0.00261288
143299	-0.00337346
143332	-0.00264828
143364	-0.00338315
143397	-0.0026271
143429	-0.0033643
143462	-0.00264554
143494	-0.00337994
143527	-0.00263138
143559	-0.00336894
143591	-0.00264197
143624	-0.00338018
143677	-0.00263239
143728	-0.00336013
143760	-0.00265179
143811	-0.00336067
143865	-0.00263108
143900	-0.00335817
143934	-0.00265149
143966	-0.00336852
143998	-0.00262633
144031	-0.0033521
144063	-0.00264828
144099	-0.00337215
144130	-0.00264328
144165	-0.00335603
144200	-0.00264631
144233	-0.00336323
144265	-0.00263424
144298	-0.00335032
144330	-0.0026503
144363	-0.00336525
144397	-0.00263572
144429	-0.00336317
144462	-0.0026657
144495	-0.00335258
144527	-0.00265428
144563	-0.00335698
144595	-0.00265815
144626	-0.00335353
144657	-0.00264834
144690	-0.00335609
144724	-0.00265173
144780	-0.00335496
144813	-0.00263953
144846	-0.00334419
144900	-0.00265785
144949	-0.00335633
144982	-0.00264381
145014	-0.00334074
145046	-0.00266678
145082	-0.00335008
145116	-0.00264768
145149	-0.00334336
145184	-0.00266725
145220	-0.00335532
145256	-0.00266053
145289	-0.00333884
145323	-0.00267332
145356	-0.00334782
145390	-0.00266136
145422	-0.00333836
145455	-0.00266951
145487	-0.00334217
145521	-0.00265351
145554	-0.00333444
145588	-0.00267326
145621	-0.0033483
145653	-0.00267445
145686	-0.0033339
145718	-0.00267249
145750	-0.00333931
145783	-0.00266588
145815	-0.0033436
145849	-0.00267974
145880	-0.00333801
145936	-0.00266083
145989	-0.00333818
146025	-0.00268064
146058	-0.00334889
146091	-0.00266267
146124	-0.00333664
146156	-0.00267766
146188	-0.00333396
146221	-0.00266529
146253	-0.00332932
146307	-0.00266636
146340	-0.00333848
146374	-0.0026704
146410	-0.00332938
146445	-0.00267653
146480	-0.00332349
146512	-0.00266737
146545	-0.00333979
146578	-0.00267653
146611	-0.0033427
146645	-0.00266904
146678	-0.00333206
146711	-0.00266963
146743	-0.00332658
146777	-0.00266767
146809	-0.00331457
146842	-0.00267891
146875	-0.00333973
146909	-0.00267427
146942	-0.00332004
146977	-0.00267689
147032	-0.00332611
147065	-0.0026729
147097	-0.0033276
147130	-0.00267207
147164	-0.00333289
147199	-0.00266166
147233	-0.00333527
147268	-0.00269241
147303	-0.00332236
147357	-0.00267249
147391	-0.00333545
147423	-0.00268789
147456	-0.00333289
147489	-0.00268123
147521	-0.00331689
147554	-0.00268385
147588	-0.00334086
147620	-0.0026691
147653	-0.00332296
147686	-0.00267582
147719	-0.00332545
147752	-0.00266749
147787	-0.0033314
147819	-0.00268629
147852	-0.00333277
147888	-0.00268075
147920	-0.00333931
147953	-0.00267903
147989	-0.00332884
148021	-0.00268171
148079	-0.00332284
148112	-0.00268301
148144	-0.00333188
148179	-0.00266892
148215	-0.00331802
148248	-0.00268313
148280	-0.00332813
148315	-0.00267897
148348	-0.00331409
148400	-0.00268575
148433	-0.00332968
148469	-0.00267415
148503	-0.00332105
148539	-0.00267838
148571	-0.00332837
148604	-0.00268694
148639	-0.00331814
148673	-0.00267873
148706	-0.00333438
148740	-0.00267594
148774	-0.00332278
148807	-0.00268849
148844	-0.00332545
148877	-0.00267023
148912	-0.00332064
148946	-0.00268284
148978	-0.00332105
149013	-0.00268099
149046	-0.00332682
149080	-0.00266814
149114	-0.00331933
149147	-0.00268171
149181	-0.00331992
149213	-0.00267808
149265	-0.00333128
149301	-0.00267885
149334	-0.00332551
149367	-0.00267903
149407	-0.00333783
149449	-0.00267546
149482	-0.00332587
149515	-0.00269426
149548	-0.00333414
149582	-0.00267778
149617	-0.00333182
149650	-0.00267397
149686	-0.00332956
149719	-0.00267338
149752	-0.00332504
149786	-0.00268177
149819	-0.00333069
149853	-0.0026688
149886	-0.00332462
149919	-0.00267147
149952	-0.0033317
149985	-0.00267308
150025	-0.00332986
150060	-0.00268908
150095	-0.00332456
150128	-0.00267344
150161	-0.0033345
150196	-0.00268456
150229	-0.00332706
150263	-0.00267308
150324	-0.00332373
150364	-0.00268105
150400	-0.00333854
150433	-0.00267195
150470	-0.00331742
150505	-0.00267463
150541	-0.00333884
150575	-0.00266374
150608	-0.00332409
150645	-0.00267266
150680	-0.00332849
150713	-0.00267344
150749	-0.00332563
150782	-0.00266041
150816	-0.00332765
150849	-0.00267445
150885	-0.00332575
150918	-0.00267939
150952	-0.00333164
150985	-0.00266844
151019	-0.00332754
151053	-0.00266951
151089	-0.00334235
151123	-0.00267945
151157	-0.00333206
151190	-0.00268087
151224	-0.00333711
151257	-0.00266761
151290	-0.00332385
151325	-0.00267403
151358	-0.00333081
151418	-0.00267094
151452	-0.00332843
151488	-0.00267683
151522	-0.0033361
151555	-0.00266636
151590	-0.00333325
151624	-0.00266993
151657	-0.00334782
151694	-0.0026732
151727	-0.0033251
151760	-0.00266779
151795	-0.00333985
151827	-0.00266684
151861	-0.0033364
151895	-0.00265315
