Время (мс)	Сигнал (В)
102501	-0.00384496
102511	-0.00378167
102521	-0.00381659
102531	-0.00379291
102541	-0.00381659
102551	-0.00377543
102561	-0.00382254
102571	-0.00377977
102581	-0.00381362
102591	-0.00376817
102601	-0.00382349
102611	-0.00380148
102621	-0.00383521
102631	-0.00378054
102641	-0.00382902
102651	-0.00378613
102661	-0.00382855
102671	-0.00377525
102681	-0.00383354
102691	-0.00376847
102701	-0.00384699
102711	-0.00379862
102721	-0.00383931
102731	-0.00379523
102742	-0.00382932
102751	-0.00378506
102762	-0.00382611
102773	-0.0037925
102785	-0.0038248
102796	-0.00378554
102808	-0.0038226
102820	-0.0037853
102834	-0.00381623
102850	-0.00378143
102867	-0.00382623
102885	-0.00378072
102903	-0.00383093
102924	-0.00380237
102944	-0.00382652
102965	-0.00379095
102987	-0.00385204
103012	-0.00377108
103036	-0.00383687
103062	-0.00380338
103088	-0.00384074
103115	-0.00379274
103144	-0.00382593
103174	-0.00379238
103205	-0.00383432
103236	-0.00379303
103269	-0.00383634
103302	-0.00379482
103337	-0.00385573
103372	-0.00378512
103406	-0.00385228
103440	-0.00378191
103475	-0.0038292
103512	-0.00379256
103550	-0.00383681
103586	-0.00378786
103622	-0.00382658
103655	-0.00378982
103687	-0.00383634
103717	-0.00380255
103744	-0.00383426
103771	-0.0037762
103797	-0.00381225
103822	-0.0037875
103846	-0.00383075
103869	-0.00378946
103891	-0.00382343
103912	-0.00378429
103935	-0.00381207
103957	-0.00379065
103979	-0.00382813
104001	-0.0037944
104026	-0.00383075
104047	-0.00378774
104069	-0.00383658
104092	-0.00379381
104116	-0.00383812
104139	-0.00379113
104164	-0.0038292
104189	-0.00380112
104213	-0.00382825
104237	-0.00380356
104261	-0.00382575
104286	-0.00379345
104312	-0.00382391
104335	-0.00379297
104359	-0.00381998
104382	-0.00379024
104406	-0.00381808
104439	-0.0037878
104468	-0.00383003
104502	-0.00378625
104548	-0.00381695
104582	-0.00380219
104612	-0.00382831
104642	-0.00378625
104670	-0.00383307
104702	-0.00380083
104730	-0.00384163
104759	-0.00379744
104786	-0.00383307
104812	-0.0037856
104846	-0.00382266
104882	-0.00379214
104913	-0.00383979
104944	-0.00377995
104977	-0.00382242
105009	-0.00379886
105036	-0.00381736
105065	-0.00379601
105092	-0.00382884
105117	-0.00379202
105140	-0.00383521
105163	-0.0038148
105188	-0.00382289
105211	-0.00378887
105233	-0.00383503
105256	-0.00378661
105280	-0.00382605
105304	-0.00377929
105329	-0.0038267
105354	-0.00378471
105379	-0.00382135
105405	-0.00377816
105433	-0.00384889
105459	-0.00380178
105482	-0.00382242
105505	-0.00379137
105527	-0.00384788
105550	-0.00378506
105575	-0.00382355
105602	-0.00380344
105629	-0.0038151
105656	-0.00379226
105684	-0.00381659
105709	-0.0037803
105734	-0.00382135
105760	-0.00378441
105785	-0.0038311
105812	-0.00379048
105839	-0.00382807
105866	-0.00377632
105893	-0.00383586
105920	-0.00379892
105949	-0.00383652
105974	-0.00378488
106003	-0.00381772
106032	-0.00379244
106061	-0.00383991
106089	-0.00379958
106117	-0.00383253
106145	-0.00379274
106171	-0.00381278
106198	-0.00380142
106225	-0.00383729
106251	-0.00380535
106275	-0.00381855
106300	-0.00379458
106322	-0.00382361
106348	-0.00378798
106370	-0.00384223
106393	-0.0037919
106416	-0.0038292
106439	-0.00379738
106461	-0.0038333
106484	-0.00378197
106507	-0.00382141
106531	-0.00380047
106553	-0.00382991
106578	-0.00378619
106603	-0.00383652
106628	-0.00379987
106656	-0.0038367
106684	-0.0037969
106713	-0.00382617
106742	-0.00380493
106770	-0.00383313
106799	-0.00379107
106827	-0.00382486
106856	-0.00379494
106887	-0.00384764
106915	-0.00380005
106945	-0.0038267
106972	-0.00379416
107000	-0.00384496
107028	-0.00379303
107055	-0.00382908
107084	-0.00379178
107113	-0.00382724
107140	-0.00379619
107168	-0.00382188
107196	-0.00377316
107225	-0.00381825
107248	-0.00379625
107271	-0.00383265
107293	-0.00380648
107317	-0.00382736
107339	-0.00378857
107362	-0.00382974
107386	-0.00378691
107409	-0.00382343
107432	-0.00378964
107455	-0.00384199
107479	-0.00378381
107503	-0.00382516
107526	-0.00377352
107550	-0.00380261
107574	-0.00378524
107598	-0.00383598
107622	-0.00378601
107647	-0.00383634
107674	-0.00379601
107698	-0.0038314
107723	-0.00380291
107748	-0.00384508
107772	-0.00379571
107799	-0.0038411
107826	-0.00380909
107852	-0.00383384
107881	-0.00381159
107906	-0.00382968
107930	-0.00377798
107957	-0.00382902
107984	-0.00378738
108012	-0.00382724
108040	-0.00380094
108067	-0.00381564
108092	-0.0037919
108117	-0.00384377
108142	-0.00379886
108166	-0.00382521
108193	-0.00379672
108219	-0.00383182
108245	-0.00378548
108272	-0.00379666
108299	-0.0037925
108323	-0.00381332
108347	-0.00381219
108371	-0.0038176
108392	-0.00380915
108410	-0.00383307
108430	-0.00380642
108449	-0.0038242
108469	-0.00379226
108487	-0.00383622
108507	-0.0038154
108526	-0.00382147
108544	-0.00380255
108562	-0.00382075
108581	-0.00380267
108601	-0.00383277
108621	-0.00380428
108641	-0.00382194
108660	-0.00379161
108679	-0.00380695
108697	-0.00378601
108716	-0.00383009
108734	-0.00378137
108753	-0.00382254
108774	-0.00378298
108793	-0.00382349
108813	-0.00379916
108834	-0.00382319
108854	-0.00381748
108873	-0.00383307
108893	-0.00379952
108914	-0.00381451
108935	-0.00378114
108955	-0.00381433
108977	-0.00381677
108998	-0.00381409
109017	-0.00379149
109036	-0.00381611
109055	-0.00378435
109074	-0.00382991
109094	-0.00379589
109114	-0.00382753
109138	-0.00380874
109158	-0.00382432
109183	-0.0038107
109209	-0.00382819
109232	-0.00380779
109255	-0.00382004
109276	-0.00378911
109301	-0.00381528
109324	-0.0037834
109349	-0.00381808
109374	-0.00379851
109400	-0.00381635
109425	-0.0037969
109450	-0.00380802
109474	-0.00379672
109497	-0.00380666
109518	-0.00381451
109542	-0.00381397
109565	-0.00382069
109588	-0.00383336
109610	-0.00380755
109632	-0.00382426
109654	-0.00380963
109674	-0.00383372
109694	-0.00380737
109715	-0.00380231
109734	-0.00379083
109751	-0.00382944
109768	-0.00380826
109784	-0.0038154
109799	-0.00378952
109814	-0.00382016
109829	-0.00378673
109846	-0.00381546
109862	-0.00381016
109879	-0.00383372
109896	-0.00379577
109912	-0.00381028
109929	-0.00379981
109946	-0.00380648
109962	-0.00380469
109978	-0.00381956
109994	-0.00379416
110011	-0.00383182
110030	-0.00377531
110050	-0.00380862
110066	-0.00381356
110081	-0.00381552
110094	-0.00380398
110109	-0.00380422
110123	-0.00381046
110136	-0.00382307
110149	-0.00382426
110161	-0.00383342
110174	-0.00382301
110187	-0.00382242
110198	-0.00381522
110210	-0.0038173
110223	-0.00381135
110235	-0.00381897
110247	-0.00379512
110259	-0.00381665
110271	-0.0038038
110285	-0.00382789
110298	-0.00379547
110312	-0.00381956
110326	-0.0037972
110341	-0.00383664
110356	-0.00380219
110370	-0.0038179
110384	-0.00380011
110399	-0.00382456
110416	-0.00379458
110431	-0.00379981
110446	-0.0038082
110461	-0.0038148
110476	-0.00380219
110491	-0.00381718
110509	-0.00380279
110524	-0.00381516
110540	-0.00381165
110556	-0.00381469
110571	-0.0037878
110588	-0.00382593
110605	-0.00379375
110622	-0.00382379
110640	-0.00381278
110657	-0.0038113
110675	-0.00379666
110692	-0.0038289
110709	-0.00380499
110727	-0.00382295
110745	-0.00381213
110764	-0.00381011
110781	-0.00380505
110797	-0.00381576
110814	-0.00379761
110831	-0.00381784
110847	-0.00380731
110863	-0.00381237
110879	-0.00379797
110897	-0.00379809
110912	-0.00381302
110926	-0.0038135
110941	-0.00381118
110955	-0.00383307
110970	-0.00380671
110985	-0.00381504
111001	-0.00379226
111018	-0.00381641
111032	-0.00380636
111045	-0.00380505
111065	-0.00380267
111084	-0.00381403
111104	-0.00381183
111123	-0.00381118
111142	-0.00380987
111161	-0.00381933
111180	-0.00381528
111198	-0.00380261
111218	-0.0038057
111236	-0.003806
111255	-0.00381302
111273	-0.00381314
111290	-0.00380178
111307	-0.00381671
111323	-0.00380743
111338	-0.00381534
111353	-0.00380743
111366	-0.00379274
111380	-0.00381213
111395	-0.00381623
111410	-0.00379636
111426	-0.00380999
111440	-0.00379815
111454	-0.003806
111468	-0.00380356
111482	-0.00382468
111497	-0.00382634
111515	-0.00381379
111533	-0.00379571
111551	-0.00380362
111568	-0.00381802
111582	-0.00380892
111595	-0.00379696
111610	-0.00381195
111624	-0.00381106
111636	-0.0038135
111648	-0.00381118
111663	-0.00380773
111675	-0.00380451
