Время (мс)	Сигнал (В)
0	-0.00411414
11	-0.00421116
21	-0.00412068
31	-0.00419617
41	-0.00410872
50	-0.00420533
61	-0.0041017
70	-0.00421098
80	-0.00412032
90	-0.00422978
100	-0.00411128
110	-0.00422056
120	-0.00411521
130	-0.00421413
140	-0.00413043
150	-0.00421128
160	-0.00411253
170	-0.0042199
180	-0.00410712
193	-0.00420574
206	-0.00413049
220	-0.00422234
235	-0.00412258
251	-0.00420527
268	-0.00411414
285	-0.00421413
304	-0.00412925
323	-0.00420586
342	-0.00412728
362	-0.00422329
382	-0.00413436
404	-0.00422406
430	-0.00412502
461	-0.00421806
493	-0.00410908
529	-0.00421104
568	-0.0041117
609	-0.00420015
657	-0.00412764
707	-0.00420307
757	-0.00411533
810	-0.00422401
865	-0.0041249
922	-0.00421705
984	-0.00411985
1044	-0.00421241
1101	-0.00413632
1146	-0.00422127
1189	-0.00413668
1222	-0.00422044
1245	-0.00413204
1268	-0.0042061
1291	-0.00411425
1316	-0.00420854
1338	-0.00411449
1361	-0.00420687
1384	-0.00412913
1406	-0.00420313
1428	-0.00410854
1453	-0.0041973
1474	-0.00411842
1497	-0.00420717
1519	-0.0041227
1543	-0.0042202
1565	-0.0041205
1588	-0.00421669
1612	-0.00409534
1635	-0.00421657
1666	-0.00410712
1696	-0.00418938
1731	-0.00411765
1764	-0.00420194
1799	-0.00410426
1834	-0.00420985
1868	-0.00411515
1903	-0.00421758
1941	-0.00412264
1978	-0.00420283
2017	-0.00413115
2055	-0.00421966
2093	-0.00411711
2135	-0.00421699
2176	-0.00412716
2219	-0.00421829
2261	-0.00412615
2302	-0.00420872
2342	-0.00412734
2380	-0.00420241
2416	-0.00414334
2451	-0.00419979
2484	-0.00413406
2514	-0.00421716
2546	-0.00413442
2567	-0.0042136
2588	-0.00410932
2618	-0.00422466
2642	-0.00411027
2665	-0.00422472
2697	-0.00412883
2719	-0.00421812
2751	-0.00412978
2785	-0.00420533
2818	-0.00413341
2853	-0.00423013
2887	-0.00410807
2919	-0.00421401
2952	-0.00411854
2985	-0.00420586
3019	-0.00411271
3052	-0.00421282
3089	-0.00412044
3128	-0.00419289
3165	-0.00412764
3199	-0.00421366
3235	-0.00412651
3270	-0.00419664
3304	-0.00411348
3338	-0.00420259
3373	-0.00412776
3408	-0.00421931
3443	-0.0041086
3480	-0.0042061
3519	-0.00413014
3556	-0.0042083
3592	-0.00411574
3625	-0.00419516
3656	-0.00412074
3689	-0.00423233
3720	-0.00410652
3742	-0.00419991
3774	-0.004118
3805	-0.00421484
3839	-0.00411598
3872	-0.00421074
3904	-0.00412116
3937	-0.00421734
3968	-0.00410819
4000	-0.004213
4036	-0.00412032
4068	-0.00422936
4100	-0.00410313
4135	-0.00419664
4166	-0.00411628
4198	-0.0041942
4236	-0.00411693
4269	-0.00420973
4304	-0.00412502
4336	-0.00421502
4371	-0.00410539
4408	-0.00419789
4441	-0.00413698
4475	-0.00423305
4510	-0.00411158
4545	-0.00420675
4579	-0.00412133
4613	-0.00420551
4648	-0.00411039
4682	-0.00420539
4719	-0.00413442
4753	-0.00420342
4786	-0.00411747
4817	-0.00420223
4845	-0.00412104
4878	-0.00421015
4908	-0.00411384
4937	-0.00420545
4967	-0.00412478
5000	-0.00419783
5032	-0.00412377
5063	-0.00420907
5095	-0.00412443
5127	-0.00421871
5157	-0.00413341
5189	-0.00420033
5221	-0.00410676
5253	-0.00420705
5286	-0.00413293
5319	-0.00419724
5350	-0.00413121
5383	-0.00421015
5414	-0.00412877
5445	-0.00423519
5479	-0.00412889
5510	-0.00422698
5542	-0.00414084
5575	-0.00420985
5606	-0.00411229
5636	-0.00421086
5670	-0.00411943
5701	-0.00420301
5732	-0.00410914
5763	-0.00418718
5796	-0.00411937
5827	-0.00422044
5860	-0.00412086
5891	-0.00419807
5922	-0.0041208
5952	-0.0042011
5982	-0.00412526
6012	-0.00421711
6043	-0.00413775
6073	-0.00419896
6102	-0.00413067
6133	-0.00420325
6162	-0.0041274
6191	-0.00420271
6220	-0.00411884
6251	-0.00421693
6284	-0.00412579
6316	-0.00420896
6347	-0.0041202
6380	-0.00421853
6414	-0.00411134
6448	-0.00419581
6479	-0.00412651
6517	-0.00422323
6551	-0.00412217
6590	-0.00421586
6628	-0.00411747
6667	-0.00420586
6708	-0.00410706
6745	-0.00419301
6780	-0.00412472
6815	-0.00419617
6851	-0.00410367
6886	-0.00419878
6920	-0.00410884
6954	-0.00420794
6985	-0.00410069
7017	-0.00420842
7049	-0.00411961
7081	-0.00421502
7114	-0.00411033
7148	-0.00421437
7184	-0.00409968
