Время (мс)	Сигнал (В)
2226016	-0.00203178
2226026	-0.00274341
2226036	-0.00201995
2226046	-0.0027515
2226056	-0.00203161
2226066	-0.0027324
2226076	-0.0020482
2226086	-0.00278511
2226096	-0.00206575
2226106	-0.00274567
2226116	-0.00203446
2226126	-0.00274037
2226136	-0.00201745
2226146	-0.00272675
2226156	-0.00217711
2226166	-0.00275774
2226177	-0.00204083
2226189	-0.00273764
2226204	-0.00203958
2226221	-0.00273895
2226241	-0.00206254
2226264	-0.00273919
2226286	-0.00203363
2226310	-0.00275947
2226335	-0.00203631
2226363	-0.00276268
2226393	-0.00206081
2226424	-0.00275959
2226456	-0.00204208
2226490	-0.00272562
2226521	-0.00202697
2226555	-0.00274626
2226611	-0.00203684
2226662	-0.00273883
2226722	-0.00203274
2226786	-0.00276762
2226855	-0.00203821
2226929	-0.00272051
2227008	-0.00205159
2227092	-0.00286434
2227154	-0.002035
2227182	-0.00272408
2227208	-0.00204243
2227235	-0.00273919
2227260	-0.00203059
2227285	-0.00273377
2227311	-0.00205094
2227335	-0.00274739
2227360	-0.0020463
2227385	-0.00271509
2227410	-0.00204582
2227435	-0.00275031
2227460	-0.00204368
2227485	-0.00271825
2227513	-0.00204112
2227540	-0.00273562
2227565	-0.002046
2227591	-0.00272711
2227617	-0.00203506
2227643	-0.00272479
2227670	-0.0020526
2227696	-0.00276244
2227724	-0.00207438
2227751	-0.00275763
2227780	-0.00203571
2227825	-0.00272764
2227871	-0.00204951
2227917	-0.00273121
2227966	-0.00204779
2228016	-0.00272574
2228068	-0.00204285
2228121	-0.00275287
2228172	-0.00204005
2228243	-0.00273972
2228298	-0.00205486
2228335	-0.00275061
2228373	-0.00203845
2228406	-0.00272991
2228441	-0.00204529
2228475	-0.00273466
2228510	-0.00204499
2228545	-0.00272788
2228578	-0.00205831
2228610	-0.00272366
2228643	-0.00203095
2228676	-0.00271438
2228707	-0.00204927
2228738	-0.00282318
2228772	-0.00205017
2228800	-0.00273032
2228830	-0.0020576
2228856	-0.00273669
2228884	-0.00206694
2228912	-0.00271444
2228940	-0.00204957
2228969	-0.00273133
2228997	-0.00203101
2229027	-0.00272919
2229056	-0.00206754
2229086	-0.00274418
2229117	-0.0020648
2229167	-0.00272895
2229222	-0.00204725
2229272	-0.00273484
2229321	-0.002051
2229370	-0.00272818
2229417	-0.00205457
2229448	-0.00272693
2229478	-0.00203012
2229508	-0.00272592
2229553	-0.00207253
2229585	-0.00285518
2229615	-0.00205528
2229643	-0.00273246
2229688	-0.00204909
2229717	-0.00274311
2229745	-0.00206206
2229773	-0.00272527
2229802	-0.00205689
2229829	-0.00273455
2229874	-0.00204874
2229902	-0.00272729
2229929	-0.00204802
2229957	-0.00290735
2229985	-0.00205552
2230010	-0.00273805
2230038	-0.00203363
2230065	-0.00272616
2230091	-0.00203732
2230117	-0.00274317
2230162	-0.0020457
2230206	-0.00277696
2230253	-0.00204761
2230304	-0.00272122
2230346	-0.00205201
2230392	-0.00274115
2230435	-0.00205302
2230478	-0.00273568
2230522	-0.00203565
2230547	-0.00270201
2230590	-0.00202173
2230616	-0.00273425
2230642	-0.00208193
2230681	-0.00276125
2230723	-0.00203006
2230749	-0.00278576
2230774	-0.00204666
2230800	-0.00274888
2230842	-0.00204291
2230868	-0.00272996
2230910	-0.00204225
2230936	-0.0027377
2230965	-0.00223606
2230993	-0.0027277
2231027	-0.0020391
2231059	-0.00273252
2231091	-0.00202946
2231122	-0.00273246
2231153	-0.00208657
2231188	-0.00272711
2231220	-0.00203428
2231251	-0.00272705
2231299	-0.00204297
2231346	-0.00286297
2231391	-0.00201721
2231432	-0.00274347
2231471	-0.00204154
2231511	-0.0028092
2231549	-0.00202833
2231576	-0.00273627
2231618	-0.00205855
2231646	-0.00275435
2231677	-0.00208413
2231718	-0.0027465
2231761	-0.00202816
2231788	-0.0027716
2231816	-0.00204547
2231845	-0.00274329
2231873	-0.00205112
2231900	-0.00274442
2231945	-0.00204416
2231972	-0.00273026
2231999	-0.00202863
2232027	-0.00275596
2232073	-0.00202381
2232101	-0.00275269
2232131	-0.00202358
2232161	-0.00274841
2232190	-0.00201549
2232220	-0.00274103
2232268	-0.00203375
2232297	-0.00286101
2232344	-0.00199681
2232389	-0.00274222
2232438	-0.00201251
2232466	-0.0027496
2232516	-0.00202018
2232544	-0.00273514
2232608	-0.00200698
2232636	-0.0027487
2232665	-0.00202798
2232696	-0.00288534
2232725	-0.00202131
2232751	-0.00276328
2232795	-0.00202048
2232823	-0.00275763
2232850	-0.00204392
2232877	-0.00276203
2232906	-0.00202542
2232933	-0.00275965
2232982	-0.00201346
2233010	-0.00275703
2233039	-0.00202387
2233066	-0.00285072
2233114	-0.00202262
2233142	-0.002775
2233171	-0.0020118
2233200	-0.00276357
2233229	-0.00208627
2233258	-0.00276476
2233304	-0.00204249
2233332	-0.00275501
2233377	-0.00200454
2233420	-0.00276536
2233467	-0.00208705
2233495	-0.00277642
2233544	-0.00201459
2233590	-0.00278814
2233637	-0.00200365
2233666	-0.00276774
2233695	-0.00199806
2233743	-0.00278451
2233771	-0.0019949
2233802	-0.00274573
2233833	-0.00201091
2233865	-0.00277856
2233896	-0.00198509
2233929	-0.00287315
2233959	-0.00199716
2233989	-0.00280307
2234020	-0.00202482
2234048	-0.00278172
2234077	-0.00199812
2234108	-0.00277434
2234153	-0.00200442
2234183	-0.00276774
2234216	-0.00199211
2234245	-0.00277262
2234274	-0.00198432
2234304	-0.00277244
2234355	-0.00198967
2234385	-0.00286993
2234419	-0.00199354
2234469	-0.00276268
2234500	-0.0019911
2234532	-0.0028073
2234579	-0.001988
2234630	-0.00276417
2234681	-0.00198497
2234715	-0.00278416
2234747	-0.00198063
2234779	-0.00278897
2234810	-0.00198699
2234841	-0.00277975
2234873	-0.00199419
2234909	-0.00281021
2234941	-0.00198913
2234973	-0.00278612
2235004	-0.00198063
2235036	-0.00278094
2235070	-0.00198134
2235103	-0.00278077
2235138	-0.00197611
2235173	-0.00279593
2235209	-0.00198884
2235240	-0.00279129
2235280	-0.00195778
2235314	-0.00278915
2235346	-0.00196921
2235377	-0.00280278
2235420	-0.00198384
2235456	-0.00278921
2235492	-0.00198818
2235528	-0.00281098
2235566	-0.00198336
2235601	-0.00281717
2235637	-0.00198622
2235675	-0.00280194
2235734	-0.00197153
2235769	-0.00278707
2235805	-0.00206016
2235842	-0.00280159
2235875	-0.00196118
2235909	-0.00279463
2235945	-0.00194785
2235981	-0.0027954
2236014	-0.00197997
2236048	-0.00278618
2236083	-0.00197051
2236116	-0.00281098
2236150	-0.00195707
2236186	-0.00281063
2236221	-0.00195987
2236255	-0.00280605
2236289	-0.00201608
2236336	-0.00279891
2236371	-0.00200787
2236405	-0.00284673
2236439	-0.00203839
2236470	-0.00280099
2236501	-0.00197343
2236532	-0.00282633
2236563	-0.00195541
2236596	-0.002807
2236628	-0.00196927
2236662	-0.00281205
2236695	-0.00196344
2236728	-0.00280408
2236784	-0.00194743
2236817	-0.0028051
2236852	-0.001945
2236887	-0.00281033
2236920	-0.00195778
