Время (мс)	Сигнал (В)
8523454	-0.00551679
8523554	-0.00551364
8523654	-0.005514
8523754	-0.0055137
8523854	-0.00552232
8523954	-0.00552221
8524054	-0.00551989
8524154	-0.00551382
8524254	-0.00551822
8524354	-0.00552149
8524454	-0.0055162
8524554	-0.00552143
8524654	-0.00552381
8524754	-0.00551614
8524853	-0.00553095
8524953	-0.00551697
8525053	-0.00551429
8525153	-0.00552869
8525253	-0.00551703
8525353	-0.00552982
8525453	-0.00552399
8525553	-0.00552102
8525653	-0.00552643
8525753	-0.00552161
8525853	-0.00552042
8525953	-0.00552911
8526053	-0.00551691
8526153	-0.00552423
8526253	-0.00552476
8526353	-0.0055231
8526453	-0.00552173
8526553	-0.00552351
8526653	-0.00552369
8526753	-0.00551989
8526853	-0.00552542
8526953	-0.00552708
8527053	-0.0055206
8527153	-0.0055272
8527253	-0.00552798
8527353	-0.00552429
8527453	-0.00553273
8527553	-0.00552238
8527654	-0.00553089
8527754	-0.00553856
8527854	-0.00552928
8527954	-0.00553279
8528054	-0.00552363
8528154	-0.00552167
8528254	-0.00553708
8528354	-0.00552857
8528454	-0.00553089
8528554	-0.00553559
8528654	-0.0055303
8528754	-0.00553339
8528854	-0.00553166
8528953	-0.00552708
8529054	-0.00552982
8529153	-0.00553446
8529254	-0.00552792
8529353	-0.00552322
8529453	-0.00553202
8529553	-0.00553351
8529653	-0.00553232
8529753	-0.00553434
8529853	-0.00552798
8529953	-0.00552964
8530053	-0.00553071
8530153	-0.00552054
8530253	-0.00553654
8530353	-0.00552673
8530453	-0.0055253
8530553	-0.00552536
8530653	-0.00553137
8530753	-0.00553184
8530853	-0.00552952
8530953	-0.00552738
8531053	-0.00551768
8531153	-0.00552512
8531253	-0.00553012
8531353	-0.00551917
8531453	-0.00553416
8531553	-0.00553226
8531653	-0.00552018
8531753	-0.00553862
8531853	-0.00552625
8531953	-0.00552732
8532053	-0.00553297
8532154	-0.00552334
8532254	-0.00553238
8532354	-0.00553464
8532454	-0.00552893
8532554	-0.00553095
8532654	-0.00553648
8532754	-0.00552607
8532854	-0.0055297
8532954	-0.00553523
8533054	-0.00552435
8533154	-0.00552869
8533254	-0.00553672
