Время (мс)	Сигнал (В)
8572578	-0.00352296
8572678	-0.00352266
8572778	-0.00352736
8572878	-0.0035414
8572978	-0.00352284
8573078	-0.00352605
8573178	-0.0035279
8573278	-0.0035279
8573378	-0.00353676
8573478	-0.00352445
8573578	-0.0035301
8573678	-0.00353974
8573777	-0.00353111
8573878	-0.00353468
8573978	-0.00353986
8574077	-0.00353444
8574177	-0.00354307
8574278	-0.00353682
8574379	-0.00354134
8574478	-0.00353224
8574578	-0.00354408
8574678	-0.0035414
8574779	-0.0035505
8574878	-0.00354426
8574978	-0.00354408
8575078	-0.00353914
8575178	-0.00354313
8575278	-0.00354497
8575378	-0.00354503
8575478	-0.00353938
8575578	-0.00354241
8575678	-0.00354348
8575778	-0.00354812
8575878	-0.0035436
8575978	-0.00354414
8576078	-0.0035373
8576178	-0.00353884
8576278	-0.00354045
8576378	-0.00355241
8576478	-0.00355157
8576578	-0.00355056
8576678	-0.003553
8576778	-0.00354711
8576878	-0.00354592
8576978	-0.00354372
8577078	-0.0035483
8577178	-0.00354592
8577278	-0.00354878
8577378	-0.00355062
8577478	-0.00355288
8577578	-0.00355776
8577678	-0.00355693
8577778	-0.003558
8577878	-0.00355746
8577978	-0.00355604
8578078	-0.00355324
8578178	-0.00355199
8578278	-0.00355122
8578378	-0.00354908
8578478	-0.00354765
8578578	-0.00355681
8578678	-0.00355223
8578778	-0.00354943
8578878	-0.00356198
8578978	-0.00354301
8579078	-0.00356127
8579178	-0.00355687
8579278	-0.00355764
8579378	-0.00356484
8579478	-0.00355794
8579578	-0.00354134
8579678	-0.00356775
8579778	-0.00356335
8579878	-0.00355312
8579978	-0.00355895
8580078	-0.00355151
8580177	-0.00355657
8580278	-0.00355253
8580378	-0.0035668
8580478	-0.00356805
8580578	-0.00356258
8580678	-0.00354848
8580777	-0.00356912
8580878	-0.00356323
8580978	-0.00355925
8581077	-0.00357019
8581177	-0.00355431
8581277	-0.00357019
8581377	-0.00355788
8581477	-0.00356787
8581578	-0.00355746
8581678	-0.00355449
8581778	-0.00356127
8581878	-0.00356502
8581978	-0.00357114
8582078	-0.00356537
8582178	-0.00355389
8582278	-0.00356359
8582378	-0.00355693
8582478	-0.00356549
8582578	-0.00357114
8582678	-0.00356038
8582778	-0.00356555
8582878	-0.0035696
8582978	-0.00356383
8583078	-0.00356567
8583178	-0.00356775
8583278	-0.00356288
8583378	-0.0035718
8583478	-0.0035696
8583578	-0.00356627
8583678	-0.00357067
8583778	-0.003569
8583878	-0.00356109
8583978	-0.00356133
8584078	-0.00356424
8584178	-0.00356341
8584278	-0.00357079
8584378	-0.0035649
8584478	-0.00356823
8584578	-0.00357168
8584678	-0.00356383
8584778	-0.00356079
8584878	-0.00357317
8584978	-0.00355913
8585078	-0.0035665
8585178	-0.00358245
8585278	-0.00357531
8585378	-0.00356645
8585477	-0.00357281
8585577	-0.00356597
8585677	-0.00357537
8585777	-0.00357061
8585877	-0.00356912
