Время (мс),Сигнал (В) 
835233, -0.00426065
835243, -0.00456587
835253, -0.0042983
835263, -0.00452619
835273, -0.00425999
835283, -0.00451489
835293, -0.0042848
835303, -0.00454439
835313, -0.0042942
835323, -0.00456164
835333, -0.00427695
835343, -0.00456022
835353, -0.00432222
835363, -0.0045736
835373, -0.0042644
835385, -0.0045573
835394, -0.00428426
835410, -0.00454047
835421, -0.00425244
835434, -0.00453892
835448, -0.00427421
835464, -0.00454344
835483, -0.00426743
835501, -0.00452667
835520, -0.00428194
835539, -0.00457051
835559, -0.00432561
835579, -0.00454178
835601, -0.00431585
835622, -0.00457045
835644, -0.00431615
835667, -0.00455813
835699, -0.00428034
835735, -0.00455516
835773, -0.0042942
835814, -0.00451953
835856, -0.00428069
835903, -0.00451358
835953, -0.00430163
836005, -0.00454939
836062, -0.00427362
836119, -0.00456141
836178, -0.00428902
836245, -0.00458907
836307, -0.00429908
836356, -0.00456753
836396, -0.00429563
836425, -0.004541
836446, -0.00428682
836469, -0.00452554
836493, -0.00425868
836514, -0.00454671
836535, -0.00428706
836556, -0.00452221
836576, -0.00427141
836598, -0.00455022
836619, -0.00428831
836640, -0.00454261
836661, -0.00429331
836683, -0.00453809
836704, -0.00431079
836726, -0.00456093
836751, -0.00430157
836774, -0.00456777
836796, -0.00428599
836831, -0.00456105
836866, -0.00428474
836901, -0.00456765
836940, -0.00428682
836979, -0.00453726
837019, -0.00427867
837058, -0.00455587
837100, -0.00426826
837143, -0.00456194
837185, -0.0043268
837226, -0.00457717
837271, -0.00433953
837312, -0.00455355
837356, -0.00427665
837402, -0.00452714
837446, -0.00428884
837491, -0.00459252
837533, -0.0042892
837570, -0.00454993
837606, -0.00428034
837630, -0.00449431
837654, -0.00427005
837677, -0.0045316
837700, -0.00427748
837722, -0.00452988
837746, -0.00427034
837774, -0.00453583
837797, -0.00431121
837819, -0.00454945
837844, -0.00429658
837866, -0.0045714
837899, -0.00429218
837933, -0.00454243
837967, -0.00431228
838001, -0.00456141
838035, -0.00428611
838069, -0.00449615
838102, -0.00426148
838134, -0.00454088
838169, -0.00430413
838204, -0.00453874
838238, -0.00428474
838272, -0.00455397
838308, -0.00430175
838345, -0.00453309
838383, -0.00432031
838420, -0.00455932
838459, -0.00427504
838496, -0.00455534
838535, -0.00428831
838576, -0.00458068
838618, -0.00433685
838655, -0.00454487
838692, -0.00430479
838729, -0.00452542
838762, -0.00423739
838795, -0.00451697
838823, -0.0042851
838845, -0.00457033
838865, -0.0042917
838895, -0.0045325
838925, -0.00427665
838957, -0.00456515
838991, -0.00431894
839023, -0.00457681
839053, -0.00428759
839083, -0.00456432
839113, -0.00430508
839144, -0.00453654
839174, -0.00427766
839205, -0.00453321
839235, -0.00429687
839269, -0.00454344
839303, -0.00426904
839337, -0.00454047
839371, -0.00432614
839405, -0.00454909
839439, -0.00431436
839472, -0.0045639
839508, -0.00430407
839542, -0.00453636
839577, -0.00427314
839612, -0.00454945
839649, -0.00432578
839685, -0.00451965
839722, -0.00428974
839757, -0.00455528
839794, -0.00432144
839833, -0.00453428
839873, -0.00431746
839910, -0.00455457
839946, -0.00428736
839982, -0.00453523
840018, -0.00430437
840054, -0.00455046
840077, -0.00431091
840117, -0.00454802
840141, -0.00428849
840180, -0.00455463
840204, -0.00430758
840243, -0.00453737
840269, -0.00431627
840309, -0.00453886
840332, -0.00429705
840372, -0.00450222
840396, -0.00427445
840434, -0.00454826
840471, -0.00433191
840512, -0.0045363
840535, -0.00429188
840574, -0.00454915
840614, -0.00427897
840639, -0.00454576
840677, -0.00430788
840716, -0.00453749
840760, -0.00429563
840787, -0.00448824
840827, -0.00427189
840864, -0.00454808
840901, -0.00427379
840940, -0.00455766
840979, -0.00426273
841018, -0.00453256
841059, -0.0043199
