Время (мс),Сигнал (В) 
447687, -0.00548027
447697, -0.00614728
447707, -0.00546862
447717, -0.00617834
447727, -0.00546695
447737, -0.00614443
447747, -0.00547486
447757, -0.00614062
447767, -0.00547141
447777, -0.00615341
447787, -0.00548194
447797, -0.00613212
447807, -0.00547326
447817, -0.00613533
447827, -0.00549913
447837, -0.00614978
447848, -0.0054999
447861, -0.00614604
447879, -0.00548646
447897, -0.0061502
447918, -0.00549181
447940, -0.00616394
447966, -0.0054792
447990, -0.00612629
448015, -0.00547926
448041, -0.0061483
448068, -0.00546915
448097, -0.00617512
448129, -0.00547367
448164, -0.00613485
448196, -0.00547873
448242, -0.00613866
448296, -0.00548539
448356, -0.00614586
448417, -0.00548396
448482, -0.00615163
448551, -0.0054779
448626, -0.00615371
448704, -0.00550205
448782, -0.00616745
448839, -0.00548949
448869, -0.0061364
448898, -0.0054726
448928, -0.0061414
448957, -0.00547379
448986, -0.00612986
449015, -0.00548099
449043, -0.00610862
449070, -0.0055033
449097, -0.00613176
449125, -0.00551043
449153, -0.00615918
449183, -0.00550347
449212, -0.00611766
449240, -0.00550847
449269, -0.00614675
449298, -0.00548194
449326, -0.00613789
449355, -0.00550092
449385, -0.00614931
449418, -0.00547712
449448, -0.00612724
449478, -0.00549883
449510, -0.006127
449542, -0.00548521
449587, -0.00613432
449637, -0.0054936
449686, -0.00614021
449745, -0.00550996
449803, -0.0061361
449862, -0.00548265
449922, -0.006143
449970, -0.00548295
450006, -0.00610975
450041, -0.00550698
450074, -0.00612926
450104, -0.00548712
450135, -0.0061107
450166, -0.00547801
450197, -0.00612385
450229, -0.00549503
450261, -0.00612664
450292, -0.00549211
450324, -0.00612117
450359, -0.00550871
450392, -0.00613414
450422, -0.00551258
450454, -0.00612177
450485, -0.00549431
450516, -0.00612676
450551, -0.0054917
450582, -0.00611647
450617, -0.00550115
450651, -0.00611974
450684, -0.00549283
450717, -0.00611873
450754, -0.00547671
450786, -0.0061151
450834, -0.00551376
450885, -0.00612486
450934, -0.00550805
450981, -0.00609964
451032, -0.00552084
451082, -0.00611671
451118, -0.00550591
451151, -0.00611249
451184, -0.00550556
451216, -0.0061179
451250, -0.00550443
451284, -0.00612254
451317, -0.00552209
451350, -0.0061242
451384, -0.00552328
451416, -0.00611826
451448, -0.00550068
451480, -0.0061129
451516, -0.00550341
451548, -0.00610333
451582, -0.00550282
451617, -0.00611332
451649, -0.00549544
451682, -0.00610904
451715, -0.00553048
451749, -0.00610862
451781, -0.00550805
451814, -0.0060922
451847, -0.00550425
451881, -0.00609839
451931, -0.00551281
451981, -0.00608524
452034, -0.0055375
452068, -0.00609315
452122, -0.00551716
452155, -0.00610832
452189, -0.00551043
452222, -0.00611171
452256, -0.00550728
452289, -0.00610636
452321, -0.00551121
452354, -0.00610606
452387, -0.0055146
452420, -0.00611802
452453, -0.00551775
452487, -0.0060988
452520, -0.00549842
452553, -0.00610469
452586, -0.00553887
452620, -0.00612159
452653, -0.00549063
452686, -0.00609922
452718, -0.00550663
452751, -0.00607299
452785, -0.00550794
452817, -0.00609785
452850, -0.00553143
452881, -0.00611374
452932, -0.00551888
452965, -0.00612557
453014, -0.00552649
453063, -0.00610636
453113, -0.00552281
453163, -0.00607864
453195, -0.00552905
453226, -0.00608138
453257, -0.00550187
453290, -0.00608667
453321, -0.00550764
453370, -0.00608417
453402, -0.00551965
453433, -0.0060966
453463, -0.00552322
453494, -0.0061245
453527, -0.00551507
453559, -0.00609048
453592, -0.00553774
453624, -0.00607941
453656, -0.00552233
453686, -0.00609886
453732, -0.00552001
453764, -0.006111
453797, -0.00550913
453828, -0.00608792
453859, -0.00553631
453889, -0.00609524
453923, -0.00552233
453972, -0.00608179
454005, -0.00551781
454054, -0.00608132
454102, -0.00553179
454151, -0.00608013
454200, -0.00554315
454233, -0.00608601
454264, -0.0055284
454296, -0.00607888
454328, -0.00552019
454361, -0.0061019
454410, -0.00554345
454442, -0.00609993
454473, -0.00553869
454505, -0.00606978
454536, -0.005535
454568, -0.00607798
454599, -0.00554143
454631, -0.00608465
454662, -0.00553554
454694, -0.00609625
454725, -0.00552061
454775, -0.00607037
454807, -0.00555683
454838, -0.00606942
454871, -0.00554648
454903, -0.00608542
454935, -0.00554077
454967, -0.0060944
455017, -0.00552382
455050, -0.00608197
455098, -0.00552334
455148, -0.00609054
455200, -0.00554018
455250, -0.00608429
455283, -0.0055369
455317, -0.00608114
455350, -0.00552513
455381, -0.00607727
455416, -0.00553304
455449, -0.00606543
455481, -0.00555802
455513, -0.00608923
455545, -0.00551603
455578, -0.00605312
455612, -0.00555261
455645, -0.0060737
455676, -0.00555713
455707, -0.00607543
455738, -0.00556207
455769, -0.00608453
455820, -0.00554779
455852, -0.00606288
455886, -0.00556332
455918, -0.00607043
455952, -0.00554874
455985, -0.0060486
456016, -0.00555826
456062, -0.00606085
456093, -0.00554256
456140, -0.00606365
456188, -0.00555201
456235, -0.00606603
456282, -0.00557337
456328, -0.00605306
456359, -0.00555314
456389, -0.0060373
456419, -0.00555897
456449, -0.00606603
456496, -0.00554672
456526, -0.00604979
456555, -0.0055632
456586, -0.00605657
456618, -0.00555267
456650, -0.00606335
456682, -0.00556379
456714, -0.0060392
456749, -0.00554743
456781, -0.00605419
456813, -0.00556201
456866, -0.00605663
456899, -0.00556742
456934, -0.00604081
456967, -0.00554386
457001, -0.00606412
457037, -0.00556236
457073, -0.00603099
457106, -0.00555344
457139, -0.00606169
457189, -0.00557295
457222, -0.00605026
