Время (мс),Сигнал (В) 
1079109, -0.0131412
1079119, -0.0125504
1079129, -0.0130714
1079139, -0.0124113
1079149, -0.0129687
1079159, -0.0124651
1079169, -0.0130762
1079179, -0.0124888
1079189, -0.0131217
1079199, -0.0123692
1079209, -0.0130255
1079219, -0.0123763
1079229, -0.0131587
1079239, -0.0124516
1079249, -0.013134
1079259, -0.0124107
1079269, -0.0130255
1079279, -0.0123055
1079290, -0.0131542
1079312, -0.0124951
1079324, -0.0131734
1079337, -0.0123234
1079351, -0.0128954
1079366, -0.0123682
1079381, -0.0130355
1079396, -0.0125388
1079412, -0.013166
1079429, -0.0124057
1079446, -0.013088
1079465, -0.0124043
1079484, -0.0130303
1079504, -0.0124558
1079532, -0.0131237
1079560, -0.0123669
1079594, -0.0130738
1079628, -0.0123913
1079664, -0.013114
1079702, -0.0124863
1079746, -0.0131616
1079793, -0.0124014
1079844, -0.0130358
1079895, -0.0123723
1079946, -0.0129926
1080000, -0.0123625
1080055, -0.0131023
1080115, -0.0124738
1080173, -0.0129986
1080225, -0.0123309
1080271, -0.0130862
1080309, -0.0125951
1080341, -0.0131283
1080362, -0.0124301
1080383, -0.0130213
1080404, -0.0124364
1080425, -0.0131444
1080446, -0.0124551
1080467, -0.0130354
1080490, -0.0123386
1080511, -0.0129205
1080531, -0.0122714
1080552, -0.0130691
1080571, -0.0124457
1080591, -0.0130865
1080610, -0.0124003
1080630, -0.0130458
1080650, -0.0124579
1080677, -0.0130997
1080705, -0.0124841
1080733, -0.01315
1080764, -0.0124637
1080793, -0.013032
1080826, -0.0123843
1080858, -0.0130816
1080891, -0.0125426
1080927, -0.0131518
1080960, -0.0124401
1080994, -0.0130189
1081028, -0.012261
1081066, -0.0130899
1081101, -0.0123595
1081140, -0.0130766
1081176, -0.0123613
1081216, -0.0130717
1081260, -0.0124089
1081304, -0.013139
1081350, -0.0124905
1081391, -0.0132998
1081432, -0.0124945
1081460, -0.0130646
1081487, -0.0124551
1081514, -0.0131267
1081543, -0.0124241
1081573, -0.0130177
1081598, -0.0123667
1081624, -0.0129201
1081650, -0.012257
