Время (мс),Сигнал (В) 
393204, -0.00634924
393214, -0.00623693
393224, -0.00637297
393234, -0.0062546
393244, -0.0063606
393254, -0.00623217
393264, -0.00636726
393274, -0.00624906
393284, -0.00637238
393294, -0.00625031
393304, -0.00637012
393314, -0.00622105
393324, -0.00634412
393334, -0.0062493
393344, -0.00636232
393354, -0.0062267
393364, -0.00637482
393376, -0.00625043
393389, -0.00638891
393406, -0.00624657
393419, -0.00637946
393435, -0.00624068
393450, -0.00635061
393465, -0.00623407
393483, -0.00635513
393500, -0.0062314
393517, -0.00637321
393534, -0.00621789
393553, -0.00634519
393571, -0.00624496
393590, -0.00635406
393615, -0.00624151
393647, -0.00636197
393683, -0.00624401
393719, -0.00638802
393755, -0.00621581
393793, -0.00636905
393838, -0.00622021
393886, -0.00635709
393934, -0.00624984
393984, -0.00637648
394035, -0.00624038
394086, -0.00638207
394139, -0.0062201
394199, -0.00634614
394255, -0.00623312
394307, -0.00636256
394356, -0.0062245
394397, -0.00638606
394435, -0.00622682
394469, -0.00636108
394491, -0.0062123
394513, -0.00635269
394534, -0.00622396
394555, -0.00635501
394575, -0.00624371
394596, -0.00636322
394616, -0.00622515
394637, -0.00638017
394658, -0.00619969
394681, -0.00636714
394708, -0.00624216
394732, -0.00638695
394754, -0.00621355
394789, -0.00636215
394823, -0.00621599
394858, -0.00638856
394892, -0.0062283
394925, -0.00637053
394962, -0.00622717
395000, -0.00636762
395041, -0.00622545
395081, -0.00636851
395120, -0.0062173
395159, -0.00636566
395198, -0.00622694
395238, -0.00636982
395278, -0.00620606
395319, -0.00639837
395362, -0.00619107
395402, -0.00638065
395440, -0.00623318
395477, -0.00639587
395516, -0.00620475
395553, -0.00637505
395593, -0.00620594
395630, -0.00638118
395669, -0.00622271
395693, -0.00638297
395719, -0.00623051
395742, -0.00638808
395765, -0.00619773
395790, -0.00638195
395814, -0.00623461
395853, -0.00638023
395892, -0.00619535
395930, -0.00639106
395955, -0.00622884
395992, -0.00641015
396032, -0.00621492
396069, -0.00639225
396106, -0.0062223
396143, -0.00639076
396182, -0.00621891
396219, -0.00637238
396258, -0.00622408
396296, -0.00639974
396337, -0.00621349
396374, -0.00639867
396412, -0.0062079
396452, -0.00640593
396492, -0.00620713
396531, -0.00639338
396568, -0.00620742
396605, -0.00639974
396643, -0.0061963
396683, -0.00639355
396723, -0.00619951
396751, -0.00640194
396777, -0.00620564
396805, -0.00639629
396832, -0.00623836
396859, -0.00641735
396886, -0.00620433
396927, -0.0063907
396965, -0.00622152
396992, -0.00640242
397032, -0.00621432
397075, -0.00639403
397103, -0.00621849
397144, -0.00642086
397170, -0.00619517
397213, -0.00640926
397254, -0.00618381
397299, -0.00639944
397323, -0.00620154
397364, -0.00640456
397405, -0.00620273
397446, -0.00641021
397487, -0.00618506
397528, -0.00639903
397570, -0.00620986
397597, -0.0064023
397642, -0.00619922
397684, -0.00642056
397711, -0.00620713
397754, -0.00642693
397781, -0.00618779
397807, -0.00641937
397835, -0.00617679
397862, -0.00642276
397887, -0.00619945
397913, -0.00642312
397954, -0.00620493
397996, -0.0064073
398023, -0.00617923
398068, -0.00640301
398112, -0.00619731
398141, -0.0064255
398187, -0.0062032
398215, -0.00641604
398243, -0.0061894
398289, -0.00641675
398334, -0.0061988
398363, -0.00639897
398408, -0.00618678
398437, -0.00641782
398482, -0.00618321
398527, -0.00643246
398573, -0.00620784
398602, -0.00642104
398630, -0.00616584
398676, -0.0064321
398719, -0.00619035
398747, -0.00643549
398789, -0.00617566
398816, -0.00644739
398846, -0.00620011
398870, -0.00644239
398896, -0.00615746
398921, -0.00641539
398946, -0.0061897
398987, -0.00644935
399028, -0.00618185
399055, -0.00642812
399095, -0.00622164
399138, -0.00641919
399178, -0.00618173
399217, -0.00642211
399242, -0.00618583
399284, -0.00644144
399326, -0.0061737
399367, -0.00643686
399393, -0.00615603
399434, -0.00643704
399479, -0.00616323
399521, -0.00642889
399566, -0.00618292
399613, -0.00643722
399641, -0.00617013
399669, -0.00646226
399715, -0.00616192
399758, -0.00642954
399785, -0.00614621
399825, -0.00646321
399851, -0.00615573
399876, -0.00644852
399905, -0.00620231
399932, -0.00646773
399960, -0.00618167
399988, -0.00645387
400021, -0.006169
400062, -0.00645482
400097, -0.00617661
400125, -0.0064741
400167, -0.00615674
400210, -0.00645518
400250, -0.00617096
400281, -0.00644614
400324, -0.00613919
400366, -0.006476
400408, -0.00615365
400436, -0.00646268
400467, -0.00613015
400507, -0.00643389
400549, -0.00615216
400592, -0.0064531
400634, -0.00616269
400675, -0.00647344
400703, -0.00615413
400747, -0.00648028
400791, -0.00614598
400822, -0.00647321
400868, -0.0061731
400898, -0.00646553
400928, -0.00613991
400956, -0.0064763
400986, -0.00615924
401015, -0.00646416
401045, -0.00615413
401074, -0.00647832
401104, -0.00613533
401134, -0.00647499
401164, -0.00612337
401212, -0.00644311
401241, -0.00614265
401287, -0.00648522
401319, -0.00613741
401365, -0.00647178
401411, -0.006122
401440, -0.00647053
401468, -0.00612194
401497, -0.00647029
401545, -0.00613366
401594, -0.00645429
401624, -0.0061226
401671, -0.00644917
401721, -0.00612403
401752, -0.0064829
401782, -0.00614163
401829, -0.0064785
401862, -0.00613461
401910, -0.00648713
401940, -0.00612849
401971, -0.006471
402002, -0.00614818
402033, -0.00647136
402066, -0.00614092
402104, -0.00646512
402149, -0.006132
402189, -0.00648766
402220, -0.00610832
402250, -0.00650271
402278, -0.00612403
402306, -0.00649688
402334, -0.00612028
402362, -0.00649052
402411, -0.00612569
402456, -0.00648046
402486, -0.00611469
402514, -0.00648826
402542, -0.0061289
402590, -0.00649914
402641, -0.00613128
402670, -0.00650182
402718, -0.00611701
402767, -0.00650866
402798, -0.0061267
402827, -0.00651211
402873, -0.00614229
402904, -0.00649986
402949, -0.00611362
402979, -0.00651847
403009, -0.00611546
403039, -0.00650336
403069, -0.00610981
403099, -0.00649855
403148, -0.00613069
403198, -0.00650414
403230, -0.00608941
