Время (мс),Сигнал (В) 
1155687, -0.00975455
1155697, -0.00905203
1155707, -0.00969697
1155717, -0.00895316
1155727, -0.00963427
1155737, -0.00890391
1155747, -0.00966496
1155757, -0.00905327
1155767, -0.00964884
1155777, -0.00891158
1155787, -0.00971713
1155797, -0.00901919
1155807, -0.00974384
1155817, -0.00908004
1155827, -0.00980208
1155837, -0.00907594
1155847, -0.00975378
1155857, -0.0089211
1155869, -0.00975645
1155883, -0.00896839
1155898, -0.00967115
1155916, -0.00883258
1155935, -0.00951548
1155953, -0.00892015
1155972, -0.00972909
1155991, -0.0091619
1156012, -0.00971594
1156032, -0.00893639
1156054, -0.00974789
1156076, -0.00907279
1156099, -0.0097696
1156123, -0.0090152
1156152, -0.00969346
1156185, -0.00890016
1156224, -0.00962005
1156266, -0.00904269
1156309, -0.00970857
1156357, -0.0089929
1156409, -0.00971422
1156465, -0.00889153
1156522, -0.00962523
1156582, -0.00889629
1156645, -0.00968578
1156708, -0.00903168
1156762, -0.00977418
1156808, -0.00888951
1156842, -0.00968192
1156874, -0.00901247
1156896, -0.00972968
1156917, -0.00912829
1156937, -0.00981094
1156960, -0.00909783
1156980, -0.00978304
1157003, -0.00886126
1157024, -0.00958722
1157043, -0.00882901
1157064, -0.0100174
1157085, -0.00884246
1157099, -0.00957175
1157115, -0.00884972
1157131, -0.00967644
1157146, -0.0090089
1157169, -0.00975859
1157191, -0.0090315
1157214, -0.00981284
1157240, -0.00906351
1157266, -0.00974622
1157291, -0.00907427
1157316, -0.00973444
1157342, -0.00897636
1157368, -0.00967412
1157395, -0.00884323
1157422, -0.00962773
1157450, -0.00894245
1157479, -0.00953005
1157507, -0.00883996
1157537, -0.00968031
1157571, -0.00890944
1157605, -0.00969494
1157638, -0.0089948
1157672, -0.00986103
1157706, -0.00903668
1157741, -0.00979006
1157776, -0.00911389
1157813, -0.0098254
1157850, -0.00900527
1157884, -0.00970292
1157919, -0.00887488
1157953, -0.00967633
1157987, -0.00890111
1158020, -0.00967216
1158054, -0.00882693
1158087, -0.00952946
1158115, -0.00881367
1158150, -0.00970845
1158182, -0.0089904
1158213, -0.00984687
1158245, -0.00900842
1158276, -0.00982504
1158307, -0.00900735
1158338, -0.00985496
1158370, -0.00903412
1158400, -0.00984532
1158430, -0.00890087
1158461, -0.00966562
1158492, -0.00883734
1158524, -0.00955521
1158555, -0.00873122
1158586, -0.00964046
1158614, -0.0088929
1158645, -0.00975824
1158673, -0.00884026
1158704, -0.00968239
1158735, -0.00902871
1158765, -0.00990219
1158795, -0.00898594
1158824, -0.00983795
1158854, -0.00896696
1158884, -0.00984235
1158916, -0.0089048
1158947, -0.00976068
1158979, -0.00880927
1159011, -0.00973474
1159043, -0.00880897
1159075, -0.00971743
1159106, -0.00883056
1159140, -0.00970756
1159174, -0.00885025
1159209, -0.00972742
1159243, -0.00891384
1159277, -0.00974682
1159310, -0.00892062
1159343, -0.00984675
1159375, -0.00893847
1159408, -0.00972397
1159441, -0.00888297
1159473, -0.00974218
1159507, -0.00891473
1159541, -0.00975836
1159578, -0.00895007
1159612, -0.00974063
1159652, -0.00878262
1159691, -0.00968822
1159728, -0.00884579
1159764, -0.00973837
1159802, -0.00890052
1159835, -0.0097994
1159876, -0.00890444
1159915, -0.00978542
1159953, -0.00897559
1159977, -0.00989791
1160012, -0.0089697
1160034, -0.00973028
1160069, -0.00882301
1160104, -0.00956556
1160137, -0.00897452
1160168, -0.00974997
1160199, -0.0088145
1160230, -0.00966824
1160261, -0.00881045
1160292, -0.00978286
1160324, -0.00897808
1160355, -0.00987013
1160388, -0.00894709
1160421, -0.00977466
1160459, -0.0088694
1160491, -0.00971392
1160523, -0.00875121
1160558, -0.0098668
1160588, -0.00895477
1160623, -0.00975467
1160654, -0.00878601
1160688, -0.00963427
1160722, -0.00879909
1160756, -0.009758
1160791, -0.00886191
1160827, -0.0097273
1160862, -0.0088904
1160896, -0.00968679
1160930, -0.00883615
1160963, -0.00978251
1160999, -0.00891176
1161036, -0.00980214
1161070, -0.00884121
1161105, -0.00970208
1161140, -0.00885894
1161175, -0.00985639
1161210, -0.00894525
1161244, -0.00975229
1161277, -0.0087358
1161313, -0.00970577
1161348, -0.00881051
