Время (мс),Сигнал (В) 
1104812, -0.011644
1104822, -0.0124921
1104832, -0.0117685
1104842, -0.0124972
1104852, -0.0118019
1104862, -0.0125482
1104872, -0.0117439
1104882, -0.0125144
1104892, -0.0117318
1104902, -0.0124171
1104913, -0.0117055
1104922, -0.0124806
1104932, -0.0117267
1104942, -0.0124174
1104952, -0.0114896
1104962, -0.0122591
1104972, -0.0115941
1104982, -0.0124621
1104992, -0.0116779
1105002, -0.0124886
1105012, -0.0117108
1105024, -0.0125984
1105037, -0.0119064
1105050, -0.012702
1105063, -0.0118052
1105075, -0.0124698
1105095, -0.0117125
1105108, -0.0124531
1105122, -0.0116323
1105143, -0.0123392
1105157, -0.0115522
1105171, -0.0123025
1105189, -0.0114886
1105212, -0.0122733
1105233, -0.0115764
1105255, -0.0124968
1105280, -0.0117991
1105309, -0.0125633
1105337, -0.0117646
1105366, -0.0125344
1105397, -0.0117194
1105430, -0.012556
1105464, -0.0118235
1105500, -0.0125629
1105536, -0.0115976
1105575, -0.0122766
1105615, -0.01157
1105654, -0.0124159
1105696, -0.0116088
1105742, -0.0124376
1105786, -0.0115691
1105836, -0.0123685
1105881, -0.0116122
1105925, -0.0124645
1105963, -0.0117965
1105997, -0.0125817
1106029, -0.0118107
1106057, -0.0125271
1106084, -0.011662
1106115, -0.012501
1106147, -0.0116922
1106179, -0.0125411
1106204, -0.0116147
1106233, -0.0124486
1106265, -0.0115526
1106289, -0.0123393
1106315, -0.0115817
1106337, -0.012402
1106370, -0.0117051
1106393, -0.0123865
1106427, -0.0115976
1106461, -0.0125902
1106493, -0.0118229
1106526, -0.0126222
1106557, -0.0116671
1106587, -0.0124877
1106617, -0.0116978
1106650, -0.0125083
1106684, -0.0116931
1106717, -0.0124727
1106751, -0.0115865
1106785, -0.0122766
1106822, -0.0114971
1106856, -0.0124621
1106887, -0.0117176
1106920, -0.0125387
1106952, -0.0115652
1106985, -0.0123923
1107020, -0.0116547
1107052, -0.0125907
1107086, -0.0116367
1107119, -0.0125912
1107152, -0.0117692
1107185, -0.0125392
1107218, -0.0116614
1107250, -0.0123797
1107283, -0.0116242
1107315, -0.0125477
1107347, -0.011638
1107378, -0.0124153
1107410, -0.0115327
1107441, -0.0124704
1107474, -0.0116778
1107505, -0.0125984
1107537, -0.0116941
1107569, -0.0124214
1107604, -0.0115184
1107638, -0.0124332
1107673, -0.0117475
1107708, -0.0126157
1107743, -0.0116185
1107777, -0.0124652
1107811, -0.0116501
1107846, -0.0124485
1107882, -0.0116435
1107921, -0.0124372
1107954, -0.0116037
1107988, -0.0124087
1108019, -0.0115314
1108057, -0.0123951
1108090, -0.0116752
1108122, -0.0125858
1108155, -0.0116899
1108189, -0.012519
1108223, -0.0116495
1108255, -0.0124143
1108290, -0.0116859
1108322, -0.0126132
1108356, -0.0116706
1108389, -0.0124292
1108423, -0.0114499
1108459, -0.0123149
1108489, -0.011649
1108518, -0.0126013
1108547, -0.0116688
1108577, -0.0124406
1108606, -0.0115656
1108635, -0.0125404
1108668, -0.0117337
1108701, -0.0126843
1108733, -0.0117934
1108763, -0.0125309
1108790, -0.0116195
1108818, -0.0124104
1108847, -0.0115725
1108875, -0.012393
1108904, -0.011557
1108933, -0.0124636
1108963, -0.0115939
1108992, -0.0124972
1109022, -0.0116094
1109052, -0.0126254
1109084, -0.0118033
1109117, -0.0126893
1109147, -0.0116887
1109179, -0.0124191
1109211, -0.0116373
1109243, -0.0125457
1109273, -0.0116931
1109305, -0.0124767
1109335, -0.0115617
1109367, -0.0124153
1109397, -0.0116558
1109428, -0.0124693
1109459, -0.0117144
1109496, -0.0125234
1109533, -0.0115848
1109570, -0.0124711
1109606, -0.0116607
1109643, -0.0126104
1109679, -0.0116857
1109714, -0.0125683
1109750, -0.0116715
1109786, -0.0125846
1109823, -0.0116709
1109857, -0.0124306
1109892, -0.0115438
1109927, -0.0124813
1109961, -0.0115286
1109995, -0.012313
1110025, -0.0115489
1110053, -0.0125762
1110083, -0.0117943
1110115, -0.0126198
1110146, -0.0116393
1110178, -0.0124265
1110214, -0.0117176
1110248, -0.0126604
1110281, -0.0118672
1110310, -0.0126499
1110340, -0.0116047
1110369, -0.0124522
1110397, -0.0115196
1110432, -0.0126008
1110461, -0.0117112
1110492, -0.012456
1110525, -0.0114283
1110557, -0.0124068
1110586, -0.0115907
1110619, -0.0125294
1110648, -0.0116908
1110676, -0.0126207
1110708, -0.0117143
1110739, -0.0124849
1110770, -0.0115479
1110799, -0.012547
1110829, -0.0118323
1110859, -0.0126231
1110889, -0.0116284
1110922, -0.0124765
1110953, -0.0115626
1110985, -0.0125009
1111020, -0.0116669
1111052, -0.0126305
1111086, -0.0115968
1111117, -0.0124454
1111149, -0.0114325
1111180, -0.0124607
1111213, -0.0116393
1111246, -0.0125918
1111280, -0.0115981
1111314, -0.0125208
1111348, -0.011745
1111385, -0.0125969
1111419, -0.0117066
1111453, -0.0125243
1111487, -0.011707
1111521, -0.0125182
1111555, -0.0115979
1111589, -0.0125381
1111623, -0.0116429
1111656, -0.0124629
1111690, -0.0114971
1111724, -0.0124356
1111757, -0.0115564
1111791, -0.0125504
1111825, -0.0117172
1111858, -0.0126559
1111892, -0.0116689
1111922, -0.012577
1111956, -0.0115514
1111986, -0.0125821
1112015, -0.0117478
1112048, -0.0126463
1112083, -0.0116075
1112117, -0.0123833
1112151, -0.0115584
1112181, -0.0125404
1112213, -0.0116923
1112249, -0.0126031
1112286, -0.0116788
1112326, -0.0124526
1112368, -0.0114485
1112409, -0.0125194
1112440, -0.0116609
1112472, -0.0126077
1112505, -0.0116515
1112536, -0.0125094
1112568, -0.0115637
1112598, -0.0126054
1112629, -0.0118131
1112661, -0.0127285
1112692, -0.0117223
1112720, -0.0125369
1112750, -0.0114861
1112781, -0.0124686
1112812, -0.0116044
1112843, -0.0125485
1112874, -0.011603
1112905, -0.0124768
1112938, -0.0115868
1112968, -0.0124929
1112999, -0.0116795
1113030, -0.0127119
1113061, -0.0117249
1113091, -0.0125848
1113121, -0.0115805
1113152, -0.0124929
1113184, -0.0116202
1113215, -0.0125655
1113246, -0.0115335
1113280, -0.0124488
1113313, -0.0115443
1113346, -0.0126579
1113381, -0.0117356
1113414, -0.012637
1113449, -0.0116527
1113484, -0.0125451
1113519, -0.011592
1113555, -0.0125218
1113591, -0.0117264
1113627, -0.0126192
1113662, -0.0116116
1113696, -0.0124021
1113731, -0.0115764
1113766, -0.0124915
1113801, -0.0116515
1113838, -0.0126268
1113877, -0.0117252
1113910, -0.0125787
1113944, -0.0115914
1113977, -0.0125405
1114009, -0.0116993
1114043, -0.0126866
1114076, -0.0116032
1114112, -0.0124489
1114146, -0.0114762
1114182, -0.0124334
1114218, -0.0116766
1114239, -0.0126299
1114273, -0.0116755
1114305, -0.0125136
1114336, -0.0116341
1114368, -0.012462
1114399, -0.0116785
1114429, -0.012578
1114460, -0.0116366
1114490, -0.0124613
1114522, -0.0115423
1114554, -0.0125028
1114588, -0.0116847
1114622, -0.0126639
1114656, -0.0116608
1114693, -0.012675
1114728, -0.0117238
1114764, -0.012521
1114799, -0.0115162
1114835, -0.0125043
1114870, -0.011607
1114906, -0.0124913
1114941, -0.0115159
1114977, -0.0124489
1115013, -0.0116194
