Время (мс),Сигнал (В) 
968343, -0.0144045
968353, -0.0134172
968363, -0.0143885
968373, -0.0134931
968383, -0.0143753
968393, -0.0134903
968403, -0.0145482
968413, -0.0136915
968423, -0.0146165
968433, -0.013718
968443, -0.0146873
968453, -0.0137126
968463, -0.0145681
968473, -0.0136411
968483, -0.0145064
968493, -0.0136886
968503, -0.0144784
968513, -0.0135336
968523, -0.0144312
968533, -0.0134305
968545, -0.014216
968557, -0.0135221
968569, -0.0145372
968582, -0.0136976
968595, -0.0146005
968609, -0.0136323
968624, -0.0146135
968640, -0.0138319
968655, -0.0147328
968671, -0.0136812
968687, -0.0144226
968704, -0.0135164
968723, -0.0143818
968745, -0.0135143
968769, -0.0143445
968795, -0.0136063
968825, -0.0143541
968857, -0.0135557
968889, -0.0144271
968923, -0.0137255
968959, -0.0145102
968996, -0.0137692
969034, -0.0146158
969074, -0.0136789
969114, -0.0145306
969156, -0.01372
969198, -0.0145686
969243, -0.0137301
969288, -0.0144333
969337, -0.013466
969383, -0.0143932
969429, -0.0135671
969471, -0.0145046
969509, -0.0135956
969545, -0.0144491
969575, -0.0136009
969604, -0.0145208
969632, -0.0136642
969658, -0.0146052
969682, -0.0138084
969710, -0.0145703
969730, -0.0136198
969749, -0.0145225
969768, -0.0136754
969797, -0.0145918
969820, -0.0137085
969853, -0.0144281
969883, -0.0134654
969916, -0.0144259
969946, -0.0135452
969976, -0.0144766
970007, -0.0136497
970039, -0.0145412
970071, -0.0136188
970106, -0.0145216
970142, -0.0137875
970176, -0.0147686
970214, -0.0138528
970243, -0.0146344
970274, -0.0137017
970302, -0.0143243
970330, -0.0135479
970359, -0.0143864
970388, -0.0135921
970416, -0.0144741
970445, -0.01354
970475, -0.0144217
970504, -0.0136135
970536, -0.0145739
970567, -0.0137237
970597, -0.0145839
970629, -0.0137265
970660, -0.0146206
970690, -0.0137122
970719, -0.0145515
970749, -0.0137479
970781, -0.0145465
970809, -0.0136138
970837, -0.0143321
970867, -0.0135701
970894, -0.01441
970921, -0.0135519
970955, -0.0145185
970985, -0.0136039
971016, -0.0143805
971046, -0.0136952
971075, -0.0145812
971107, -0.0138403
971136, -0.0146052
971168, -0.0137016
971200, -0.0145207
971229, -0.013789
971265, -0.0146377
971302, -0.0136227
971342, -0.0144056
971380, -0.0134017
971418, -0.0143186
971448, -0.0135042
971476, -0.0143031
971506, -0.0135895
971536, -0.0144914
971565, -0.0136776
971593, -0.0145187
971622, -0.0138078
971650, -0.0147485
971678, -0.0139646
971702, -0.0146673
971726, -0.0137921
971748, -0.0144686
971773, -0.013513
971798, -0.0143317
971823, -0.0136445
971855, -0.0145064
971888, -0.013489
971913, -0.0142307
