Время (мс),Сигнал (В) 
889250, -0.00571679
889260, -0.0049072
889270, -0.00569853
889280, -0.00487971
889290, -0.0056767
889300, -0.00488822
889310, -0.00564648
889320, -0.00488281
889330, -0.00569139
889340, -0.00495235
889350, -0.005661
889360, -0.0049295
889371, -0.00569431
889380, -0.00490999
889390, -0.00571299
889400, -0.00491552
889410, -0.00567789
889432, -0.00489851
889446, -0.00565939
889463, -0.00492004
889481, -0.00572125
889499, -0.00491237
889521, -0.00564422
889543, -0.00488828
889565, -0.00565689
889588, -0.00489607
889613, -0.00565832
889638, -0.00489899
889664, -0.00567367
889691, -0.00495294
889719, -0.00569746
889751, -0.00490862
889790, -0.0056742
889837, -0.00491279
889888, -0.00566486
889942, -0.00493783
890000, -0.00569627
890062, -0.00491588
890127, -0.00571073
890196, -0.0049094
890269, -0.00564493
890343, -0.00487418
890402, -0.00565267
890433, -0.0049132
890461, -0.00568604
890487, -0.00490868
890512, -0.00567819
890539, -0.00490101
890565, -0.00571007
890591, -0.00493242
890617, -0.00567176
890642, -0.00493515
890667, -0.00569008
890692, -0.00491475
890718, -0.00564952
890746, -0.00491885
890773, -0.00567616
890799, -0.00491071
890826, -0.00565927
890852, -0.0048881
890879, -0.00566224
890906, -0.0049317
890934, -0.00566528
890962, -0.00495925
890990, -0.00566272
891019, -0.00490482
891049, -0.00565879
891100, -0.00493004
891147, -0.00570513
891194, -0.00494211
891245, -0.00567735
891298, -0.00492409
891349, -0.00567188
891400, -0.00492022
891455, -0.00566456
891511, -0.00492123
891559, -0.00566034
891590, -0.00490351
891619, -0.00567961
891648, -0.00493789
891679, -0.00573232
891709, -0.00493724
891736, -0.00570192
891762, -0.00491749
891792, -0.00570281
891818, -0.00492004
891845, -0.00566754
891872, -0.00491433
891898, -0.00565915
891926, -0.0048859
891954, -0.00562203
891981, -0.00490797
892007, -0.00570406
892035, -0.00493557
892062, -0.00569776
892089, -0.00493503
892117, -0.00564761
892145, -0.00491053
892193, -0.00567944
892240, -0.0049201
892285, -0.00566355
892331, -0.00490119
892377, -0.00565183
892423, -0.00490476
892468, -0.00564606
892512, -0.00491237
892559, -0.00566748
892612, -0.00489744
892657, -0.00569086
892686, -0.00494241
892713, -0.00568907
892742, -0.00491677
892772, -0.0056745
892802, -0.00494182
892831, -0.00565927
892860, -0.00490024
892893, -0.00568104
892924, -0.00492837
892956, -0.00567462
892985, -0.00491285
893016, -0.00564553
893045, -0.00488703
893075, -0.0056579
893103, -0.00492433
893133, -0.00568074
893163, -0.0049257
893193, -0.00567902
893224, -0.00491362
893254, -0.00567099
893285, -0.0049304
893334, -0.0056924
893365, -0.00491796
893416, -0.00565749
893467, -0.00493486
893518, -0.00565511
893548, -0.0049038
893598, -0.00566486
893648, -0.00490065
893700, -0.00568521
893731, -0.00489554
893762, -0.00567652
893792, -0.00492772
893823, -0.0056908
893854, -0.0049345
893884, -0.00566468
893916, -0.00494259
893946, -0.00568312
893977, -0.00492665
894008, -0.00568991
894038, -0.0049116
894072, -0.00565659
894103, -0.00492046
894134, -0.00567628
894164, -0.00494711
894194, -0.00569847
894227, -0.00490398
894256, -0.00566694
894287, -0.00493682
894316, -0.00567807
894347, -0.0049348
894378, -0.00568146
894409, -0.00492171
894459, -0.00568788
894509, -0.00490862
894558, -0.0056717
894591, -0.00491255
894641, -0.00566581
894692, -0.00495972
894744, -0.00565933
894777, -0.00493277
894807, -0.00566903
894839, -0.00493343
894870, -0.00566135
894900, -0.00492254
894932, -0.0056538
894975, -0.00490446
895019, -0.00568895
895051, -0.00494205
895081, -0.00569716
895112, -0.00495175
895142, -0.00569223
895172, -0.00493908
895203, -0.00567099
895234, -0.00492825
895264, -0.00570168
895293, -0.00492022
895323, -0.00564606
895353, -0.00490047
895382, -0.0056563
895412, -0.00493313
895441, -0.00567486
895472, -0.00489405
895503, -0.00568562
895551, -0.0049179
895596, -0.00570133
895628, -0.00489143
895677, -0.00566213
895726, -0.00493236
895776, -0.00567664
895825, -0.00490791
895857, -0.00569395
895887, -0.00493337
895918, -0.00568277
895948, -0.00492861
895981, -0.0056726
896012, -0.004937
896059, -0.00566909
896090, -0.00495365
896120, -0.00566575
896151, -0.00493301
896180, -0.00567069
896211, -0.00491671
896242, -0.00572322
896274, -0.00492332
896303, -0.00569913
896333, -0.00490868
896362, -0.00568818
896392, -0.00491142
896421, -0.00566439
896451, -0.00491648
896480, -0.00568943
896510, -0.00490505
896541, -0.0056864
896587, -0.00492837
896635, -0.00567551
896665, -0.00490511
896712, -0.00571751
896759, -0.00490452
896809, -0.00568592
896857, -0.00491416
896904, -0.00568747
896935, -0.00491909
896965, -0.00567271
896996, -0.00492831
897028, -0.00568318
897060, -0.00490886
897090, -0.00566802
897140, -0.00490065
897171, -0.00567735
897203, -0.00489042
897233, -0.0056996
897265, -0.00491642
897296, -0.00568622
897327, -0.004927
897359, -0.0057435
897390, -0.00492284
897419, -0.00568182
897448, -0.00490107
897478, -0.00567587
897507, -0.00488721
897536, -0.0056795
897566, -0.00491868
897598, -0.00568646
897626, -0.00492986
897670, -0.00566641
897700, -0.00490499
897748, -0.00570603
897793, -0.00489869
897839, -0.00568652
897885, -0.00491332
897932, -0.00569924
897976, -0.00492671
898005, -0.00570436
898034, -0.00492784
898063, -0.00570305
898091, -0.00490833
898121, -0.00569306
898166, -0.00492605
898212, -0.00570579
898242, -0.00493242
898271, -0.00568092
898300, -0.00491469
898329, -0.00569056
898358, -0.00491999
898403, -0.00569282
898431, -0.00491784
898464, -0.00571388
898494, -0.0049085
898525, -0.00570156
898556, -0.00494021
898588, -0.00571447
898620, -0.00492748
898652, -0.00570222
898684, -0.00491059
898717, -0.00567057
898750, -0.00488947
898782, -0.0056811
898832, -0.00491154
898880, -0.00568384
898934, -0.0049163
898965, -0.00568086
899019, -0.00489161
899049, -0.00569776
899082, -0.00491523
899115, -0.00570442
899147, -0.00488096
899178, -0.00568782
899211, -0.00491987
899264, -0.00569282
899296, -0.00491921
899329, -0.00572066
899360, -0.0048881
899390, -0.00568895
899420, -0.00493123
899451, -0.00570192
899481, -0.00490065
899512, -0.00570852
899542, -0.00488203
899572, -0.00567729
899604, -0.00490958
899635, -0.005704
899666, -0.00491743
899698, -0.00569496
899730, -0.00493301
899763, -0.00570442
899797, -0.00489702
899830, -0.00570799
899881, -0.0049038
