Время (мс),Сигнал (В) 
595109, -0.00417636
595119, -0.00330055
595129, -0.00417041
595139, -0.0033018
595149, -0.00417225
595159, -0.00330347
595169, -0.00417493
595179, -0.00331013
595189, -0.00417743
595199, -0.00330632
595209, -0.00416874
595219, -0.00331495
595229, -0.00416059
595239, -0.00331846
595249, -0.00416565
595259, -0.00331394
595269, -0.00417636
595285, -0.00331465
595301, -0.00416975
595320, -0.00330959
595339, -0.00415762
595361, -0.00331334
595384, -0.00416357
595412, -0.00331304
595438, -0.0041757
595466, -0.00331364
595496, -0.00416553
595526, -0.00331263
595557, -0.0041691
595590, -0.00331745
595622, -0.00415726
595657, -0.00330739
595704, -0.00418534
595756, -0.00330906
595814, -0.00415809
595876, -0.00331441
595943, -0.00415048
596014, -0.00331703
596089, -0.00417011
596169, -0.00331655
596239, -0.00416975
596270, -0.00331501
596300, -0.00416856
596332, -0.00331977
596361, -0.00415887
596390, -0.00332304
596418, -0.00415655
596445, -0.00331465
596473, -0.00417416
596501, -0.0033231
596528, -0.00415518
596560, -0.00333261
596588, -0.00416779
596617, -0.00332173
596646, -0.00414887
596674, -0.00332566
596703, -0.00417511
596735, -0.00333059
596764, -0.0041597
596794, -0.003325
596825, -0.00415738
596856, -0.00332417
596888, -0.0041594
596919, -0.00332393
596952, -0.00416119
596984, -0.0033275
597018, -0.00415578
597051, -0.0033225
597104, -0.00415655
597160, -0.00333083
597224, -0.00416351
597285, -0.00332845
597339, -0.00416975
597372, -0.0033275
597407, -0.00416089
597440, -0.00332952
597474, -0.00415839
597507, -0.00332262
597539, -0.0041487
597571, -0.00332649
597604, -0.00416184
597639, -0.00332952
597672, -0.00415197
597707, -0.0033297
597740, -0.00415143
597772, -0.00332215
597804, -0.00414418
597836, -0.0033344
597867, -0.0041622
597899, -0.0033278
597931, -0.00416131
597962, -0.00332928
597994, -0.0041578
598026, -0.00332815
598060, -0.00414293
598092, -0.00333083
598125, -0.00416607
598157, -0.00333791
598191, -0.00415215
598224, -0.00333809
598279, -0.00414935
598334, -0.00333416
598385, -0.00414281
598419, -0.0033369
598452, -0.00414786
598485, -0.0033338
598518, -0.00416559
598551, -0.00333535
598584, -0.00415
598617, -0.00333547
598650, -0.00415131
598683, -0.00334076
598716, -0.00415583
598752, -0.00334832
598785, -0.00415286
598818, -0.00333559
598854, -0.00415119
598886, -0.00333642
598920, -0.00414798
598953, -0.00333731
598988, -0.00415691
599025, -0.00334511
599059, -0.00415054
599093, -0.00335367
599125, -0.00414667
599160, -0.0033441
599192, -0.00415566
599225, -0.00334523
599257, -0.00415696
599292, -0.00334082
599328, -0.00415108
599384, -0.00334689
599438, -0.00413876
599472, -0.00333244
599508, -0.00413716
599541, -0.00334106
599575, -0.00414852
599612, -0.00334184
599647, -0.00414269
599682, -0.00334267
599716, -0.0041315
599750, -0.00334784
599786, -0.00413924
599821, -0.00334243
599853, -0.00413597
599887, -0.003341
599919, -0.00413329
599953, -0.00335433
599986, -0.00414019
600019, -0.00335058
600053, -0.00413876
600086, -0.00334636
600119, -0.00415476
600152, -0.003351
600185, -0.00414078
600218, -0.00334332
600251, -0.00414013
600283, -0.00334868
600316, -0.00412794
600349, -0.00334189
600382, -0.00413906
600433, -0.00334903
600485, -0.00413311
600520, -0.00335266
600553, -0.00413525
600586, -0.00334481
600619, -0.00413852
600655, -0.00334838
600687, -0.00414269
600720, -0.00334909
600752, -0.00413478
600789, -0.00335897
600821, -0.00413085
600875, -0.00334784
600909, -0.00412865
600944, -0.00335004
600977, -0.00414215
601011, -0.00334862
601044, -0.00413287
601079, -0.00335159
601111, -0.00412098
601143, -0.0033407
601178, -0.0041324
601213, -0.00335558
601249, -0.00414013
601283, -0.00334517
601318, -0.00412347
601350, -0.0033557
601383, -0.00413258
601416, -0.00335302
601452, -0.00412056
601486, -0.00335207
601522, -0.00413323
601557, -0.00335332
601592, -0.00412657
601628, -0.00335278
601662, -0.00412514
601696, -0.00335409
601730, -0.00413662
601764, -0.00335141
601800, -0.00413579
601834, -0.0033598
601868, -0.00412258
601922, -0.00336367
601956, -0.00412478
601989, -0.00335599
602022, -0.00412556
602056, -0.00336503
602093, -0.00413668
602129, -0.00335522
602162, -0.00412425
602198, -0.0033526
602235, -0.00412996
602268, -0.00335992
602304, -0.00412121
602337, -0.00335195
602372, -0.00413549
602409, -0.00336361
602445, -0.00412752
602480, -0.00334505
602515, -0.00412484
602548, -0.00335903
602584, -0.00412353
602618, -0.00335219
602653, -0.00413228
602687, -0.00335617
602723, -0.00411634
602757, -0.0033642
602791, -0.00413353
602827, -0.00335522
602860, -0.00412752
602895, -0.00336176
602930, -0.00413061
602967, -0.00336331
603005, -0.004123
603052, -0.00336587
603087, -0.00412865
603122, -0.00335046
603157, -0.00412252
603193, -0.00336123
603227, -0.00412841
603261, -0.00336057
603296, -0.00412568
603330, -0.00336396
603363, -0.00412514
603397, -0.00336117
603431, -0.00412288
