"Energy (eV)"	"Filtered"
1.16269e+4	2.24536e+8
1.16768e+4	2.23475e+8
1.17267e+4	2.22412e+8
1.17766e+4	2.21351e+8
1.18265e+4	2.20289e+8
1.18764e+4	2.19228e+8
1.19263e+4	2.18167e+8
1.19762e+4	2.17106e+8
1.20261e+4	2.16046e+8
1.20760e+4	2.14986e+8
1.21259e+4	2.13926e+8
1.21758e+4	2.12868e+8
1.22257e+4	2.11810e+8
1.22756e+4	2.10753e+8
1.23255e+4	2.09697e+8
1.23754e+4	2.08643e+8
1.24253e+4	2.07589e+8
1.24752e+4	2.06537e+8
1.25251e+4	2.05486e+8
1.25750e+4	2.04436e+8
1.26249e+4	2.03388e+8
1.26748e+4	2.02342e+8
1.27247e+4	2.01297e+8
1.27746e+4	2.00254e+8
1.28245e+4	1.99213e+8
1.28744e+4	1.98173e+8
1.29243e+4	1.97136e+8
1.29742e+4	1.96101e+8
1.30241e+4	1.95067e+8
1.30740e+4	1.94036e+8
1.31239e+4	1.93007e+8
1.31738e+4	1.91981e+8
1.32237e+4	1.90956e+8
1.32736e+4	1.89934e+8
1.33235e+4	1.88915e+8
1.33734e+4	1.87898e+8
1.34233e+4	1.86883e+8
1.34732e+4	1.85871e+8
1.35231e+4	1.84862e+8
1.35730e+4	1.83855e+8
1.36229e+4	1.82851e+8
1.36728e+4	1.81850e+8
1.37227e+4	1.80852e+8
1.37726e+4	1.79856e+8
1.38225e+4	1.78864e+8
1.38724e+4	1.77874e+8
1.39223e+4	1.76887e+8
1.39722e+4	1.75904e+8
1.40221e+4	1.74923e+8
1.40720e+4	1.73945e+8
1.41219e+4	1.72971e+8
1.41718e+4	1.72000e+8
1.42217e+4	1.71032e+8
1.42716e+4	1.70067e+8
1.43215e+4	1.69105e+8
1.43714e+4	1.68146e+8
1.44213e+4	1.67191e+8
1.44712e+4	1.66239e+8
1.45211e+4	1.65291e+8
1.45710e+4	1.64346e+8
1.46209e+4	1.63404e+8
1.46708e+4	1.62466e+8
1.47207e+4	1.61531e+8
1.47706e+4	1.60599e+8
1.48205e+4	1.59671e+8
1.48704e+4	1.58747e+8
1.49203e+4	1.57826e+8
1.49702e+4	1.56908e+8
1.50201e+4	1.55994e+8
1.50700e+4	1.55084e+8
1.51199e+4	1.54177e+8
1.51698e+4	1.53274e+8
1.52197e+4	1.52374e+8
1.52696e+4	1.51478e+8
1.53195e+4	1.50586e+8
1.53694e+4	1.49697e+8
1.54193e+4	1.48812e+8
1.54692e+4	1.47931e+8
1.55191e+4	1.47053e+8
1.55690e+4	1.46179e+8
1.56189e+4	1.45309e+8
1.56688e+4	1.44442e+8
1.57187e+4	1.43579e+8
1.57686e+4	1.42720e+8
1.58185e+4	1.41864e+8
1.58684e+4	1.41012e+8
1.59183e+4	1.40164e+8
1.59682e+4	1.39320e+8
1.60181e+4	1.38480e+8
1.60680e+4	1.37643e+8
1.61179e+4	1.36810e+8
1.61678e+4	1.35980e+8
1.62177e+4	1.35155e+8
1.62676e+4	1.34333e+8
1.63175e+4	1.33515e+8
1.63674e+4	1.32701e+8
1.64173e+4	1.31890e+8
1.64672e+4	1.31084e+8
1.65171e+4	1.30281e+8
1.65670e+4	1.29482e+8
1.66169e+4	1.28686e+8
1.66668e+4	1.27895e+8
1.67167e+4	1.27107e+8
1.67666e+4	1.26323e+8
1.68165e+4	1.25542e+8
1.68664e+4	1.24766e+8
1.69163e+4	1.23993e+8
1.69662e+4	1.23224e+8
1.70161e+4	1.22459e+8
1.70660e+4	1.21697e+8
1.71159e+4	1.20939e+8
1.71658e+4	1.20185e+8
1.72157e+4	1.19435e+8
1.72656e+4	1.18688e+8
1.73155e+4	1.17946e+8
1.73654e+4	1.17206e+8
1.74153e+4	1.16471e+8
1.74652e+4	1.15739e+8
1.75151e+4	1.15011e+8
1.75650e+4	1.14287e+8
1.76149e+4	1.13566e+8
1.76648e+4	1.12850e+8
1.77147e+4	1.12136e+8
1.77646e+4	1.11427e+8
1.78145e+4	1.10721e+8
1.78644e+4	1.10019e+8
1.79143e+4	1.09320e+8
1.79642e+4	1.08625e+8
1.80141e+4	1.07934e+8
1.80640e+4	1.07247e+8
1.81139e+4	1.06563e+8
1.81638e+4	1.05882e+8
1.82137e+4	1.05205e+8
1.82636e+4	1.04532e+8
1.83135e+4	1.03863e+8
1.83634e+4	1.03197e+8
1.84133e+4	1.02534e+8
1.84632e+4	1.01875e+8
1.85131e+4	1.01220e+8
1.85630e+4	1.00568e+8
1.86129e+4	9.99201e+7
1.86628e+4	9.92753e+7
1.87127e+4	9.86341e+7
1.87626e+4	9.79964e+7
1.88125e+4	9.73622e+7
1.88624e+4	9.67315e+7
1.89123e+4	9.61042e+7
1.89622e+4	9.54804e+7
1.90121e+4	9.48601e+7
1.90620e+4	9.42432e+7
1.91119e+4	9.36297e+7
1.91618e+4	9.30196e+7
1.92117e+4	9.24130e+7
1.92616e+4	9.18097e+7
1.93115e+4	9.12098e+7
1.93614e+4	9.06133e+7
1.94113e+4	9.00202e+7
1.94612e+4	8.94303e+7
1.95111e+4	8.88439e+7
1.95610e+4	8.82607e+7
1.96109e+4	8.76809e+7
1.96608e+4	8.71044e+7
1.97107e+4	8.65311e+7
1.97606e+4	8.59612e+7
1.98105e+4	8.53945e+7
1.98604e+4	8.48310e+7
1.99103e+4	8.42708e+7
1.99602e+4	8.37139e+7
2.00101e+4	8.31601e+7
2.00600e+4	8.26095e+7
2.01099e+4	8.20622e+7
2.01598e+4	8.15180e+7
2.02097e+4	8.09770e+7
2.02596e+4	8.04391e+7
2.03095e+4	7.99044e+7
2.03594e+4	7.93728e+7
2.04093e+4	7.88443e+7
2.04592e+4	7.83189e+7
2.05091e+4	7.77966e+7
2.05590e+4	7.72774e+7
2.06089e+4	7.67612e+7
2.06588e+4	7.62481e+7
2.07087e+4	7.57381e+7
2.07586e+4	7.52310e+7
2.08085e+4	7.47270e+7
2.08584e+4	7.42260e+7
2.09083e+4	7.37279e+7
2.09582e+4	7.32329e+7
2.10081e+4	7.27408e+7
2.10580e+4	7.22516e+7
2.11079e+4	7.17654e+7
2.11578e+4	7.12821e+7
2.12077e+4	7.08017e+7
2.12576e+4	7.03242e+7
2.13075e+4	6.98496e+7
2.13574e+4	6.93779e+7
2.14073e+4	6.89090e+7
2.14572e+4	6.84429e+7
2.15071e+4	6.79797e+7
2.15570e+4	6.75193e+7
2.16069e+4	6.70617e+7
2.16568e+4	6.66069e+7
2.17067e+4	6.61549e+7
2.17566e+4	6.57056e+7
2.18065e+4	6.52591e+7
2.18564e+4	6.48154e+7
2.19063e+4	6.43743e+7
2.19562e+4	6.39360e+7
2.20061e+4	6.35003e+7
2.20560e+4	6.30674e+7
2.21059e+4	6.26371e+7
2.21558e+4	6.22095e+7
2.22057e+4	6.17845e+7
2.22556e+4	6.13622e+7
2.23055e+4	6.09425e+7
2.23554e+4	6.05254e+7
2.24053e+4	6.01109e+7
2.24552e+4	5.96990e+7
2.25051e+4	5.92896e+7
2.25550e+4	5.88828e+7
2.26049e+4	5.84786e+7
2.26548e+4	5.80768e+7
2.27047e+4	5.76776e+7
2.27546e+4	5.72809e+7
2.28045e+4	5.68867e+7
2.28544e+4	5.64950e+7
2.29043e+4	5.61057e+7
2.29542e+4	5.57189e+7
2.30041e+4	5.53346e+7
2.30540e+4	5.49527e+7
2.31039e+4	5.45731e+7
2.31538e+4	5.41960e+7
2.32037e+4	5.38213e+7
2.32536e+4	5.34490e+7
2.33035e+4	5.30790e+7
2.33534e+4	5.27114e+7
2.34033e+4	5.23461e+7
2.34532e+4	5.19831e+7
2.35031e+4	5.16225e+7
2.35530e+4	5.12642e+7
2.36029e+4	5.09081e+7
2.36528e+4	5.05544e+7
2.37027e+4	5.02029e+7
2.37526e+4	4.98536e+7
2.38025e+4	4.95067e+7
2.38524e+4	4.91619e+7
2.39023e+4	4.88194e+7
2.39522e+4	4.84790e+7
2.40021e+4	4.81409e+7
2.40520e+4	4.78049e+7
2.41019e+4	4.74711e+7
2.41518e+4	4.71395e+7
2.42017e+4	4.68100e+7
2.42516e+4	4.64827e+7
2.43015e+4	4.61575e+7
2.43514e+4	4.58343e+7
2.44013e+4	4.55133e+7
2.44512e+4	4.51944e+7
2.45011e+4	4.48776e+7
2.45510e+4	4.45628e+7
2.46009e+4	4.42501e+7
2.46508e+4	4.39394e+7
2.47007e+4	4.36307e+7
2.47506e+4	4.33241e+7
2.48005e+4	4.30194e+7
2.48504e+4	4.27168e+7
2.49003e+4	4.24162e+7
2.49502e+4	4.21175e+7
2.50001e+4	4.18208e+7
2.50500e+4	4.15260e+7
2.50999e+4	4.12332e+7
2.51498e+4	4.09423e+7
2.51997e+4	4.06533e+7
2.52496e+4	4.03662e+7
2.52995e+4	4.00811e+7
2.53494e+4	3.97978e+7
2.53993e+4	3.95164e+7
2.54492e+4	3.92368e+7
2.54991e+4	3.89591e+7
2.55490e+4	3.86832e+7
2.55989e+4	3.84092e+7
2.56488e+4	3.81370e+7
2.56987e+4	3.78666e+7
2.57486e+4	3.75980e+7
2.57985e+4	3.73312e+7
2.58484e+4	3.70661e+7
2.58983e+4	3.68029e+7
2.59482e+4	3.65413e+7
2.59981e+4	3.62816e+7
2.60480e+4	3.60235e+7
2.60979e+4	3.57672e+7
2.61478e+4	3.55126e+7
2.61977e+4	3.52598e+7
2.62476e+4	3.50086e+7
2.62975e+4	3.47590e+7
2.63474e+4	3.45112e+7
2.63973e+4	3.42650e+7
2.64472e+4	3.40205e+7
2.64971e+4	3.37777e+7
2.65470e+4	3.35364e+7
2.65969e+4	3.32968e+7
2.66468e+4	3.30588e+7
2.66967e+4	3.28224e+7
2.67466e+4	3.25876e+7
2.67965e+4	3.23544e+7
2.68464e+4	3.21228e+7
2.68963e+4	3.18927e+7
2.69462e+4	3.16642e+7
2.69961e+4	3.14373e+7
2.70460e+4	3.12118e+7
2.70959e+4	3.09879e+7
2.71458e+4	3.07656e+7
2.71957e+4	3.05447e+7
2.72456e+4	3.03253e+7
2.72955e+4	3.01075e+7
2.73454e+4	2.98911e+7
2.73953e+4	2.96762e+7
2.74452e+4	2.94627e+7
2.74951e+4	2.92507e+7
2.75450e+4	2.90402e+7
2.75949e+4	2.88311e+7
2.76448e+4	2.86234e+7
2.76947e+4	2.84171e+7
2.77446e+4	2.82123e+7
2.77945e+4	2.80088e+7
2.78444e+4	2.78068e+7
2.78943e+4	2.76061e+7
2.79442e+4	2.74068e+7
2.79941e+4	2.72089e+7
2.80440e+4	2.70123e+7
2.80939e+4	2.68171e+7
2.81438e+4	2.66232e+7
2.81937e+4	2.64306e+7
2.82436e+4	2.62394e+7
2.82935e+4	2.60495e+7
2.83434e+4	2.58609e+7
2.83933e+4	2.56736e+7
2.84432e+4	2.54876e+7
2.84931e+4	2.53029e+7
2.85430e+4	2.51195e+7
2.85929e+4	2.49373e+7
2.86428e+4	2.47564e+7
2.86927e+4	2.45767e+7
2.87426e+4	2.43983e+7
2.87925e+4	2.42211e+7
2.88424e+4	2.40451e+7
2.88923e+4	2.38704e+7
2.89422e+4	2.36968e+7
2.89921e+4	2.35245e+7
2.90420e+4	2.33534e+7
2.90919e+4	2.31835e+7
2.91418e+4	2.30147e+7
2.91917e+4	2.28471e+7
2.92416e+4	2.26807e+7
2.92915e+4	2.25154e+7
2.93414e+4	2.23513e+7
2.93913e+4	2.21884e+7
2.94412e+4	2.20265e+7
2.94911e+4	2.18658e+7
2.95410e+4	2.17062e+7
2.95909e+4	2.15478e+7
2.96408e+4	2.13904e+7
2.96907e+4	2.12342e+7
2.97406e+4	2.10790e+7
2.97905e+4	2.09249e+7
2.98404e+4	2.07719e+7
2.98903e+4	2.06200e+7
2.99402e+4	2.04691e+7
2.99901e+4	2.03193e+7
3.00400e+4	2.01706e+7
3.00899e+4	2.00229e+7
3.01398e+4	1.98762e+7
3.01897e+4	1.97305e+7
3.02396e+4	1.95859e+7
3.02895e+4	1.94423e+7
3.03394e+4	1.92997e+7
3.03893e+4	1.91581e+7
3.04392e+4	1.90176e+7
3.04891e+4	1.88780e+7
3.05390e+4	1.87393e+7
3.05889e+4	1.86017e+7
3.06388e+4	1.84650e+7
3.06887e+4	1.83293e+7
3.07386e+4	1.81946e+7
3.07885e+4	1.80608e+7
3.08384e+4	1.79279e+7
3.08883e+4	1.77960e+7
3.09382e+4	1.76651e+7
3.09881e+4	1.75350e+7
3.10380e+4	1.74059e+7
3.10879e+4	1.72777e+7
3.11378e+4	1.71504e+7
3.11877e+4	1.70240e+7
3.12376e+4	1.68985e+7
3.12875e+4	1.67738e+7
3.13374e+4	1.66501e+7
3.13873e+4	1.65273e+7
3.14372e+4	1.64053e+7
3.14871e+4	1.62842e+7
3.15370e+4	1.61639e+7
3.15869e+4	1.60445e+7
3.16368e+4	1.59260e+7
3.16867e+4	1.58083e+7
3.17366e+4	1.56914e+7
3.17865e+4	1.55754e+7
3.18364e+4	1.54602e+7
3.18863e+4	1.53458e+7
3.19362e+4	1.52323e+7
3.19861e+4	1.51195e+7
3.20360e+4	1.50076e+7
3.20859e+4	1.48964e+7
3.21358e+4	1.47861e+7
3.21857e+4	1.46765e+7
3.22356e+4	1.45677e+7
3.22855e+4	1.44597e+7
3.23354e+4	1.43525e+7
3.23853e+4	1.42460e+7
3.24352e+4	1.41403e+7
3.24851e+4	1.40354e+7
3.25350e+4	1.39312e+7
3.25849e+4	1.38277e+7
3.26348e+4	1.37250e+7
3.26847e+4	1.36231e+7
3.27346e+4	1.35219e+7
3.27845e+4	1.34213e+7
3.28344e+4	1.33216e+7
3.28843e+4	1.32225e+7
3.29342e+4	1.31242e+7
3.29841e+4	1.30265e+7
3.30340e+4	1.29296e+7
3.30839e+4	1.28333e+7
3.31338e+4	1.27378e+7
3.31837e+4	1.26429e+7
3.32336e+4	1.25487e+7
3.32835e+4	1.24552e+7
3.33334e+4	1.23624e+7
3.33833e+4	1.22703e+7
3.34332e+4	1.21788e+7
3.34831e+4	1.20879e+7
3.35330e+4	1.19978e+7
3.35829e+4	1.19083e+7
3.36328e+4	1.18194e+7
3.36827e+4	1.17311e+7
3.37326e+4	1.16436e+7
3.37825e+4	1.15566e+7
3.38324e+4	1.14703e+7
3.38823e+4	1.13846e+7
3.39322e+4	1.12995e+7
3.39821e+4	1.12150e+7
3.40320e+4	1.11312e+7
3.40819e+4	1.10479e+7
3.41318e+4	1.09653e+7
3.41817e+4	1.08832e+7
3.42316e+4	1.08018e+7
3.42815e+4	1.07209e+7
3.43314e+4	1.06406e+7
3.43813e+4	1.05610e+7
3.44312e+4	1.04819e+7
3.44811e+4	1.04033e+7
3.45310e+4	1.03254e+7
3.45809e+4	1.02480e+7
3.46308e+4	1.01711e+7
3.46807e+4	1.00949e+7
3.47306e+4	1.00192e+7
3.47805e+4	9.94399e+6
3.48304e+4	9.86937e+6
3.48803e+4	9.79530e+6
3.49302e+4	9.72177e+6
3.49801e+4	9.64877e+6
3.50300e+4	9.57631e+6
3.50799e+4	9.50437e+6
3.51298e+4	9.43296e+6
3.51797e+4	9.36207e+6
3.52296e+4	9.29170e+6
3.52795e+4	9.22185e+6
3.53294e+4	9.15250e+6
3.53793e+4	9.08367e+6
3.54292e+4	9.01533e+6
3.54791e+4	8.94750e+6
3.55290e+4	8.88016e+6
3.55789e+4	8.81331e+6
3.56288e+4	8.74696e+6
3.56787e+4	8.68109e+6
3.57286e+4	8.61570e+6
3.57785e+4	8.55080e+6
3.58284e+4	8.48636e+6
3.58783e+4	8.42240e+6
3.59282e+4	8.35892e+6
3.59781e+4	8.29589e+6
3.60280e+4	8.23333e+6
3.60779e+4	8.17123e+6
3.61278e+4	8.10958e+6
3.61777e+4	8.04839e+6
3.62276e+4	7.98765e+6
3.62775e+4	7.92735e+6
3.63274e+4	7.86750e+6
3.63773e+4	7.80808e+6
3.64272e+4	7.74911e+6
3.64771e+4	7.69057e+6
3.65270e+4	7.63246e+6
3.65769e+4	7.57477e+6
3.66268e+4	7.51752e+6
3.66767e+4	7.46068e+6
3.67266e+4	7.40426e+6
3.67765e+4	7.34826e+6
3.68264e+4	7.29267e+6
3.68763e+4	7.23750e+6
3.69262e+4	7.18272e+6
3.69761e+4	7.12836e+6
3.70260e+4	7.07439e+6
3.70759e+4	7.02083e+6
3.71258e+4	6.96765e+6
3.71757e+4	6.91488e+6
3.72256e+4	6.86249e+6
3.72755e+4	6.81049e+6
3.73254e+4	6.75887e+6
3.73753e+4	6.70763e+6
3.74252e+4	6.65678e+6
3.74751e+4	6.60630e+6
3.75250e+4	6.55619e+6
3.75749e+4	6.50646e+6
3.76248e+4	6.45709e+6
3.76747e+4	6.40809e+6
3.77246e+4	6.35945e+6
3.77745e+4	6.31117e+6
3.78244e+4	6.26326e+6
3.78743e+4	6.21569e+6
3.79242e+4	6.16848e+6
3.79741e+4	6.12162e+6
3.80240e+4	6.07511e+6
3.80739e+4	6.02894e+6
3.81238e+4	5.98311e+6
3.81737e+4	5.93763e+6
3.82236e+4	5.89248e+6
3.82735e+4	5.84767e+6
3.83234e+4	5.80319e+6
3.83733e+4	5.75904e+6
3.84232e+4	5.71522e+6
3.84731e+4	5.67173e+6
3.85230e+4	5.62856e+6
3.85729e+4	5.58571e+6
3.86228e+4	5.54318e+6
3.86727e+4	5.50097e+6
3.87226e+4	5.45907e+6
3.87725e+4	5.41748e+6
3.88224e+4	5.37620e+6
3.88723e+4	5.33523e+6
3.89222e+4	5.29457e+6
3.89721e+4	5.25421e+6
3.90220e+4	5.21415e+6
3.90719e+4	5.17439e+6
3.91218e+4	5.13492e+6
3.91717e+4	5.09575e+6
3.92216e+4	5.05687e+6
3.92715e+4	5.01829e+6
3.93214e+4	4.97999e+6
3.93713e+4	4.94197e+6
3.94212e+4	4.90425e+6
3.94711e+4	4.86680e+6
3.95210e+4	4.82963e+6
3.95709e+4	4.79274e+6
3.96208e+4	4.75613e+6
3.96707e+4	4.71979e+6
3.97206e+4	4.68372e+6
3.97705e+4	4.64792e+6
3.98204e+4	4.61239e+6
3.98703e+4	4.57713e+6
3.99202e+4	4.54213e+6
3.99701e+4	4.50739e+6
4.00200e+4	4.47291e+6
4.00699e+4	4.43869e+6
4.01198e+4	4.40473e+6
4.01697e+4	4.37102e+6
4.02196e+4	4.33757e+6
4.02695e+4	4.30436e+6
4.03194e+4	4.27141e+6
4.03693e+4	4.23870e+6
4.04192e+4	4.20624e+6
4.04691e+4	4.17402e+6
4.05190e+4	4.14204e+6
4.05689e+4	4.11030e+6
4.06188e+4	4.07880e+6
4.06687e+4	4.04754e+6
4.07186e+4	4.01651e+6
4.07685e+4	3.98572e+6
4.08184e+4	3.95516e+6
4.08683e+4	3.92482e+6
4.09182e+4	3.89472e+6
4.09681e+4	3.86484e+6
4.10180e+4	3.83519e+6
4.10679e+4	3.80576e+6
4.11178e+4	3.77655e+6
4.11677e+4	3.74756e+6
4.12176e+4	3.71879e+6
4.12675e+4	3.69023e+6
4.13174e+4	3.66190e+6
4.13673e+4	3.63377e+6
4.14172e+4	3.60586e+6
4.14671e+4	3.57815e+6
4.15170e+4	3.55066e+6
4.15669e+4	3.52337e+6
4.16168e+4	3.49629e+6
4.16667e+4	3.46942e+6
4.17166e+4	3.44274e+6
4.17665e+4	3.41627e+6
4.18164e+4	3.39000e+6
4.18663e+4	3.36392e+6
4.19162e+4	3.33804e+6
4.19661e+4	3.31236e+6
4.20160e+4	3.28687e+6
4.20659e+4	3.26158e+6
4.21158e+4	3.23647e+6
4.21657e+4	3.21156e+6
4.22156e+4	3.18683e+6
4.22655e+4	3.16229e+6
4.23154e+4	3.13794e+6
4.23653e+4	3.11377e+6
4.24152e+4	3.08978e+6
4.24651e+4	3.06597e+6
4.25150e+4	3.04235e+6
4.25649e+4	3.01890e+6
4.26148e+4	2.99563e+6
4.26647e+4	2.97254e+6
4.27146e+4	2.94962e+6
4.27645e+4	2.92688e+6
4.28144e+4	2.90431e+6
4.28643e+4	2.88191e+6
4.29142e+4	2.85967e+6
4.29641e+4	2.83761e+6
4.30140e+4	2.81572e+6
4.30639e+4	2.79399e+6
4.31138e+4	2.77242e+6
4.31637e+4	2.75102e+6
4.32136e+4	2.72978e+6
4.32635e+4	2.70871e+6
4.33134e+4	2.68779e+6
4.33633e+4	2.66703e+6
4.34132e+4	2.64643e+6
4.34631e+4	2.62599e+6
4.35130e+4	2.60570e+6
4.35629e+4	2.58556e+6
