"Energy (eV)"	"Filtered"
4.35629e+4	5.60119e+7
4.36128e+4	5.55685e+7
4.36627e+4	5.51286e+7
4.37126e+4	5.46921e+7
4.37625e+4	5.42590e+7
4.38124e+4	5.38292e+7
4.38623e+4	5.34027e+7
4.39122e+4	5.29796e+7
4.39621e+4	5.25597e+7
4.40120e+4	5.21432e+7
4.40619e+4	5.17298e+7
4.41118e+4	5.13196e+7
4.41617e+4	5.09127e+7
4.42116e+4	5.05089e+7
4.42615e+4	5.01082e+7
4.43114e+4	4.97107e+7
4.43613e+4	4.93162e+7
4.44112e+4	4.89249e+7
4.44611e+4	4.85365e+7
4.45110e+4	4.81512e+7
4.45609e+4	4.77689e+7
4.46108e+4	4.73895e+7
4.46607e+4	4.70131e+7
4.47106e+4	4.66397e+7
4.47605e+4	4.62691e+7
4.48104e+4	4.59015e+7
4.48603e+4	4.55367e+7
4.49102e+4	4.51747e+7
4.49601e+4	4.48156e+7
4.50100e+4	4.44593e+7
4.50599e+4	4.41057e+7
4.51098e+4	4.37550e+7
4.51597e+4	4.34069e+7
4.52096e+4	4.30616e+7
4.52595e+4	4.27189e+7
4.53094e+4	4.23790e+7
4.53593e+4	4.20417e+7
4.54092e+4	4.17070e+7
4.54591e+4	4.13749e+7
4.55090e+4	4.10455e+7
4.55589e+4	4.07186e+7
4.56088e+4	4.03943e+7
4.56587e+4	4.00725e+7
4.57086e+4	3.97532e+7
4.57585e+4	3.94364e+7
4.58084e+4	3.91221e+7
4.58583e+4	3.88103e+7
4.59082e+4	3.85009e+7
4.59581e+4	3.81939e+7
4.60080e+4	3.78894e+7
4.60579e+4	3.75872e+7
4.61078e+4	3.72874e+7
4.61577e+4	3.69899e+7
4.62076e+4	3.66948e+7
4.62575e+4	3.64020e+7
4.63074e+4	3.61115e+7
4.63573e+4	3.58232e+7
4.64072e+4	3.55372e+7
4.64571e+4	3.52535e+7
4.65070e+4	3.49720e+7
4.65569e+4	3.46927e+7
4.66068e+4	3.44156e+7
4.66567e+4	3.41407e+7
4.67066e+4	3.38679e+7
4.67565e+4	3.35973e+7
4.68064e+4	3.33288e+7
4.68563e+4	3.30624e+7
4.69062e+4	3.27981e+7
4.69561e+4	3.25358e+7
4.70060e+4	3.22757e+7
4.70559e+4	3.20176e+7
4.71058e+4	3.17615e+7
4.71557e+4	3.15074e+7
4.72056e+4	3.12554e+7
4.72555e+4	3.10053e+7
4.73054e+4	3.07572e+7
4.73553e+4	3.05110e+7
4.74052e+4	3.02668e+7
4.74551e+4	3.00245e+7
4.75050e+4	2.97841e+7
4.75549e+4	2.95456e+7
4.76048e+4	2.93090e+7
4.76547e+4	2.90743e+7
4.77046e+4	2.88414e+7
4.77545e+4	2.86103e+7
4.78044e+4	2.83811e+7
4.78543e+4	2.81536e+7
4.79042e+4	2.79280e+7
4.79541e+4	2.77041e+7
4.80040e+4	2.74820e+7
4.80539e+4	2.72617e+7
4.81038e+4	2.70431e+7
4.81537e+4	2.68262e+7
4.82036e+4	2.66111e+7
4.82535e+4	2.63976e+7
4.83034e+4	2.61858e+7
4.83533e+4	2.59758e+7
4.84032e+4	2.57673e+7
4.84531e+4	2.55605e+7
4.85030e+4	2.53554e+7
4.85529e+4	2.51518e+7
4.86028e+4	2.49499e+7
4.86527e+4	2.47496e+7
4.87026e+4	2.45508e+7
4.87525e+4	2.43537e+7
4.88024e+4	2.41581e+7
4.88523e+4	2.39640e+7
4.89022e+4	2.37715e+7
4.89521e+4	2.35805e+7
4.90020e+4	2.33910e+7
4.90519e+4	2.32030e+7
4.91018e+4	2.30165e+7
4.91517e+4	2.28315e+7
4.92016e+4	2.26479e+7
4.92515e+4	2.24658e+7
4.93014e+4	2.22852e+7
4.93513e+4	2.21060e+7
4.94012e+4	2.19282e+7
4.94511e+4	2.17518e+7
4.95010e+4	2.15768e+7
4.95509e+4	2.14032e+7
4.96008e+4	2.12310e+7
4.96507e+4	2.10601e+7
4.97006e+4	2.08906e+7
4.97505e+4	2.07224e+7
4.98004e+4	2.05556e+7
4.98503e+4	2.03901e+7
4.99002e+4	2.02259e+7
4.99501e+4	2.00630e+7
5.00000e+4	1.99015e+7
