"Energy (eV)"	"Filtered"
1.81638e+4	1.81405e+9
1.82137e+4	1.80870e+9
1.82636e+4	1.80328e+9
1.83135e+4	1.79778e+9
1.83634e+4	1.79221e+9
1.84133e+4	1.78657e+9
1.84632e+4	1.78085e+9
1.85131e+4	1.77507e+9
1.85630e+4	1.76922e+9
1.86129e+4	1.76331e+9
1.86628e+4	1.75734e+9
1.87127e+4	1.75131e+9
1.87626e+4	1.74521e+9
1.88125e+4	1.73906e+9
1.88624e+4	1.73286e+9
1.89123e+4	1.72660e+9
1.89622e+4	1.72029e+9
1.90121e+4	1.71394e+9
1.90620e+4	1.70753e+9
1.91119e+4	1.70107e+9
1.91618e+4	1.69457e+9
1.92117e+4	1.68803e+9
1.92616e+4	1.68145e+9
1.93115e+4	1.67482e+9
1.93614e+4	1.66816e+9
1.94113e+4	1.66146e+9
1.94612e+4	1.65472e+9
1.95111e+4	1.64795e+9
1.95610e+4	1.64114e+9
1.96109e+4	1.63430e+9
1.96608e+4	1.62743e+9
1.97107e+4	1.62054e+9
1.97606e+4	1.61361e+9
1.98105e+4	1.60666e+9
1.98604e+4	1.59969e+9
1.99103e+4	1.59269e+9
1.99602e+4	1.58566e+9
2.00101e+4	1.57862e+9
2.00600e+4	1.57155e+9
2.01099e+4	1.56447e+9
2.01598e+4	1.55737e+9
2.02097e+4	1.55025e+9
2.02596e+4	1.54311e+9
2.03095e+4	1.53596e+9
2.03594e+4	1.52880e+9
2.04093e+4	1.52162e+9
2.04592e+4	1.51444e+9
2.05091e+4	1.50724e+9
2.05590e+4	1.50003e+9
2.06089e+4	1.49282e+9
2.06588e+4	1.48559e+9
2.07087e+4	1.47836e+9
2.07586e+4	1.47113e+9
2.08085e+4	1.46389e+9
2.08584e+4	1.45664e+9
2.09083e+4	1.44939e+9
2.09582e+4	1.44214e+9
2.10081e+4	1.43489e+9
2.10580e+4	1.42764e+9
2.11079e+4	1.42039e+9
2.11578e+4	1.41313e+9
2.12077e+4	1.40588e+9
2.12576e+4	1.39864e+9
2.13075e+4	1.39139e+9
2.13574e+4	1.38415e+9
2.14073e+4	1.37692e+9
2.14572e+4	1.36969e+9
2.15071e+4	1.36246e+9
2.15570e+4	1.35524e+9
2.16069e+4	1.34803e+9
2.16568e+4	1.34083e+9
2.17067e+4	1.33364e+9
2.17566e+4	1.32645e+9
2.18065e+4	1.31928e+9
2.18564e+4	1.31211e+9
2.19063e+4	1.30496e+9
2.19562e+4	1.29781e+9
2.20061e+4	1.29068e+9
2.20560e+4	1.28356e+9
2.21059e+4	1.27646e+9
2.21558e+4	1.26937e+9
2.22057e+4	1.26229e+9
2.22556e+4	1.25522e+9
2.23055e+4	1.24817e+9
2.23554e+4	1.24114e+9
2.24053e+4	1.23412e+9
2.24552e+4	1.22712e+9
2.25051e+4	1.22014e+9
2.25550e+4	1.21317e+9
2.26049e+4	1.20622e+9
2.26548e+4	1.19928e+9
2.27047e+4	1.19237e+9
2.27546e+4	1.18547e+9
2.28045e+4	1.17860e+9
2.28544e+4	1.17174e+9
2.29043e+4	1.16490e+9
2.29542e+4	1.15808e+9
2.30041e+4	1.15128e+9
2.30540e+4	1.14451e+9
2.31039e+4	1.13775e+9
2.31538e+4	1.13101e+9
2.32037e+4	1.12430e+9
2.32536e+4	1.11761e+9
2.33035e+4	1.11094e+9
2.33534e+4	1.10429e+9
2.34033e+4	1.09766e+9
2.34532e+4	1.09106e+9
2.35031e+4	1.08448e+9
2.35530e+4	1.07792e+9
2.36029e+4	1.07139e+9
2.36528e+4	1.06488e+9
2.37027e+4	1.05840e+9
2.37526e+4	1.05193e+9
2.38025e+4	1.04550e+9
2.38524e+4	1.03908e+9
2.39023e+4	1.03269e+9
2.39522e+4	1.02633e+9
2.40021e+4	1.01999e+9
2.40520e+4	1.01368e+9
2.41019e+4	1.00739e+9
2.41518e+4	1.00113e+9
2.42017e+4	9.94890e+8
2.42516e+4	9.88678e+8
2.43015e+4	9.82492e+8
2.43514e+4	9.76332e+8
2.44013e+4	9.70198e+8
2.44512e+4	9.64090e+8
2.45011e+4	9.58009e+8
2.45510e+4	9.51953e+8
2.46009e+4	9.45925e+8
2.46508e+4	9.39923e+8
2.47007e+4	9.33947e+8
2.47506e+4	9.27998e+8
2.48005e+4	9.22076e+8
2.48504e+4	9.16181e+8
2.49003e+4	9.10313e+8
2.49502e+4	9.04472e+8
2.50001e+4	8.98657e+8
2.50500e+4	8.92870e+8
2.50999e+4	8.87110e+8
2.51498e+4	8.81378e+8
2.51997e+4	8.75672e+8
2.52496e+4	8.69994e+8
2.52995e+4	8.64344e+8
2.53494e+4	8.58720e+8
2.53993e+4	8.53124e+8
2.54492e+4	8.47556e+8
2.54991e+4	8.42014e+8
2.55490e+4	8.36501e+8
2.55989e+4	8.31014e+8
2.56488e+4	8.25556e+8
2.56987e+4	8.20124e+8
2.57486e+4	8.14720e+8
2.57985e+4	8.09344e+8
2.58484e+4	8.03995e+8
2.58983e+4	7.98674e+8
2.59482e+4	7.93380e+8
2.59981e+4	7.88113e+8
2.60480e+4	7.82874e+8
2.60979e+4	7.77663e+8
2.61478e+4	7.72478e+8
2.61977e+4	7.67321e+8
2.62476e+4	7.62192e+8
2.62975e+4	7.57090e+8
2.63474e+4	7.52015e+8
2.63973e+4	7.46967e+8
2.64472e+4	7.41946e+8
2.64971e+4	7.36953e+8
2.65470e+4	7.31987e+8
2.65969e+4	7.27048e+8
2.66468e+4	7.22136e+8
2.66967e+4	7.17251e+8
2.67466e+4	7.12393e+8
2.67965e+4	7.07562e+8
2.68464e+4	7.02757e+8
2.68963e+4	6.97980e+8
2.69462e+4	6.93229e+8
2.69961e+4	6.88505e+8
2.70460e+4	6.83808e+8
2.70959e+4	6.79137e+8
2.71458e+4	6.74493e+8
2.71957e+4	6.69875e+8
2.72456e+4	6.65284e+8
2.72955e+4	6.60718e+8
2.73454e+4	6.56180e+8
2.73953e+4	6.51667e+8
2.74452e+4	6.47180e+8
2.74951e+4	6.42720e+8
2.75450e+4	6.38285e+8
2.75949e+4	6.33876e+8
2.76448e+4	6.29493e+8
2.76947e+4	6.25136e+8
2.77446e+4	6.20805e+8
2.77945e+4	6.16499e+8
2.78444e+4	6.12218e+8
2.78943e+4	6.07963e+8
2.79442e+4	6.03733e+8
2.79941e+4	5.99529e+8
2.80440e+4	5.95350e+8
2.80939e+4	5.91195e+8
2.81438e+4	5.87066e+8
2.81937e+4	5.82962e+8
2.82436e+4	5.78882e+8
2.82935e+4	5.74827e+8
2.83434e+4	5.70797e+8
2.83933e+4	5.66791e+8
2.84432e+4	5.62810e+8
2.84931e+4	5.58853e+8
2.85430e+4	5.54920e+8
2.85929e+4	5.51012e+8
2.86428e+4	5.47127e+8
2.86927e+4	5.43267e+8
2.87426e+4	5.39430e+8
2.87925e+4	5.35617e+8
2.88424e+4	5.31828e+8
2.88923e+4	5.28063e+8
2.89422e+4	5.24321e+8
2.89921e+4	5.20602e+8
2.90420e+4	5.16907e+8
2.90919e+4	5.13235e+8
2.91418e+4	5.09586e+8
2.91917e+4	5.05960e+8
2.92416e+4	5.02356e+8
2.92915e+4	4.98776e+8
2.93414e+4	4.95218e+8
2.93913e+4	4.91683e+8
2.94412e+4	4.88171e+8
2.94911e+4	4.84680e+8
2.95410e+4	4.81212e+8
2.95909e+4	4.77767e+8
2.96408e+4	4.74343e+8
2.96907e+4	4.70941e+8
2.97406e+4	4.67562e+8
2.97905e+4	4.64204e+8
2.98404e+4	4.60867e+8
2.98903e+4	4.57552e+8
2.99402e+4	4.54259e+8
2.99901e+4	4.50987e+8
3.00400e+4	4.47736e+8
3.00899e+4	4.44507e+8
3.01398e+4	4.41298e+8
3.01897e+4	4.38111e+8
3.02396e+4	4.34944e+8
3.02895e+4	4.31798e+8
3.03394e+4	4.28672e+8
3.03893e+4	4.25568e+8
3.04392e+4	4.22483e+8
3.04891e+4	4.19419e+8
3.05390e+4	4.16375e+8
3.05889e+4	4.13351e+8
3.06388e+4	4.10348e+8
3.06887e+4	4.07364e+8
3.07386e+4	4.04400e+8
3.07885e+4	4.01455e+8
3.08384e+4	3.98530e+8
3.08883e+4	3.95625e+8
3.09382e+4	3.92739e+8
3.09881e+4	3.89873e+8
3.10380e+4	3.87025e+8
3.10879e+4	3.84197e+8
3.11378e+4	3.81387e+8
3.11877e+4	3.78597e+8
3.12376e+4	3.75825e+8
3.12875e+4	3.73072e+8
3.13374e+4	3.70337e+8
3.13873e+4	3.67621e+8
3.14372e+4	3.64923e+8
3.14871e+4	3.62244e+8
3.15370e+4	3.59583e+8
3.15869e+4	3.56939e+8
3.16368e+4	3.54314e+8
3.16867e+4	3.51706e+8
3.17366e+4	3.49117e+8
3.17865e+4	3.46545e+8
3.18364e+4	3.43990e+8
3.18863e+4	3.41453e+8
3.19362e+4	3.38933e+8
3.19861e+4	3.36431e+8
3.20360e+4	3.33945e+8
3.20859e+4	3.31477e+8
3.21358e+4	3.29026e+8
3.21857e+4	3.26591e+8
3.22356e+4	3.24173e+8
3.22855e+4	3.21772e+8
3.23354e+4	3.19388e+8
3.23853e+4	3.17020e+8
3.24352e+4	3.14668e+8
3.24851e+4	3.12333e+8
3.25350e+4	3.10014e+8
3.25849e+4	3.07710e+8
3.26348e+4	3.05423e+8
3.26847e+4	3.03152e+8
3.27346e+4	3.00896e+8
3.27845e+4	2.98657e+8
3.28344e+4	2.96432e+8
3.28843e+4	2.94224e+8
3.29342e+4	2.92031e+8
3.29841e+4	2.89853e+8
3.30340e+4	2.87690e+8
3.30839e+4	2.85542e+8
3.31338e+4	2.83410e+8
3.31837e+4	2.81292e+8
3.32336e+4	2.79190e+8
3.32835e+4	2.77102e+8
3.33334e+4	2.75028e+8
3.33833e+4	2.72970e+8
3.34332e+4	2.70926e+8
3.34831e+4	2.68896e+8
3.35330e+4	2.66880e+8
3.35829e+4	2.64879e+8
3.36328e+4	2.62892e+8
3.36827e+4	2.60919e+8
3.37326e+4	2.58960e+8
3.37825e+4	2.57015e+8
3.38324e+4	2.55084e+8
3.38823e+4	2.53166e+8
3.39322e+4	2.51262e+8
3.39821e+4	2.49371e+8
3.40320e+4	2.47494e+8
3.40819e+4	2.45631e+8
3.41318e+4	2.43780e+8
3.41817e+4	2.41943e+8
3.42316e+4	2.40119e+8
3.42815e+4	2.38308e+8
3.43314e+4	2.36510e+8
3.43813e+4	2.34724e+8
3.44312e+4	2.32952e+8
3.44811e+4	2.31192e+8
3.45310e+4	2.29445e+8
3.45809e+4	2.27710e+8
3.46308e+4	2.25988e+8
3.46807e+4	2.24278e+8
3.47306e+4	2.22581e+8
3.47805e+4	2.20895e+8
3.48304e+4	2.19222e+8
3.48803e+4	2.17561e+8
3.49302e+4	2.15912e+8
3.49801e+4	2.14274e+8
3.50300e+4	2.12649e+8
3.50799e+4	2.11035e+8
3.51298e+4	2.09433e+8
3.51797e+4	2.07843e+8
3.52296e+4	2.06264e+8
3.52795e+4	2.04696e+8
3.53294e+4	2.03140e+8
3.53793e+4	2.01595e+8
3.54292e+4	2.00061e+8
3.54791e+4	1.98539e+8
3.55290e+4	1.97027e+8
3.55789e+4	1.95527e+8
3.56288e+4	1.94037e+8
3.56787e+4	1.92558e+8
3.57286e+4	1.91090e+8
3.57785e+4	1.89633e+8
3.58284e+4	1.88186e+8
3.58783e+4	1.86750e+8
3.59282e+4	1.85325e+8
3.59781e+4	1.83909e+8
3.60280e+4	1.82505e+8
3.60779e+4	1.81110e+8
3.61278e+4	1.79726e+8
3.61777e+4	1.78351e+8
3.62276e+4	1.76987e+8
3.62775e+4	1.75633e+8
3.63274e+4	1.74289e+8
3.63773e+4	1.72954e+8
3.64272e+4	1.71630e+8
3.64771e+4	1.70315e+8
3.65270e+4	1.69010e+8
3.65769e+4	1.67714e+8
3.66268e+4	1.66428e+8
3.66767e+4	1.65152e+8
3.67266e+4	1.63884e+8
3.67765e+4	1.62627e+8
3.68264e+4	1.61378e+8
3.68763e+4	1.60139e+8
3.69262e+4	1.58908e+8
3.69761e+4	1.57687e+8
3.70260e+4	1.56475e+8
3.70759e+4	1.55272e+8
3.71258e+4	1.54078e+8
3.71757e+4	1.52892e+8
3.72256e+4	1.51716e+8
3.72755e+4	1.50548e+8
3.73254e+4	1.49389e+8
3.73753e+4	1.48238e+8
3.74252e+4	1.47096e+8
3.74751e+4	1.45962e+8
3.75250e+4	1.44837e+8
3.75749e+4	1.43720e+8
3.76248e+4	1.42612e+8
3.76747e+4	1.41511e+8
3.77246e+4	1.40419e+8
3.77745e+4	1.39335e+8
3.78244e+4	1.38259e+8
3.78743e+4	1.37191e+8
3.79242e+4	1.36132e+8
3.79741e+4	1.35079e+8
3.80240e+4	1.34035e+8
3.80739e+4	1.32999e+8
3.81238e+4	1.31970e+8
3.81737e+4	1.30949e+8
3.82236e+4	1.29936e+8
3.82735e+4	1.28930e+8
3.83234e+4	1.27932e+8
3.83733e+4	1.26941e+8
3.84232e+4	1.25958e+8
3.84731e+4	1.24982e+8
3.85230e+4	1.24013e+8
3.85729e+4	1.23052e+8
3.86228e+4	1.22098e+8
3.86727e+4	1.21151e+8
3.87226e+4	1.20211e+8
3.87725e+4	1.19278e+8
3.88224e+4	1.18352e+8
3.88723e+4	1.17433e+8
3.89222e+4	1.16521e+8
3.89721e+4	1.15616e+8
3.90220e+4	1.14718e+8
3.90719e+4	1.13826e+8
3.91218e+4	1.12941e+8
3.91717e+4	1.12063e+8
3.92216e+4	1.11191e+8
3.92715e+4	1.10326e+8
3.93214e+4	1.09468e+8
3.93713e+4	1.08616e+8
3.94212e+4	1.07770e+8
3.94711e+4	1.06931e+8
3.95210e+4	1.06098e+8
3.95709e+4	1.05272e+8
3.96208e+4	1.04452e+8
3.96707e+4	1.03638e+8
3.97206e+4	1.02830e+8
3.97705e+4	1.02028e+8
3.98204e+4	1.01232e+8
3.98703e+4	1.00442e+8
3.99202e+4	9.96586e+7
3.99701e+4	9.88808e+7
4.00200e+4	9.81090e+7
4.00699e+4	9.73429e+7
4.01198e+4	9.65827e+7
4.01697e+4	9.58282e+7
4.02196e+4	9.50795e+7
4.02695e+4	9.43365e+7
4.03194e+4	9.35991e+7
4.03693e+4	9.28673e+7
4.04192e+4	9.21411e+7
4.04691e+4	9.14204e+7
4.05190e+4	9.07052e+7
4.05689e+4	8.99954e+7
4.06188e+4	8.92910e+7
4.06687e+4	8.85920e+7
4.07186e+4	8.78984e+7
4.07685e+4	8.72100e+7
4.08184e+4	8.65268e+7
4.08683e+4	8.58489e+7
4.09182e+4	8.51762e+7
4.09681e+4	8.45085e+7
4.10180e+4	8.38460e+7
4.10679e+4	8.31885e+7
4.11178e+4	8.25361e+7
4.11677e+4	8.18886e+7
4.12176e+4	8.12461e+7
4.12675e+4	8.06085e+7
4.13174e+4	7.99758e+7
4.13673e+4	7.93479e+7
4.14172e+4	7.87249e+7
4.14671e+4	7.81066e+7
4.15170e+4	7.74930e+7
4.15669e+4	7.68841e+7
4.16168e+4	7.62799e+7
4.16667e+4	7.56804e+7
4.17166e+4	7.50854e+7
4.17665e+4	7.44950e+7
4.18164e+4	7.39091e+7
4.18663e+4	7.33277e+7
4.19162e+4	7.27508e+7
4.19661e+4	7.21783e+7
4.20160e+4	7.16102e+7
4.20659e+4	7.10465e+7
4.21158e+4	7.04871e+7
4.21657e+4	6.99320e+7
4.22156e+4	6.93811e+7
4.22655e+4	6.88346e+7
4.23154e+4	6.82922e+7
4.23653e+4	6.77540e+7
4.24152e+4	6.72199e+7
4.24651e+4	6.66899e+7
4.25150e+4	6.61641e+7
4.25649e+4	6.56423e+7
4.26148e+4	6.51245e+7
4.26647e+4	6.46107e+7
4.27146e+4	6.41008e+7
4.27645e+4	6.35949e+7
4.28144e+4	6.30929e+7
4.28643e+4	6.25948e+7
4.29142e+4	6.21005e+7
4.29641e+4	6.16100e+7
4.30140e+4	6.11233e+7
4.30639e+4	6.06404e+7
4.31138e+4	6.01612e+7
4.31637e+4	5.96857e+7
4.32136e+4	5.92139e+7
4.32635e+4	5.87458e+7
4.33134e+4	5.82812e+7
4.33633e+4	5.78203e+7
4.34132e+4	5.73629e+7
4.34631e+4	5.69091e+7
4.35130e+4	5.64587e+7
