     Energy       F.Density    GA.Brill.            PL            PC          PL45
         eV  ph/s/mr^2/0.1%  F.Dens/mm^2             -             -             -
1.48205e+04       1.731e+11    2.131e+11  9.561319e-01  0.000000e+00  0.000000e+00
1.48704e+04       1.721e+11    2.118e+11  9.561423e-01  0.000000e+00  0.000000e+00
1.49203e+04       1.710e+11    2.106e+11  9.561529e-01  0.000000e+00  0.000000e+00
1.49702e+04       1.700e+11    2.093e+11  9.561635e-01  0.000000e+00  0.000000e+00
1.50201e+04       1.690e+11    2.081e+11  9.561743e-01  0.000000e+00  0.000000e+00
1.50700e+04       1.680e+11    2.069e+11  9.561851e-01  0.000000e+00  0.000000e+00
1.51199e+04       1.671e+11    2.057e+11  9.561960e-01  0.000000e+00  0.000000e+00
1.51698e+04       1.661e+11    2.045e+11  9.562070e-01  0.000000e+00  0.000000e+00
1.52197e+04       1.651e+11    2.032e+11  9.562181e-01  0.000000e+00  0.000000e+00
1.52696e+04       1.641e+11    2.020e+11  9.562293e-01  0.000000e+00  0.000000e+00
1.53195e+04       1.631e+11    2.008e+11  9.562405e-01  0.000000e+00  0.000000e+00
1.53694e+04       1.622e+11    1.997e+11  9.562519e-01  0.000000e+00  0.000000e+00
1.54193e+04       1.612e+11    1.985e+11  9.562633e-01  0.000000e+00  0.000000e+00
1.54692e+04       1.602e+11    1.973e+11  9.562748e-01  0.000000e+00  0.000000e+00
1.55191e+04       1.593e+11    1.961e+11  9.562864e-01  0.000000e+00  0.000000e+00
1.55690e+04       1.583e+11    1.949e+11  9.562981e-01  0.000000e+00  0.000000e+00
1.56189e+04       1.574e+11    1.938e+11  9.563098e-01  0.000000e+00  0.000000e+00
1.56688e+04       1.564e+11    1.926e+11  9.563216e-01  0.000000e+00  0.000000e+00
1.57187e+04       1.555e+11    1.915e+11  9.563336e-01  0.000000e+00  0.000000e+00
1.57686e+04       1.546e+11    1.903e+11  9.563455e-01  0.000000e+00  0.000000e+00
1.58185e+04       1.536e+11    1.892e+11  9.563576e-01  0.000000e+00  0.000000e+00
1.58684e+04       1.527e+11    1.880e+11  9.563697e-01  0.000000e+00  0.000000e+00
1.59183e+04       1.518e+11    1.869e+11  9.563819e-01  0.000000e+00  0.000000e+00
1.59682e+04       1.509e+11    1.858e+11  9.563942e-01  0.000000e+00  0.000000e+00
1.60181e+04       1.500e+11    1.846e+11  9.564066e-01  0.000000e+00  0.000000e+00
1.60680e+04       1.491e+11    1.835e+11  9.564190e-01  0.000000e+00  0.000000e+00
1.61179e+04       1.482e+11    1.824e+11  9.564315e-01  0.000000e+00  0.000000e+00
1.61678e+04       1.473e+11    1.813e+11  9.564441e-01  0.000000e+00  0.000000e+00
1.62177e+04       1.464e+11    1.802e+11  9.564567e-01  0.000000e+00  0.000000e+00
1.62676e+04       1.455e+11    1.791e+11  9.564694e-01  0.000000e+00  0.000000e+00
1.63175e+04       1.446e+11    1.780e+11  9.564822e-01  0.000000e+00  0.000000e+00
1.63674e+04       1.437e+11    1.769e+11  9.564950e-01  0.000000e+00  0.000000e+00
1.64173e+04       1.428e+11    1.758e+11  9.565080e-01  0.000000e+00  0.000000e+00
1.64672e+04       1.420e+11    1.748e+11  9.565209e-01  0.000000e+00  0.000000e+00
1.65171e+04       1.411e+11    1.737e+11  9.565340e-01  0.000000e+00  0.000000e+00
1.65670e+04       1.402e+11    1.726e+11  9.565471e-01  0.000000e+00  0.000000e+00
1.66169e+04       1.394e+11    1.716e+11  9.565602e-01  0.000000e+00  0.000000e+00
1.66668e+04       1.385e+11    1.705e+11  9.565735e-01  0.000000e+00  0.000000e+00
1.67167e+04       1.376e+11    1.695e+11  9.565868e-01  0.000000e+00  0.000000e+00
1.67666e+04       1.368e+11    1.684e+11  9.566001e-01  0.000000e+00  0.000000e+00
1.68165e+04       1.360e+11    1.674e+11  9.566135e-01  0.000000e+00  0.000000e+00
1.68664e+04       1.351e+11    1.663e+11  9.566270e-01  0.000000e+00  0.000000e+00
1.69163e+04       1.343e+11    1.653e+11  9.566405e-01  0.000000e+00  0.000000e+00
1.69662e+04       1.334e+11    1.643e+11  9.566541e-01  0.000000e+00  0.000000e+00
1.70161e+04       1.326e+11    1.633e+11  9.566678e-01  0.000000e+00  0.000000e+00
1.70660e+04       1.318e+11    1.623e+11  9.566815e-01  0.000000e+00  0.000000e+00
1.71159e+04       1.310e+11    1.613e+11  9.566953e-01  0.000000e+00  0.000000e+00
1.71658e+04       1.302e+11    1.603e+11  9.567091e-01  0.000000e+00  0.000000e+00
1.72157e+04       1.294e+11    1.593e+11  9.567230e-01  0.000000e+00  0.000000e+00
1.72656e+04       1.285e+11    1.583e+11  9.567369e-01  0.000000e+00  0.000000e+00
1.73155e+04       1.277e+11    1.573e+11  9.567509e-01  0.000000e+00  0.000000e+00
1.73654e+04       1.269e+11    1.563e+11  9.567649e-01  0.000000e+00  0.000000e+00
1.74153e+04       1.262e+11    1.553e+11  9.567790e-01  0.000000e+00  0.000000e+00
1.74652e+04       1.254e+11    1.543e+11  9.567931e-01  0.000000e+00  0.000000e+00
1.75151e+04       1.246e+11    1.534e+11  9.568073e-01  0.000000e+00  0.000000e+00
1.75650e+04       1.238e+11    1.524e+11  9.568216e-01  0.000000e+00  0.000000e+00
1.76149e+04       1.230e+11    1.515e+11  9.568359e-01  0.000000e+00  0.000000e+00
1.76648e+04       1.222e+11    1.505e+11  9.568502e-01  0.000000e+00  0.000000e+00
1.77147e+04       1.215e+11    1.496e+11  9.568646e-01  0.000000e+00  0.000000e+00
1.77646e+04       1.207e+11    1.486e+11  9.568791e-01  0.000000e+00  0.000000e+00
1.78145e+04       1.199e+11    1.477e+11  9.568935e-01  0.000000e+00  0.000000e+00
1.78644e+04       1.192e+11    1.467e+11  9.569081e-01  0.000000e+00  0.000000e+00
1.79143e+04       1.184e+11    1.458e+11  9.569227e-01  0.000000e+00  0.000000e+00
1.79642e+04       1.177e+11    1.449e+11  9.569373e-01  0.000000e+00  0.000000e+00
1.80141e+04       1.169e+11    1.440e+11  9.569520e-01  0.000000e+00  0.000000e+00
1.80640e+04       1.162e+11    1.431e+11  9.569667e-01  0.000000e+00  0.000000e+00
1.81139e+04       1.155e+11    1.422e+11  9.569815e-01  0.000000e+00  0.000000e+00
1.81638e+04       1.147e+11    1.412e+11  9.569963e-01  0.000000e+00  0.000000e+00
1.82137e+04       1.140e+11    1.404e+11  9.570111e-01  0.000000e+00  0.000000e+00
1.82636e+04       1.133e+11    1.395e+11  9.570260e-01  0.000000e+00  0.000000e+00
1.83135e+04       1.126e+11    1.386e+11  9.570410e-01  0.000000e+00  0.000000e+00
1.83634e+04       1.118e+11    1.377e+11  9.570560e-01  0.000000e+00  0.000000e+00
1.84133e+04       1.111e+11    1.368e+11  9.570710e-01  0.000000e+00  0.000000e+00
1.84632e+04       1.104e+11    1.359e+11  9.570861e-01  0.000000e+00  0.000000e+00
1.85131e+04       1.097e+11    1.351e+11  9.571012e-01  0.000000e+00  0.000000e+00
1.85630e+04       1.090e+11    1.342e+11  9.571163e-01  0.000000e+00  0.000000e+00
1.86129e+04       1.083e+11    1.333e+11  9.571315e-01  0.000000e+00  0.000000e+00
1.86628e+04       1.076e+11    1.325e+11  9.571468e-01  0.000000e+00  0.000000e+00
1.87127e+04       1.069e+11    1.316e+11  9.571620e-01  0.000000e+00  0.000000e+00
1.87626e+04       1.062e+11    1.308e+11  9.571773e-01  0.000000e+00  0.000000e+00
1.88125e+04       1.055e+11    1.299e+11  9.571927e-01  0.000000e+00  0.000000e+00
1.88624e+04       1.049e+11    1.291e+11  9.572081e-01  0.000000e+00  0.000000e+00
1.89123e+04       1.042e+11    1.283e+11  9.572235e-01  0.000000e+00  0.000000e+00
1.89622e+04       1.035e+11    1.274e+11  9.572389e-01  0.000000e+00  0.000000e+00
1.90121e+04       1.029e+11    1.266e+11  9.572544e-01  0.000000e+00  0.000000e+00
1.90620e+04       1.022e+11    1.258e+11  9.572700e-01  0.000000e+00  0.000000e+00
1.91119e+04       1.015e+11    1.250e+11  9.572855e-01  0.000000e+00  0.000000e+00
1.91618e+04       1.009e+11    1.242e+11  9.573011e-01  0.000000e+00  0.000000e+00
1.92117e+04       1.002e+11    1.234e+11  9.573167e-01  0.000000e+00  0.000000e+00
1.92616e+04       9.957e+10    1.226e+11  9.573324e-01  0.000000e+00  0.000000e+00
1.93115e+04       9.892e+10    1.218e+11  9.573481e-01  0.000000e+00  0.000000e+00
1.93614e+04       9.828e+10    1.210e+11  9.573638e-01  0.000000e+00  0.000000e+00
1.94113e+04       9.764e+10    1.202e+11  9.573796e-01  0.000000e+00  0.000000e+00
1.94612e+04       9.700e+10    1.194e+11  9.573954e-01  0.000000e+00  0.000000e+00
1.95111e+04       9.637e+10    1.187e+11  9.574112e-01  0.000000e+00  0.000000e+00
1.95610e+04       9.575e+10    1.179e+11  9.574271e-01  0.000000e+00  0.000000e+00
1.96109e+04       9.512e+10    1.171e+11  9.574430e-01  0.000000e+00  0.000000e+00
1.96608e+04       9.450e+10    1.163e+11  9.574589e-01  0.000000e+00  0.000000e+00
1.97107e+04       9.388e+10    1.156e+11  9.574749e-01  0.000000e+00  0.000000e+00
1.97606e+04       9.327e+10    1.148e+11  9.574909e-01  0.000000e+00  0.000000e+00
1.98105e+04       9.266e+10    1.141e+11  9.575069e-01  0.000000e+00  0.000000e+00
1.98604e+04       9.205e+10    1.133e+11  9.575229e-01  0.000000e+00  0.000000e+00
1.99103e+04       9.145e+10    1.126e+11  9.575390e-01  0.000000e+00  0.000000e+00
1.99602e+04       9.085e+10    1.118e+11  9.575551e-01  0.000000e+00  0.000000e+00
2.00101e+04       9.025e+10    1.111e+11  9.575712e-01  0.000000e+00  0.000000e+00
2.00600e+04       8.966e+10    1.104e+11  9.575874e-01  0.000000e+00  0.000000e+00
2.01099e+04       8.907e+10    1.097e+11  9.576036e-01  0.000000e+00  0.000000e+00
2.01598e+04       8.848e+10    1.089e+11  9.576198e-01  0.000000e+00  0.000000e+00
2.02097e+04       8.790e+10    1.082e+11  9.576360e-01  0.000000e+00  0.000000e+00
2.02596e+04       8.732e+10    1.075e+11  9.576523e-01  0.000000e+00  0.000000e+00
2.03095e+04       8.675e+10    1.068e+11  9.576686e-01  0.000000e+00  0.000000e+00
2.03594e+04       8.617e+10    1.061e+11  9.576849e-01  0.000000e+00  0.000000e+00
2.04093e+04       8.561e+10    1.054e+11  9.577013e-01  0.000000e+00  0.000000e+00
2.04592e+04       8.504e+10    1.047e+11  9.577176e-01  0.000000e+00  0.000000e+00
2.05091e+04       8.448e+10    1.040e+11  9.577340e-01  0.000000e+00  0.000000e+00
2.05590e+04       8.392e+10    1.033e+11  9.577504e-01  0.000000e+00  0.000000e+00
2.06089e+04       8.336e+10    1.026e+11  9.577669e-01  0.000000e+00  0.000000e+00
2.06588e+04       8.281e+10    1.020e+11  9.577834e-01  0.000000e+00  0.000000e+00
2.07087e+04       8.226e+10    1.013e+11  9.577998e-01  0.000000e+00  0.000000e+00
2.07586e+04       8.171e+10    1.006e+11  9.578164e-01  0.000000e+00  0.000000e+00
2.08085e+04       8.117e+10    9.993e+10  9.578329e-01  0.000000e+00  0.000000e+00
2.08584e+04       8.063e+10    9.927e+10  9.578495e-01  0.000000e+00  0.000000e+00
2.09083e+04       8.009e+10    9.861e+10  9.578660e-01  0.000000e+00  0.000000e+00
2.09582e+04       7.956e+10    9.795e+10  9.578826e-01  0.000000e+00  0.000000e+00
2.10081e+04       7.903e+10    9.730e+10  9.578993e-01  0.000000e+00  0.000000e+00
2.10580e+04       7.850e+10    9.665e+10  9.579159e-01  0.000000e+00  0.000000e+00
2.11079e+04       7.798e+10    9.601e+10  9.579326e-01  0.000000e+00  0.000000e+00
2.11578e+04       7.746e+10    9.537e+10  9.579493e-01  0.000000e+00  0.000000e+00
2.12077e+04       7.694e+10    9.473e+10  9.579660e-01  0.000000e+00  0.000000e+00
2.12576e+04       7.643e+10    9.409e+10  9.579827e-01  0.000000e+00  0.000000e+00
2.13075e+04       7.592e+10    9.347e+10  9.579994e-01  0.000000e+00  0.000000e+00
2.13574e+04       7.541e+10    9.284e+10  9.580162e-01  0.000000e+00  0.000000e+00
2.14073e+04       7.490e+10    9.222e+10  9.580330e-01  0.000000e+00  0.000000e+00
2.14572e+04       7.440e+10    9.160e+10  9.580498e-01  0.000000e+00  0.000000e+00
2.15071e+04       7.390e+10    9.099e+10  9.580666e-01  0.000000e+00  0.000000e+00
2.15570e+04       7.341e+10    9.037e+10  9.580835e-01  0.000000e+00  0.000000e+00
2.16069e+04       7.291e+10    8.977e+10  9.581003e-01  0.000000e+00  0.000000e+00
2.16568e+04       7.242e+10    8.916e+10  9.581172e-01  0.000000e+00  0.000000e+00
2.17067e+04       7.194e+10    8.856e+10  9.581341e-01  0.000000e+00  0.000000e+00
2.17566e+04       7.145e+10    8.797e+10  9.581510e-01  0.000000e+00  0.000000e+00
2.18065e+04       7.097e+10    8.738e+10  9.581680e-01  0.000000e+00  0.000000e+00
2.18564e+04       7.049e+10    8.679e+10  9.581849e-01  0.000000e+00  0.000000e+00
2.19063e+04       7.002e+10    8.620e+10  9.582019e-01  0.000000e+00  0.000000e+00
2.19562e+04       6.954e+10    8.562e+10  9.582189e-01  0.000000e+00  0.000000e+00
2.20061e+04       6.907e+10    8.504e+10  9.582359e-01  0.000000e+00  0.000000e+00
2.20560e+04       6.861e+10    8.447e+10  9.582529e-01  0.000000e+00  0.000000e+00
2.21059e+04       6.814e+10    8.390e+10  9.582699e-01  0.000000e+00  0.000000e+00
2.21558e+04       6.768e+10    8.333e+10  9.582870e-01  0.000000e+00  0.000000e+00
2.22057e+04       6.723e+10    8.276e+10  9.583040e-01  0.000000e+00  0.000000e+00
2.22556e+04       6.677e+10    8.220e+10  9.583211e-01  0.000000e+00  0.000000e+00
2.23055e+04       6.632e+10    8.165e+10  9.583382e-01  0.000000e+00  0.000000e+00
2.23554e+04       6.587e+10    8.109e+10  9.583553e-01  0.000000e+00  0.000000e+00
2.24053e+04       6.542e+10    8.054e+10  9.583724e-01  0.000000e+00  0.000000e+00
2.24552e+04       6.498e+10    8.000e+10  9.583895e-01  0.000000e+00  0.000000e+00
2.25051e+04       6.454e+10    7.945e+10  9.584067e-01  0.000000e+00  0.000000e+00
2.25550e+04       6.410e+10    7.891e+10  9.584238e-01  0.000000e+00  0.000000e+00
2.26049e+04       6.366e+10    7.838e+10  9.584410e-01  0.000000e+00  0.000000e+00
2.26548e+04       6.323e+10    7.784e+10  9.584582e-01  0.000000e+00  0.000000e+00
2.27047e+04       6.280e+10    7.731e+10  9.584754e-01  0.000000e+00  0.000000e+00
2.27546e+04       6.237e+10    7.679e+10  9.584926e-01  0.000000e+00  0.000000e+00
2.28045e+04       6.194e+10    7.626e+10  9.585099e-01  0.000000e+00  0.000000e+00
2.28544e+04       6.152e+10    7.574e+10  9.585271e-01  0.000000e+00  0.000000e+00
2.29043e+04       6.110e+10    7.522e+10  9.585443e-01  0.000000e+00  0.000000e+00
2.29542e+04       6.068e+10    7.471e+10  9.585616e-01  0.000000e+00  0.000000e+00
2.30041e+04       6.027e+10    7.420e+10  9.585789e-01  0.000000e+00  0.000000e+00
2.30540e+04       5.986e+10    7.369e+10  9.585962e-01  0.000000e+00  0.000000e+00
2.31039e+04       5.945e+10    7.319e+10  9.586135e-01  0.000000e+00  0.000000e+00
2.31538e+04       5.904e+10    7.269e+10  9.586308e-01  0.000000e+00  0.000000e+00
2.32037e+04       5.864e+10    7.219e+10  9.586481e-01  0.000000e+00  0.000000e+00
2.32536e+04       5.823e+10    7.169e+10  9.586654e-01  0.000000e+00  0.000000e+00
2.33035e+04       5.783e+10    7.120e+10  9.586828e-01  0.000000e+00  0.000000e+00
2.33534e+04       5.744e+10    7.071e+10  9.587001e-01  0.000000e+00  0.000000e+00
2.34033e+04       5.704e+10    7.023e+10  9.587175e-01  0.000000e+00  0.000000e+00
2.34532e+04       5.665e+10    6.975e+10  9.587348e-01  0.000000e+00  0.000000e+00
2.35031e+04       5.626e+10    6.927e+10  9.587522e-01  0.000000e+00  0.000000e+00
2.35530e+04       5.588e+10    6.879e+10  9.587696e-01  0.000000e+00  0.000000e+00
2.36029e+04       5.549e+10    6.832e+10  9.587870e-01  0.000000e+00  0.000000e+00
2.36528e+04       5.511e+10    6.785e+10  9.588044e-01  0.000000e+00  0.000000e+00
2.37027e+04       5.473e+10    6.738e+10  9.588218e-01  0.000000e+00  0.000000e+00
2.37526e+04       5.435e+10    6.692e+10  9.588393e-01  0.000000e+00  0.000000e+00
2.38025e+04       5.398e+10    6.646e+10  9.588567e-01  0.000000e+00  0.000000e+00
2.38524e+04       5.361e+10    6.600e+10  9.588741e-01  0.000000e+00  0.000000e+00
2.39023e+04       5.324e+10    6.554e+10  9.588916e-01  0.000000e+00  0.000000e+00
2.39522e+04       5.287e+10    6.509e+10  9.589090e-01  0.000000e+00  0.000000e+00
2.40021e+04       5.250e+10    6.464e+10  9.589265e-01  0.000000e+00  0.000000e+00
2.40520e+04       5.214e+10    6.419e+10  9.589440e-01  0.000000e+00  0.000000e+00
2.41019e+04       5.178e+10    6.375e+10  9.589615e-01  0.000000e+00  0.000000e+00
2.41518e+04       5.142e+10    6.331e+10  9.589789e-01  0.000000e+00  0.000000e+00
2.42017e+04       5.106e+10    6.287e+10  9.589964e-01  0.000000e+00  0.000000e+00
2.42516e+04       5.071e+10    6.243e+10  9.590139e-01  0.000000e+00  0.000000e+00
2.43015e+04       5.036e+10    6.200e+10  9.590315e-01  0.000000e+00  0.000000e+00
2.43514e+04       5.001e+10    6.157e+10  9.590490e-01  0.000000e+00  0.000000e+00
2.44013e+04       4.966e+10    6.114e+10  9.590665e-01  0.000000e+00  0.000000e+00
2.44512e+04       4.932e+10    6.072e+10  9.590840e-01  0.000000e+00  0.000000e+00
2.45011e+04       4.898e+10    6.030e+10  9.591016e-01  0.000000e+00  0.000000e+00
2.45510e+04       4.864e+10    5.988e+10  9.591191e-01  0.000000e+00  0.000000e+00
2.46009e+04       4.830e+10    5.946e+10  9.591367e-01  0.000000e+00  0.000000e+00
2.46508e+04       4.796e+10    5.905e+10  9.591542e-01  0.000000e+00  0.000000e+00
2.47007e+04       4.763e+10    5.864e+10  9.591718e-01  0.000000e+00  0.000000e+00
2.47506e+04       4.730e+10    5.823e+10  9.591893e-01  0.000000e+00  0.000000e+00
2.48005e+04       4.697e+10    5.782e+10  9.592069e-01  0.000000e+00  0.000000e+00
2.48504e+04       4.664e+10    5.742e+10  9.592245e-01  0.000000e+00  0.000000e+00
2.49003e+04       4.632e+10    5.702e+10  9.592421e-01  0.000000e+00  0.000000e+00
2.49502e+04       4.599e+10    5.662e+10  9.592596e-01  0.000000e+00  0.000000e+00
2.50001e+04       4.567e+10    5.623e+10  9.592772e-01  0.000000e+00  0.000000e+00
2.50500e+04       4.535e+10    5.584e+10  9.592948e-01  0.000000e+00  0.000000e+00
2.50999e+04       4.504e+10    5.545e+10  9.593124e-01  0.000000e+00  0.000000e+00
2.51498e+04       4.472e+10    5.506e+10  9.593300e-01  0.000000e+00  0.000000e+00
2.51997e+04       4.441e+10    5.467e+10  9.593476e-01  0.000000e+00  0.000000e+00
2.52496e+04       4.410e+10    5.429e+10  9.593653e-01  0.000000e+00  0.000000e+00
2.52995e+04       4.379e+10    5.391e+10  9.593829e-01  0.000000e+00  0.000000e+00
2.53494e+04       4.348e+10    5.353e+10  9.594005e-01  0.000000e+00  0.000000e+00
2.53993e+04       4.318e+10    5.316e+10  9.594181e-01  0.000000e+00  0.000000e+00
2.54492e+04       4.288e+10    5.279e+10  9.594357e-01  0.000000e+00  0.000000e+00
2.54991e+04       4.257e+10    5.242e+10  9.594534e-01  0.000000e+00  0.000000e+00
2.55490e+04       4.228e+10    5.205e+10  9.594710e-01  0.000000e+00  0.000000e+00
2.55989e+04       4.198e+10    5.168e+10  9.594886e-01  0.000000e+00  0.000000e+00
2.56488e+04       4.168e+10    5.132e+10  9.595063e-01  0.000000e+00  0.000000e+00
2.56987e+04       4.139e+10    5.096e+10  9.595239e-01  0.000000e+00  0.000000e+00
2.57486e+04       4.110e+10    5.060e+10  9.595416e-01  0.000000e+00  0.000000e+00
2.57985e+04       4.081e+10    5.025e+10  9.595592e-01  0.000000e+00  0.000000e+00
2.58484e+04       4.053e+10    4.989e+10  9.595769e-01  0.000000e+00  0.000000e+00
2.58983e+04       4.024e+10    4.954e+10  9.595945e-01  0.000000e+00  0.000000e+00
2.59482e+04       3.996e+10    4.919e+10  9.596122e-01  0.000000e+00  0.000000e+00
2.59981e+04       3.968e+10    4.885e+10  9.596298e-01  0.000000e+00  0.000000e+00
2.60480e+04       3.940e+10    4.850e+10  9.596475e-01  0.000000e+00  0.000000e+00
2.60979e+04       3.912e+10    4.816e+10  9.596651e-01  0.000000e+00  0.000000e+00
2.61478e+04       3.884e+10    4.782e+10  9.596828e-01  0.000000e+00  0.000000e+00
2.61977e+04       3.857e+10    4.748e+10  9.597005e-01  0.000000e+00  0.000000e+00
2.62476e+04       3.830e+10    4.715e+10  9.597181e-01  0.000000e+00  0.000000e+00
2.62975e+04       3.803e+10    4.682e+10  9.597358e-01  0.000000e+00  0.000000e+00
2.63474e+04       3.776e+10    4.649e+10  9.597535e-01  0.000000e+00  0.000000e+00
2.63973e+04       3.749e+10    4.616e+10  9.597711e-01  0.000000e+00  0.000000e+00
2.64472e+04       3.723e+10    4.583e+10  9.597888e-01  0.000000e+00  0.000000e+00
2.64971e+04       3.696e+10    4.551e+10  9.598065e-01  0.000000e+00  0.000000e+00
2.65470e+04       3.670e+10    4.518e+10  9.598241e-01  0.000000e+00  0.000000e+00
2.65969e+04       3.644e+10    4.487e+10  9.598418e-01  0.000000e+00  0.000000e+00
2.66468e+04       3.618e+10    4.455e+10  9.598595e-01  0.000000e+00  0.000000e+00
2.66967e+04       3.593e+10    4.423e+10  9.598772e-01  0.000000e+00  0.000000e+00
2.67466e+04       3.567e+10    4.392e+10  9.598948e-01  0.000000e+00  0.000000e+00
2.67965e+04       3.542e+10    4.361e+10  9.599125e-01  0.000000e+00  0.000000e+00
2.68464e+04       3.517e+10    4.330e+10  9.599302e-01  0.000000e+00  0.000000e+00
2.68963e+04       3.492e+10    4.299e+10  9.599478e-01  0.000000e+00  0.000000e+00
2.69462e+04       3.467e+10    4.269e+10  9.599655e-01  0.000000e+00  0.000000e+00
2.69961e+04       3.442e+10    4.238e+10  9.599832e-01  0.000000e+00  0.000000e+00
2.70460e+04       3.418e+10    4.208e+10  9.600009e-01  0.000000e+00  0.000000e+00
2.70959e+04       3.394e+10    4.178e+10  9.600185e-01  0.000000e+00  0.000000e+00
2.71458e+04       3.370e+10    4.149e+10  9.600362e-01  0.000000e+00  0.000000e+00
2.71957e+04       3.346e+10    4.119e+10  9.600539e-01  0.000000e+00  0.000000e+00
2.72456e+04       3.322e+10    4.090e+10  9.600716e-01  0.000000e+00  0.000000e+00
2.72955e+04       3.298e+10    4.061e+10  9.600892e-01  0.000000e+00  0.000000e+00
2.73454e+04       3.275e+10    4.032e+10  9.601069e-01  0.000000e+00  0.000000e+00
2.73953e+04       3.251e+10    4.003e+10  9.601246e-01  0.000000e+00  0.000000e+00
2.74452e+04       3.228e+10    3.974e+10  9.601422e-01  0.000000e+00  0.000000e+00
2.74951e+04       3.205e+10    3.946e+10  9.601599e-01  0.000000e+00  0.000000e+00
2.75450e+04       3.182e+10    3.918e+10  9.601776e-01  0.000000e+00  0.000000e+00
2.75949e+04       3.160e+10    3.890e+10  9.601952e-01  0.000000e+00  0.000000e+00
2.76448e+04       3.137e+10    3.862e+10  9.602129e-01  0.000000e+00  0.000000e+00
2.76947e+04       3.115e+10    3.835e+10  9.602305e-01  0.000000e+00  0.000000e+00
2.77446e+04       3.092e+10    3.807e+10  9.602482e-01  0.000000e+00  0.000000e+00
2.77945e+04       3.070e+10    3.780e+10  9.602659e-01  0.000000e+00  0.000000e+00
2.78444e+04       3.048e+10    3.753e+10  9.602835e-01  0.000000e+00  0.000000e+00
2.78943e+04       3.027e+10    3.726e+10  9.603012e-01  0.000000e+00  0.000000e+00
2.79442e+04       3.005e+10    3.700e+10  9.603188e-01  0.000000e+00  0.000000e+00
2.79941e+04       2.984e+10    3.673e+10  9.603365e-01  0.000000e+00  0.000000e+00
2.80440e+04       2.962e+10    3.647e+10  9.603541e-01  0.000000e+00  0.000000e+00
2.80939e+04       2.941e+10    3.621e+10  9.603718e-01  0.000000e+00  0.000000e+00
2.81438e+04       2.920e+10    3.595e+10  9.603894e-01  0.000000e+00  0.000000e+00
2.81937e+04       2.899e+10    3.569e+10  9.604071e-01  0.000000e+00  0.000000e+00
2.82436e+04       2.878e+10    3.543e+10  9.604247e-01  0.000000e+00  0.000000e+00
2.82935e+04       2.858e+10    3.518e+10  9.604423e-01  0.000000e+00  0.000000e+00
2.83434e+04       2.837e+10    3.493e+10  9.604600e-01  0.000000e+00  0.000000e+00
2.83933e+04       2.817e+10    3.468e+10  9.604776e-01  0.000000e+00  0.000000e+00
2.84432e+04       2.796e+10    3.443e+10  9.604952e-01  0.000000e+00  0.000000e+00
2.84931e+04       2.776e+10    3.418e+10  9.605128e-01  0.000000e+00  0.000000e+00
2.85430e+04       2.756e+10    3.394e+10  9.605305e-01  0.000000e+00  0.000000e+00
2.85929e+04       2.737e+10    3.369e+10  9.605481e-01  0.000000e+00  0.000000e+00
2.86428e+04       2.717e+10    3.345e+10  9.605657e-01  0.000000e+00  0.000000e+00
2.86927e+04       2.697e+10    3.321e+10  9.605833e-01  0.000000e+00  0.000000e+00
2.87426e+04       2.678e+10    3.297e+10  9.606009e-01  0.000000e+00  0.000000e+00
2.87925e+04       2.659e+10    3.273e+10  9.606185e-01  0.000000e+00  0.000000e+00
2.88424e+04       2.640e+10    3.250e+10  9.606361e-01  0.000000e+00  0.000000e+00
2.88923e+04       2.621e+10    3.226e+10  9.606537e-01  0.000000e+00  0.000000e+00
2.89422e+04       2.602e+10    3.203e+10  9.606713e-01  0.000000e+00  0.000000e+00
2.89921e+04       2.583e+10    3.180e+10  9.606889e-01  0.000000e+00  0.000000e+00
2.90420e+04       2.564e+10    3.157e+10  9.607065e-01  0.000000e+00  0.000000e+00
2.90919e+04       2.546e+10    3.134e+10  9.607241e-01  0.000000e+00  0.000000e+00
2.91418e+04       2.528e+10    3.112e+10  9.607417e-01  0.000000e+00  0.000000e+00
2.91917e+04       2.509e+10    3.089e+10  9.607593e-01  0.000000e+00  0.000000e+00
2.92416e+04       2.491e+10    3.067e+10  9.607768e-01  0.000000e+00  0.000000e+00
2.92915e+04       2.473e+10    3.045e+10  9.607944e-01  0.000000e+00  0.000000e+00
2.93414e+04       2.455e+10    3.023e+10  9.608120e-01  0.000000e+00  0.000000e+00
2.93913e+04       2.438e+10    3.001e+10  9.608295e-01  0.000000e+00  0.000000e+00
2.94412e+04       2.420e+10    2.979e+10  9.608471e-01  0.000000e+00  0.000000e+00
2.94911e+04       2.402e+10    2.958e+10  9.608646e-01  0.000000e+00  0.000000e+00
2.95410e+04       2.385e+10    2.936e+10  9.608822e-01  0.000000e+00  0.000000e+00
2.95909e+04       2.368e+10    2.915e+10  9.608997e-01  0.000000e+00  0.000000e+00
2.96408e+04       2.351e+10    2.894e+10  9.609173e-01  0.000000e+00  0.000000e+00
2.96907e+04       2.334e+10    2.873e+10  9.609348e-01  0.000000e+00  0.000000e+00
2.97406e+04       2.317e+10    2.852e+10  9.609523e-01  0.000000e+00  0.000000e+00
2.97905e+04       2.300e+10    2.832e+10  9.609699e-01  0.000000e+00  0.000000e+00
2.98404e+04       2.283e+10    2.811e+10  9.609874e-01  0.000000e+00  0.000000e+00
